Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE","District 09 Value","District 09 MOE","District 10 Value","District 10 MOE","District 11 Value","District 11 MOE","District 12 Value","District 12 MOE","District 13 Value","District 13 MOE","District 14 Value","District 14 MOE","District 15 Value","District 15 MOE","District 16 Value","District 16 MOE"
Housing,"Gross Rent","No rent paid",3390,"(+/-1,023)",5768,"(+/-1,116)",2834,(+/-654),4870,(+/-881),4359,"(+/-1,050)",8871,"(+/-1,299)",5629,"(+/-1,164)",4853,"(+/-1,080)",6793,"(+/-1,312)",4531,"(+/-1,008)",7629,"(+/-1,081)",3972,(+/-868),5418,"(+/-1,041)",3742,(+/-788),5056,(+/-903),3134,(+/-852)
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Total households",286903,"(+/-3,682)",293990,"(+/-4,624)",298494,"(+/-4,850)",277195,"(+/-3,160)",285097,"(+/-3,412)",278729,"(+/-4,007)",284239,"(+/-4,006)",272766,"(+/-3,240)",293232,"(+/-4,660)",299455,"(+/-3,131)",301051,"(+/-4,608)",288067,"(+/-4,385)",298474,"(+/-3,843)",283208,"(+/-3,559)",282495,"(+/-5,221)",283260,"(+/-4,408)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Less than $10,000",23910,"(+/-2,590)",21712,"(+/-2,415)",30449,"(+/-2,937)",18340,"(+/-2,059)",14573,"(+/-1,675)",22447,"(+/-2,212)",19767,"(+/-2,296)",17770,"(+/-1,787)",31274,"(+/-2,297)",25945,"(+/-2,810)",43407,"(+/-3,019)",12638,"(+/-1,680)",27382,"(+/-2,468)",12397,"(+/-1,785)",19068,"(+/-2,142)",10900,"(+/-1,518)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$10,000 to $14,999",18417,"(+/-2,292)",13992,"(+/-1,743)",18659,"(+/-2,054)",15023,"(+/-1,647)",12350,"(+/-1,524)",18612,"(+/-2,313)",10898,"(+/-1,566)",11786,"(+/-1,530)",19704,"(+/-2,083)",17085,"(+/-1,881)",26033,"(+/-2,291)",10408,"(+/-1,508)",19886,"(+/-1,927)",9236,"(+/-1,527)",9491,"(+/-1,566)",11062,"(+/-1,465)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$15,000 to $24,999",28873,"(+/-2,885)",33613,"(+/-2,732)",37329,"(+/-3,035)",32136,"(+/-2,642)",26576,"(+/-2,103)",37453,"(+/-2,718)",30901,"(+/-2,259)",28185,"(+/-1,976)",36648,"(+/-2,837)",31265,"(+/-2,461)",42866,"(+/-2,734)",23860,"(+/-2,061)",39412,"(+/-2,713)",24014,"(+/-1,916)",27174,"(+/-2,011)",27026,"(+/-2,137)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$25,000 to $34,999",27865,"(+/-2,571)",30412,"(+/-2,786)",36051,"(+/-3,258)",28753,"(+/-2,321)",32514,"(+/-2,420)",31711,"(+/-2,562)",32117,"(+/-2,528)",30081,"(+/-2,600)",37238,"(+/-2,682)",32281,"(+/-2,689)",35784,"(+/-2,675)",22649,"(+/-1,684)",36913,"(+/-2,547)",27222,"(+/-2,282)",27014,"(+/-2,231)",26602,"(+/-2,390)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$35,000 to $49,999",33985,"(+/-3,298)",38880,"(+/-2,987)",45327,"(+/-2,967)",42141,"(+/-2,410)",40059,"(+/-2,625)",45844,"(+/-2,875)",44858,"(+/-2,808)",39330,"(+/-2,526)",46280,"(+/-3,098)",44411,"(+/-2,648)",40558,"(+/-2,818)",34777,"(+/-2,766)",45639,"(+/-3,032)",36743,"(+/-2,766)",36096,"(+/-2,286)",36394,"(+/-2,541)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$50,000 to $74,999",47473,"(+/-2,765)",54783,"(+/-3,473)",58400,"(+/-3,665)",57221,"(+/-3,123)",59245,"(+/-3,534)",49814,"(+/-3,191)",55839,"(+/-3,362)",50429,"(+/-2,986)",48905,"(+/-3,003)",57676,"(+/-3,217)",44616,"(+/-2,608)",50042,"(+/-2,800)",55954,"(+/-3,056)",52401,"(+/-3,564)",54463,"(+/-2,853)",57192,"(+/-2,886)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$75,000 to $99,999",34105,"(+/-3,149)",36269,"(+/-2,912)",30399,"(+/-2,879)",35227,"(+/-2,189)",38852,"(+/-2,392)",33619,"(+/-2,819)",36144,"(+/-2,873)",36833,"(+/-3,000)",32008,"(+/-2,585)",33611,"(+/-2,599)",27454,"(+/-2,499)",42607,"(+/-2,857)",32768,"(+/-2,419)",38020,"(+/-2,909)",37986,"(+/-2,432)",38073,"(+/-2,655)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$100,000 to $149,999",37710,"(+/-2,700)",36410,"(+/-3,193)",29359,"(+/-2,854)",34028,"(+/-2,382)",39940,"(+/-2,369)",26340,"(+/-2,013)",34956,"(+/-2,919)",37623,"(+/-2,650)",27593,"(+/-1,932)",36145,"(+/-2,445)",23110,"(+/-1,980)",48228,"(+/-3,000)",27382,"(+/-2,115)",46679,"(+/-2,736)",43146,"(+/-2,750)",44111,"(+/-2,730)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$150,000 to $199,000",17945,"(+/-1,860)",15227,"(+/-1,870)",6315,(+/-979),8759,"(+/-1,014)",12028,"(+/-1,426)",8304,"(+/-1,304)",10602,"(+/-1,319)",11421,"(+/-1,423)",6606,"(+/-1,134)",10983,"(+/-1,288)",7813,"(+/-1,080)",20876,"(+/-1,829)",7536,"(+/-1,196)",18555,"(+/-1,794)",14781,"(+/-1,609)",18573,"(+/-1,815)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$200,000 or more",16620,"(+/-1,772)",12692,"(+/-1,428)",6206,"(+/-1,064)",5567,(+/-990),8960,"(+/-1,082)",4585,(+/-891),8157,"(+/-1,146)",9308,"(+/-1,394)",6976,"(+/-1,021)",10053,"(+/-1,306)",9410,"(+/-1,050)",21982,"(+/-2,223)",5602,"(+/-1,086)",17941,"(+/-1,673)",13276,"(+/-1,585)",13327,"(+/-1,417)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Median household income (dollars)",55059,"(+/-2,144)",52371,"(+/-1,491)",42601,"(+/-1,416)",50627,"(+/-1,064)",56098,"(+/-1,090)",43964,"(+/-1,248)",51132,"(+/-1,195)",54069,"(+/-2,270)",41379,(+/-838),49490,"(+/-1,395)",35624,(+/-894),69056,"(+/-2,280)",42019,(+/-786),64775,"(+/-2,055)",60009,"(+/-1,480)",61330,"(+/-1,086)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Mean household income (dollars)",76156,"(+/-1,928)",72617,"(+/-1,983)",56241,"(+/-1,709)",63619,"(+/-1,769)",70869,"(+/-1,734)",58059,"(+/-1,506)",65220,"(+/-1,508)",69921,"(+/-2,016)",56483,"(+/-1,476)",64925,"(+/-1,531)",55936,"(+/-1,548)",92780,"(+/-2,385)",57190,"(+/-1,517)",86524,"(+/-2,562)",77324,"(+/-2,069)",80138,"(+/-1,601)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",717584,"(+/-8,613)",723193,"(+/-9,567)",761711,"(+/-11,298)",693292,"(+/-5,655)",713042,"(+/-6,557)",682002,"(+/-6,539)",737892,"(+/-7,807)",720565,"(+/-2,203)",703060,"(+/-10,720)",708315,"(+/-2,246)",692676,"(+/-10,104)",754582,"(+/-9,388)",701035,"(+/-9,529)",707861,"(+/-8,278)",726619,"(+/-10,782)",698600,"(+/-9,152)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",678993,"(+/-9,584)",676852,"(+/-9,696)",678961,"(+/-10,410)",657647,"(+/-6,345)",676402,"(+/-7,532)",637587,"(+/-7,694)",670841,"(+/-8,586)",677638,"(+/-5,435)",654055,"(+/-11,169)",663359,"(+/-4,739)",645295,"(+/-9,521)",719565,"(+/-9,773)",652607,"(+/-10,001)",663630,"(+/-10,065)",686438,"(+/-11,332)",655883,"(+/-10,730)"
Socioeconomic,"Health Insurance Coverage","With private health insurance",515725,"(+/-9,626)",502859,"(+/-11,727)",443292,"(+/-13,006)",505365,"(+/-8,407)",555537,"(+/-8,361)",446645,"(+/-8,526)",512124,"(+/-11,110)",516612,"(+/-9,559)",426935,"(+/-10,437)",475486,"(+/-9,518)",382901,"(+/-8,695)",597375,"(+/-10,451)",455891,"(+/-10,807)",550517,"(+/-8,784)",533198,"(+/-10,687)",549427,"(+/-10,602)"
Socioeconomic,"Health Insurance Coverage","With public coverage",244288,"(+/-9,078)",261018,"(+/-10,092)",294118,"(+/-11,480)",258316,"(+/-7,264)",227499,"(+/-6,937)",295460,"(+/-9,167)",258121,"(+/-8,893)",254635,"(+/-8,018)",308432,"(+/-10,042)",286194,"(+/-7,803)",341178,"(+/-9,129)",210014,"(+/-7,541)",291448,"(+/-8,393)",210848,"(+/-6,769)",241477,"(+/-8,361)",209178,"(+/-7,398)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",38591,"(+/-3,989)",46341,"(+/-4,636)",82750,"(+/-7,549)",35645,"(+/-3,749)",36640,"(+/-3,818)",44415,"(+/-4,410)",67051,"(+/-6,858)",42927,"(+/-5,086)",49005,"(+/-3,768)",44956,"(+/-4,345)",47381,"(+/-4,494)",35017,"(+/-4,485)",48428,"(+/-4,714)",44231,"(+/-5,987)",40181,"(+/-5,357)",42717,"(+/-5,492)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 18 years",177524,"(+/-4,427)",167773,"(+/-5,007)",187683,"(+/-6,062)",162284,"(+/-3,270)",165963,"(+/-3,872)",144690,"(+/-3,184)",176626,"(+/-4,336)",172249,"(+/-1,258)",156729,"(+/-6,543)",158547,"(+/-1,072)",157306,"(+/-5,340)",180879,"(+/-5,173)",144034,"(+/-5,131)",155888,"(+/-4,630)",168544,"(+/-5,368)",150052,"(+/-5,675)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",4144,(+/-993),5223,"(+/-1,307)",9641,"(+/-2,865)",6253,"(+/-1,945)",6503,"(+/-1,806)",6028,"(+/-1,609)",17983,"(+/-3,554)",5450,"(+/-1,660)",4689,"(+/-1,542)",6133,"(+/-1,593)",4150,"(+/-1,265)",5229,"(+/-1,874)",6707,"(+/-1,947)",12001,"(+/-3,541)",5277,"(+/-1,885)",9570,"(+/-3,042)"
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","All families",10.2,(+/-1.1),10.4,(+/-1.1),18.5,(+/-1.6),10.3,(+/-1.2),6.4,(+/-0.8),12.8,(+/-1.2),8.7,(+/-1.1),8.9,(+/-1.1),16.4,(+/-1.4),12.8,(+/-1.0),21.3,(+/-1.3),6.2,(+/-0.8),13.4,(+/-1.2),5.3,(+/-0.8),8.1,(+/-0.9),5.4,(+/-0.9)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",16.8,(+/-1.9),17.1,(+/-2.0),28.6,(+/-2.6),19.4,(+/-2.6),11.2,(+/-1.4),23.1,(+/-2.4),15.7,(+/-2.2),15.4,(+/-1.9),27.6,(+/-2.5),22.3,(+/-1.9),34.1,(+/-2.4),9.7,(+/-1.5),24.3,(+/-2.1),8.8,(+/-1.5),12.9,(+/-1.7),8.3,(+/-1.6)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",19.8,(+/-4.7),23,(+/-5.2),23.5,(+/-5.5),23.7,(+/-4.5),14.4,(+/-4.5),26.1,(+/-6.2),22.1,(+/-5.9),15.5,(+/-4.5),34.8,(+/-6.4),22.5,(+/-4.9),30.8,(+/-5.6),14.4,(+/-4.6),30.7,(+/-6.4),13.6,(+/-4.5),12.5,(+/-4.2),17.1,(+/-6.2)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.7,(+/-0.7),4.2,(+/-0.8),9,(+/-1.8),3.9,(+/-0.8),2.8,(+/-0.7),6,(+/-1.0),4.8,(+/-0.9),4,(+/-0.8),5.5,(+/-0.9),5.4,(+/-1.0),5.6,(+/-1.2),2.7,(+/-0.6),5.4,(+/-1.0),2.8,(+/-0.6),3.5,(+/-0.8),2.6,(+/-0.8)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",3.2,(+/-1.1),6.2,(+/-1.7),13.6,(+/-3.4),7,(+/-1.8),4.3,(+/-1.3),10,(+/-2.5),7.8,(+/-1.9),6.7,(+/-1.5),10,(+/-1.9),9,(+/-2.1),9.9,(+/-2.6),3.5,(+/-0.9),8.3,(+/-2.0),3.9,(+/-1.3),4.7,(+/-1.3),3.3,(+/-1.4)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",2.4,(+/-2.1),6.5,(+/-4.2),14.8,(+/-6.9),7.5,(+/-4.1),4.9,(+/-3.4),9.6,(+/-4.9),8.9,(+/-5.6),1.4,(+/-2.0),7,(+/-4.8),7.8,(+/-4.2),4.6,(+/-2.9),4.1,(+/-2.5),14.7,(+/-7.1),2.5,(+/-2.1),4.4,(+/-2.7),5.4,(+/-5.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",31,(+/-3.9),31.3,(+/-3.7),34.6,(+/-3.3),35.2,(+/-4.1),24.7,(+/-4.0),42.6,(+/-4.6),28.5,(+/-3.9),28.5,(+/-4.2),37.8,(+/-3.4),34.6,(+/-3.6),41,(+/-3.0),22.9,(+/-4.6),34.8,(+/-3.0),16.5,(+/-3.5),29.6,(+/-4.3),19.4,(+/-4.6)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",40.5,(+/-5.2),40.5,(+/-4.8),45.3,(+/-4.5),44.6,(+/-5.3),34.8,(+/-5.7),55.9,(+/-6.2),42.2,(+/-5.6),38,(+/-5.1),49.1,(+/-4.5),48,(+/-5.3),51.9,(+/-4.2),30.9,(+/-6.6),50.4,(+/-4.3),23.1,(+/-5.4),39,(+/-6.0),26,(+/-6.9)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",52.9,(+/-10.5),56,(+/-10.8),36.3,(+/-9.4),51,(+/-9.0),54.5,(+/-13.4),63.2,(+/-13.8),62.2,(+/-13.3),54.8,(+/-14.8),59.3,(+/-9.4),54.6,(+/-12.2),52.9,(+/-11.0),43,(+/-18.1),60.6,(+/-11.8),49.9,(+/-17.9),39.3,(+/-16.4),52.3,(+/-16.9)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","All people",14.7,(+/-1.2),13.8,(+/-1.0),23.2,(+/-1.4),13.6,(+/-1.1),10.5,(+/-0.7),16.5,(+/-1.1),12.8,(+/-1.2),13.6,(+/-1.2),20.7,(+/-1.2),17,(+/-1.0),26.4,(+/-1.3),9.7,(+/-0.9),18,(+/-1.0),8.1,(+/-0.9),11.6,(+/-0.9),7.3,(+/-0.8)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",19.6,(+/-2.4),18.6,(+/-2.1),34.4,(+/-3.2),20.9,(+/-2.5),12.8,(+/-1.6),24.2,(+/-2.8),19.3,(+/-2.9),18.7,(+/-2.6),32.4,(+/-2.6),26.5,(+/-2.5),39.4,(+/-3.0),11.7,(+/-2.1),27.8,(+/-2.5),11.7,(+/-2.3),14.1,(+/-2.1),9,(+/-1.9)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",19.2,(+/-2.5),18.4,(+/-2.1),34.2,(+/-3.2),20.5,(+/-2.5),12.4,(+/-1.7),23.8,(+/-2.8),19,(+/-2.9),18.4,(+/-2.6),32.1,(+/-2.7),26,(+/-2.5),39.3,(+/-3.0),11.3,(+/-2.2),27.3,(+/-2.5),11.3,(+/-2.4),13.7,(+/-2.1),8.8,(+/-1.9)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",20.4,(+/-3.6),20.5,(+/-3.9),35.7,(+/-5.2),27.3,(+/-4.3),16,(+/-3.4),27.9,(+/-4.6),24.3,(+/-4.9),22.1,(+/-4.1),38.1,(+/-4.2),31.2,(+/-4.5),40.6,(+/-4.1),15,(+/-3.3),35.6,(+/-5.1),13.9,(+/-3.4),17.4,(+/-3.7),15.7,(+/-4.0)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",18.8,(+/-2.7),17.6,(+/-2.3),33.5,(+/-3.3),18.1,(+/-2.5),11.1,(+/-1.8),22.4,(+/-2.8),17.1,(+/-2.7),17.2,(+/-2.6),29.9,(+/-2.9),24.1,(+/-2.8),38.8,(+/-3.3),10,(+/-2.3),24.2,(+/-2.8),10.5,(+/-2.6),12.5,(+/-2.3),6.5,(+/-1.7)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",13.1,(+/-1.0),12.4,(+/-0.8),19.5,(+/-1.2),11.4,(+/-0.8),9.8,(+/-0.7),14.4,(+/-0.9),10.8,(+/-0.8),12,(+/-0.9),17.4,(+/-1.1),14.3,(+/-0.9),22.6,(+/-1.1),9,(+/-0.8),15.5,(+/-0.9),7,(+/-0.7),10.9,(+/-0.7),6.9,(+/-0.7)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",7.2,(+/-1.1),8,(+/-1.2),10.3,(+/-2.0),7.2,(+/-1.1),5.7,(+/-0.8),9.3,(+/-1.2),7.2,(+/-1.2),6.2,(+/-1.2),8.3,(+/-1.2),8,(+/-1.4),13.5,(+/-1.4),5.2,(+/-1.1),7.7,(+/-1.1),5.9,(+/-1.0),7.6,(+/-1.5),5.7,(+/-1.0)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","People in families",10.8,(+/-1.2),11,(+/-1.1),20.9,(+/-1.7),11.1,(+/-1.2),6.9,(+/-0.8),13.5,(+/-1.2),10,(+/-1.3),10.5,(+/-1.3),18.3,(+/-1.5),14.5,(+/-1.2),24,(+/-1.7),6.8,(+/-1.0),14.7,(+/-1.3),6.1,(+/-1.0),8.5,(+/-1.1),5.5,(+/-0.9)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",30,(+/-2.4),24.1,(+/-1.7),29.4,(+/-2.3),24.9,(+/-1.8),25.6,(+/-2.2),29.5,(+/-2.1),25.2,(+/-2.1),28,(+/-2.7),27.9,(+/-1.9),25.7,(+/-2.2),33.2,(+/-1.6),22.6,(+/-2.1),28.5,(+/-1.6),18.2,(+/-1.9),25.3,(+/-1.7),15.8,(+/-1.7)
Education,"School Enrollment","Population 3 years and over enrolled in school",204322,"(+/-6,438)",169624,"(+/-6,523)",212424,"(+/-7,627)",169464,"(+/-4,231)",186808,"(+/-5,033)",146816,"(+/-3,604)",176587,"(+/-5,172)",187211,"(+/-4,044)",172305,"(+/-6,581)",184155,"(+/-3,999)",182679,"(+/-6,624)",204055,"(+/-6,485)",169539,"(+/-6,350)",158529,"(+/-6,005)",191090,"(+/-5,276)",163861,"(+/-5,482)"
Education,"School Enrollment","Nursery school, preschool",14841,"(+/-1,858)",10791,"(+/-1,727)",10020,"(+/-2,087)",11700,"(+/-1,446)",10205,"(+/-1,685)",8879,"(+/-1,157)",9518,"(+/-1,664)",8993,"(+/-1,491)",10744,"(+/-1,808)",12063,"(+/-1,832)",11432,"(+/-1,732)",14630,"(+/-1,974)",8567,"(+/-1,570)",10125,"(+/-1,322)",9686,"(+/-1,201)",9934,"(+/-1,286)"
Education,"School Enrollment",Kindergarten,8430,"(+/-1,281)",9365,"(+/-1,241)",11249,"(+/-1,707)",7535,"(+/-1,180)",9157,"(+/-1,126)",7822,"(+/-1,166)",7840,"(+/-1,258)",10427,"(+/-1,557)",9051,"(+/-1,565)",8070,"(+/-1,254)",9456,"(+/-1,264)",9030,"(+/-1,781)",6276,"(+/-1,256)",7510,"(+/-1,313)",10117,"(+/-1,545)",8341,"(+/-1,616)"
Education,"School Enrollment","Elementary school (grades 1-8)",81795,"(+/-2,823)",74391,"(+/-3,519)",76185,"(+/-3,835)",71486,"(+/-2,592)",76769,"(+/-3,151)",65542,"(+/-2,539)",82083,"(+/-3,811)",79714,"(+/-2,244)",68773,"(+/-3,802)",70546,"(+/-1,779)",69869,"(+/-3,337)",86366,"(+/-3,233)",63986,"(+/-3,262)",69643,"(+/-3,608)",74982,"(+/-3,173)",66025,"(+/-4,089)"
Education,"School Enrollment","High school (grades 9-12)",43954,"(+/-2,913)",38565,"(+/-2,710)",40340,"(+/-2,551)",40271,"(+/-2,030)",38180,"(+/-1,941)",35761,"(+/-2,249)",39569,"(+/-2,240)",39589,"(+/-1,849)",38061,"(+/-2,703)",36220,"(+/-1,600)",35908,"(+/-2,400)",40912,"(+/-2,632)",36621,"(+/-2,862)",38939,"(+/-2,420)",40637,"(+/-2,263)",40339,"(+/-2,658)"
Education,"School Enrollment","College or graduate school",55302,"(+/-4,562)",36512,"(+/-2,912)",74630,"(+/-5,256)",38472,"(+/-2,530)",52497,"(+/-3,061)",28812,"(+/-2,463)",37577,"(+/-2,748)",48488,"(+/-3,210)",45676,"(+/-3,398)",57256,"(+/-3,297)",56014,"(+/-4,087)",53117,"(+/-4,562)",54089,"(+/-4,096)",32312,"(+/-2,778)",55668,"(+/-3,005)",39222,"(+/-2,871)"
Education,"Educational Attainment","Population 25 years and over",481311,"(+/-5,128)",505017,"(+/-5,854)",490586,"(+/-7,770)",486641,"(+/-4,171)",482834,"(+/-4,587)",497265,"(+/-4,403)",504813,"(+/-5,324)",481065,"(+/-1,449)",481013,"(+/-6,666)",488949,"(+/-1,311)",474170,"(+/-5,936)",515979,"(+/-6,234)",493433,"(+/-6,019)",504201,"(+/-5,912)",509905,"(+/-8,473)",499288,"(+/-6,960)"
Education,"Educational Attainment","Less than 9th grade",11191,"(+/-1,684)",15045,"(+/-2,217)",18146,"(+/-2,265)",11159,"(+/-1,616)",10440,"(+/-1,663)",15097,"(+/-1,766)",27291,"(+/-2,948)",14152,"(+/-1,890)",15882,"(+/-1,705)",13547,"(+/-1,725)",16991,"(+/-2,037)",8267,"(+/-1,634)",13585,"(+/-1,963)",16259,"(+/-1,594)",14699,"(+/-2,169)",12015,"(+/-1,798)"
Education,"Educational Attainment","9th to 12th grade, no diploma",30508,"(+/-2,814)",37053,"(+/-3,025)",43832,"(+/-3,675)",38692,"(+/-2,945)",25919,"(+/-2,289)",45870,"(+/-3,368)",35994,"(+/-2,576)",40809,"(+/-2,738)",49590,"(+/-3,497)",31794,"(+/-3,468)",50368,"(+/-3,180)",27118,"(+/-2,415)",37601,"(+/-3,194)",24456,"(+/-2,681)",35763,"(+/-3,038)",24141,"(+/-2,396)"
Education,"Educational Attainment","High school graduate (includes equivalency)",138254,"(+/-5,958)",154356,"(+/-6,193)",151182,"(+/-7,181)",204833,"(+/-5,644)",176185,"(+/-5,900)",211740,"(+/-5,843)",201789,"(+/-6,227)",175329,"(+/-5,803)",163906,"(+/-5,355)",141328,"(+/-5,578)",137782,"(+/-4,968)",133200,"(+/-4,802)",193421,"(+/-5,763)",155160,"(+/-4,639)",165909,"(+/-4,806)",160449,"(+/-5,513)"
Education,"Educational Attainment","Some college, no degree",94634,"(+/-4,811)",99172,"(+/-4,779)",109310,"(+/-5,641)",105765,"(+/-4,219)",99846,"(+/-4,453)",97921,"(+/-4,743)",99897,"(+/-4,084)",94401,"(+/-4,506)",105176,"(+/-5,002)",114120,"(+/-3,771)",108009,"(+/-4,677)",98623,"(+/-5,459)",102373,"(+/-4,789)",99241,"(+/-4,881)",95373,"(+/-4,837)",100066,"(+/-3,848)"
Education,"Educational Attainment","Associate's degree",42181,"(+/-3,584)",45307,"(+/-3,175)",34683,"(+/-3,224)",43581,"(+/-3,074)",48875,"(+/-3,841)",48200,"(+/-3,518)",41340,"(+/-3,005)",42426,"(+/-2,897)",42676,"(+/-3,188)",46114,"(+/-3,051)",37905,"(+/-2,760)",42349,"(+/-3,459)",40791,"(+/-3,336)",40028,"(+/-3,054)",41343,"(+/-3,144)",41531,"(+/-2,957)"
Education,"Educational Attainment","Bachelor's degree",105368,"(+/-5,071)",99150,"(+/-5,353)",87497,"(+/-5,393)",51825,"(+/-2,904)",74587,"(+/-4,156)",49885,"(+/-3,258)",65836,"(+/-3,121)",72957,"(+/-3,675)",68582,"(+/-4,065)",81760,"(+/-4,106)",66604,"(+/-3,529)",132780,"(+/-5,862)",67584,"(+/-3,567)",104757,"(+/-4,866)",97586,"(+/-4,812)",102251,"(+/-4,282)"
Education,"Educational Attainment","Graduate or professional degree",59175,"(+/-4,052)",54934,"(+/-3,120)",45936,"(+/-2,964)",30786,"(+/-2,718)",46982,"(+/-2,858)",28552,"(+/-2,647)",32666,"(+/-2,659)",40991,"(+/-2,727)",35201,"(+/-3,000)",60286,"(+/-3,320)",56511,"(+/-3,239)",73642,"(+/-3,908)",38078,"(+/-3,001)",64300,"(+/-3,626)",59232,"(+/-3,204)",58835,"(+/-3,534)"
Education,"Educational Attainment","Percent high school graduate or higher",91.3,(+/-0.7),89.7,(+/-0.7),87.4,(+/-0.8),89.8,(+/-0.7),92.5,(+/-0.6),87.7,(+/-0.7),87.5,(+/-0.8),88.6,(+/-0.7),86.4,(+/-0.8),90.7,(+/-0.7),85.8,(+/-0.8),93.1,(+/-0.6),89.6,(+/-0.7),91.9,(+/-0.6),90.1,(+/-0.7),92.8,(+/-0.5)
Education,"Educational Attainment","Percent bachelor's degree or higher",34.2,(+/-1.2),30.5,(+/-1.1),27.2,(+/-1.2),17,(+/-0.8),25.2,(+/-1.0),15.8,(+/-0.7),19.5,(+/-0.8),23.7,(+/-1.0),21.6,(+/-1.0),29.1,(+/-1.0),26,(+/-0.9),40,(+/-1.1),21.4,(+/-0.9),33.5,(+/-1.0),30.8,(+/-0.8),32.3,(+/-0.9)
Topic,Subject,Title,"District 01 Value","District 01 Flag","District 02 Value","District 02 Flag","District 03 Value","District 03 Flag","District 04 Value","District 04 Flag","District 05 Value","District 05 Flag","District 06 Value","District 06 Flag","District 07 Value","District 07 Flag","District 08 Value","District 08 Flag","District 09 Value","District 09 Flag","District 10 Value","District 10 Flag","District 11 Value","District 11 Flag","District 12 Value","District 12 Flag","District 13 Value","District 13 Flag","District 14 Value","District 14 Flag","District 15 Value","District 15 Flag","District 16 Value","District 16 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",389726,G,264932,G,363369,G,268884,G,304696,G,178658,G,220170,G,239700,G,245781,G,290568,G,419129,G,317126,G,253239,G,331053,G,223984,G,290238,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",7,G,121,G,0,N,81,H,209,G,103,G,127,H,138,G,9,J,36,G,10,J,74,H,27,J,88,J,121,H,51,H
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",128,H,216,J,158,J,430,H,310,G,5031,G,2191,H,215,G,157,J,64,J,215,J,631,G,519,G,441,H,779,H,527,G
