Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE","District 09 Value","District 09 MOE","District 10 Value","District 10 MOE","District 11 Value","District 11 MOE","District 12 Value","District 12 MOE","District 13 Value","District 13 MOE","District 14 Value","District 14 MOE","District 15 Value","District 15 MOE","District 16 Value","District 16 MOE","District 17 Value","District 17 MOE","District 18 Value","District 18 MOE","District 19 Value","District 19 MOE","District 20 Value","District 20 MOE","District 21 Value","District 21 MOE","District 22 Value","District 22 MOE","District 23 Value","District 23 MOE","District 24 Value","District 24 MOE","District 25 Value","District 25 MOE","District 26 Value","District 26 MOE","District 27 Value","District 27 MOE","District 28 Value","District 28 MOE","District 29 Value","District 29 MOE","District 30 Value","District 30 MOE","District 31 Value","District 31 MOE","District 32 Value","District 32 MOE","District 33 Value","District 33 MOE","District 34 Value","District 34 MOE","District 35 Value","District 35 MOE","District 36 Value","District 36 MOE","District 37 Value","District 37 MOE","District 38 Value","District 38 MOE","District 39 Value","District 39 MOE","District 40 Value","District 40 MOE","District 41 Value","District 41 MOE","District 42 Value","District 42 MOE","District 43 Value","District 43 MOE","District 44 Value","District 44 MOE","District 45 Value","District 45 MOE","District 46 Value","District 46 MOE","District 47 Value","District 47 MOE","District 48 Value","District 48 MOE","District 49 Value","District 49 MOE","District 50 Value","District 50 MOE","District 51 Value","District 51 MOE","District 52 Value","District 52 MOE","District 53 Value","District 53 MOE"
People,"Sex and Age","45 to 54 years",86509,"(+/-2,289)",100721,"(+/-2,563)",91984,"(+/-2,844)",103055,"(+/-2,577)",97598,"(+/-3,480)",87740,"(+/-3,684)",105510,"(+/-3,316)",88522,"(+/-5,099)",96745,"(+/-4,119)",98994,"(+/-2,523)",108607,"(+/-3,149)",103187,"(+/-2,191)",100811,"(+/-4,113)",106285,"(+/-3,132)",111903,"(+/-4,036)",85040,"(+/-3,036)",105903,"(+/-4,257)",112401,"(+/-4,590)",111880,"(+/-4,158)",89083,"(+/-1,768)",79364,"(+/-3,728)",90375,"(+/-3,620)",90470,"(+/-4,114)",86875,"(+/-1,281)",108207,"(+/-4,911)",98604,"(+/-2,363)",105133,"(+/-4,866)",107971,"(+/-5,046)",91936,"(+/-4,666)",112675,"(+/-5,445)",89942,"(+/-4,831)",101929,"(+/-3,790)",109108,"(+/-5,538)",92329,"(+/-4,265)",98465,"(+/-4,433)",87220,"(+/-5,032)",93905,"(+/-4,995)",95684,"(+/-5,506)",107801,"(+/-5,537)",87396,"(+/-4,352)",92839,"(+/-4,045)",110693,"(+/-5,204)",99250,"(+/-4,702)",95599,"(+/-5,206)",120990,"(+/-4,419)",94119,"(+/-4,153)",105866,"(+/-5,914)",108697,"(+/-4,201)",95731,"(+/-5,092)",103186,"(+/-6,515)",90657,"(+/-3,838)",98631,"(+/-4,990)",99016,"(+/-5,092)"
People,"Sex and Age","55 to 59 years",56350,"(+/-2,751)",53655,"(+/-2,998)",47832,"(+/-2,900)",55881,"(+/-3,655)",51549,"(+/-2,735)",44654,"(+/-2,486)",52973,"(+/-3,328)",43642,"(+/-3,359)",44875,"(+/-2,882)",46487,"(+/-2,887)",54602,"(+/-3,429)",42509,"(+/-2,920)",46496,"(+/-3,391)",53458,"(+/-3,377)",53599,"(+/-3,210)",36399,"(+/-2,439)",46092,"(+/-3,174)",53253,"(+/-3,508)",48690,"(+/-2,994)",46708,"(+/-2,421)",33715,"(+/-2,473)",44032,"(+/-2,932)",45509,"(+/-2,636)",47008,"(+/-2,667)",49757,"(+/-2,940)",51931,"(+/-2,758)",52128,"(+/-2,925)",51189,"(+/-3,616)",41380,"(+/-2,826)",46648,"(+/-3,033)",43186,"(+/-2,895)",46418,"(+/-3,394)",47839,"(+/-3,780)",40127,"(+/-2,814)",36818,"(+/-2,640)",43549,"(+/-2,972)",44789,"(+/-3,434)",45382,"(+/-3,270)",53987,"(+/-4,079)",39812,"(+/-3,282)",40340,"(+/-3,108)",50355,"(+/-3,847)",45025,"(+/-3,643)",39878,"(+/-2,813)",53661,"(+/-3,885)",35296,"(+/-2,700)",47612,"(+/-3,321)",55049,"(+/-3,675)",46141,"(+/-3,669)",49273,"(+/-3,355)",39551,"(+/-3,238)",47203,"(+/-3,018)",45864,"(+/-2,946)"
People,"Sex and Age","60 to 64 years",52860,"(+/-2,737)",56685,"(+/-2,739)",38845,"(+/-2,343)",55067,"(+/-3,183)",51817,"(+/-2,909)",38857,"(+/-3,277)",43540,"(+/-2,781)",41753,"(+/-2,931)",38030,"(+/-2,813)",36760,"(+/-2,517)",44969,"(+/-3,290)",44389,"(+/-2,687)",40978,"(+/-2,987)",47058,"(+/-3,391)",42110,"(+/-3,013)",33135,"(+/-2,420)",38243,"(+/-3,039)",40137,"(+/-2,868)",41798,"(+/-2,818)",38942,"(+/-2,286)",30260,"(+/-2,368)",34537,"(+/-2,696)",38480,"(+/-2,930)",43909,"(+/-2,839)",37777,"(+/-2,790)",39914,"(+/-2,631)",47889,"(+/-3,201)",45591,"(+/-3,593)",36798,"(+/-3,183)",45942,"(+/-3,336)",36370,"(+/-3,031)",40432,"(+/-3,012)",41402,"(+/-4,012)",34922,"(+/-2,872)",31545,"(+/-2,767)",44475,"(+/-3,785)",35560,"(+/-3,279)",41217,"(+/-3,696)",43793,"(+/-3,050)",31150,"(+/-2,540)",31413,"(+/-2,613)",39366,"(+/-3,001)",34355,"(+/-3,115)",31996,"(+/-2,615)",43601,"(+/-3,433)",27569,"(+/-2,712)",37182,"(+/-2,680)",49114,"(+/-3,419)",46405,"(+/-3,945)",44040,"(+/-2,821)",36593,"(+/-2,835)",40340,"(+/-3,729)",39416,"(+/-2,908)"
People,"Sex and Age","65 to 74 years",82382,"(+/-1,838)",82842,"(+/-2,221)",58467,"(+/-2,795)",87027,"(+/-2,397)",73442,"(+/-3,134)",54827,"(+/-2,763)",58762,"(+/-2,210)",61603,"(+/-3,261)",55773,"(+/-2,888)",51001,"(+/-1,500)",66265,"(+/-2,518)",58274,"(+/-1,634)",59971,"(+/-2,467)",63537,"(+/-2,125)",55486,"(+/-2,704)",42828,"(+/-2,114)",49804,"(+/-3,518)",57209,"(+/-3,254)",54606,"(+/-2,817)",54489,"(+/-1,238)",35634,"(+/-2,185)",52909,"(+/-2,060)",52066,"(+/-2,186)",65953,"(+/-1,038)",48007,"(+/-3,778)",59518,"(+/-1,508)",68277,"(+/-3,846)",54689,"(+/-3,419)",41451,"(+/-2,719)",60998,"(+/-3,123)",44080,"(+/-3,100)",57336,"(+/-3,822)",66018,"(+/-3,414)",44413,"(+/-2,889)",36796,"(+/-2,926)",81675,"(+/-3,396)",47260,"(+/-3,302)",54155,"(+/-4,088)",58855,"(+/-3,585)",34185,"(+/-2,948)",43130,"(+/-2,890)",50839,"(+/-3,274)",49153,"(+/-3,398)",41501,"(+/-3,192)",63064,"(+/-3,633)",38183,"(+/-2,508)",54407,"(+/-3,822)",68823,"(+/-3,505)",62659,"(+/-4,239)",61672,"(+/-4,350)",45623,"(+/-2,492)",58385,"(+/-3,865)",51590,"(+/-3,583)"
People,"Sex and Age","75 to 84 years",39696,"(+/-1,920)",37479,"(+/-2,248)",27692,"(+/-1,671)",42874,"(+/-2,188)",34160,"(+/-2,588)",24895,"(+/-1,958)",31393,"(+/-2,128)",28044,"(+/-2,438)",25544,"(+/-2,062)",25312,"(+/-1,879)",31083,"(+/-2,269)",32661,"(+/-2,128)",26138,"(+/-2,339)",34147,"(+/-2,007)",27331,"(+/-2,903)",19136,"(+/-1,782)",28973,"(+/-2,163)",32067,"(+/-2,420)",25046,"(+/-1,786)",24281,"(+/-1,462)",19323,"(+/-1,877)",25773,"(+/-1,886)",24159,"(+/-1,583)",33458,"(+/-1,808)",23536,"(+/-1,874)",32032,"(+/-1,766)",37368,"(+/-3,617)",31891,"(+/-3,182)",22557,"(+/-2,253)",32668,"(+/-2,848)",22025,"(+/-2,174)",30291,"(+/-2,570)",37041,"(+/-3,001)",23855,"(+/-2,245)",15733,"(+/-1,734)",49624,"(+/-2,647)",26979,"(+/-2,474)",28058,"(+/-2,245)",31142,"(+/-2,531)",17040,"(+/-1,700)",20138,"(+/-2,132)",28565,"(+/-2,618)",24626,"(+/-2,756)",20856,"(+/-2,254)",31544,"(+/-2,799)",19723,"(+/-2,226)",27599,"(+/-2,341)",36510,"(+/-2,182)",32497,"(+/-3,328)",29823,"(+/-2,434)",25549,"(+/-2,395)",28098,"(+/-2,496)",30094,"(+/-2,663)"
People,"Sex and Age","85 years and over",19619,"(+/-1,839)",15618,"(+/-1,815)",11518,"(+/-1,375)",16409,"(+/-2,002)",15203,"(+/-1,361)",11899,"(+/-1,490)",14937,"(+/-1,906)",9753,"(+/-1,368)",12616,"(+/-1,443)",12376,"(+/-1,584)",17929,"(+/-2,046)",18251,"(+/-1,914)",14261,"(+/-1,654)",14613,"(+/-1,553)",11000,"(+/-1,551)",9321,"(+/-1,301)",13182,"(+/-1,659)",16688,"(+/-1,999)",11459,"(+/-1,575)",14461,"(+/-1,418)",6397,"(+/-1,071)",13724,"(+/-1,521)",9474,"(+/-1,333)",17164,"(+/-1,743)",9517,"(+/-1,822)",12955,"(+/-1,768)",17880,"(+/-2,180)",15536,"(+/-2,147)",8069,"(+/-1,316)",16102,"(+/-2,005)",8665,"(+/-1,345)",12817,"(+/-1,625)",17136,"(+/-2,308)",10782,"(+/-1,696)",7564,"(+/-1,352)",19721,"(+/-2,102)",13317,"(+/-2,101)",14909,"(+/-1,724)",14479,"(+/-1,676)",6647,"(+/-1,255)",7390,"(+/-1,437)",8790,"(+/-1,376)",11221,"(+/-1,407)",9397,"(+/-1,740)",15754,"(+/-1,966)",9781,"(+/-1,639)",11070,"(+/-1,462)",14882,"(+/-1,681)",15275,"(+/-2,082)",13090,"(+/-1,880)",11841,"(+/-1,737)",15361,"(+/-2,285)",11712,"(+/-1,729)"
People,"Sex and Age","Median age (years)",42.4,(+/-0.5),43.5,(+/-0.5),34.7,(+/-0.4),44.9,(+/-0.4),39.8,(+/-0.7),33.9,(+/-0.5),38.5,(+/-0.8),34.1,(+/-0.8),34.4,(+/-0.5),34.7,(+/-0.4),39.8,(+/-0.6),38.3,(+/-0.3),36.8,(+/-0.6),39.5,(+/-0.4),37.9,(+/-0.6),30,(+/-0.4),36.8,(+/-0.6),39.6,(+/-0.5),36.8,(+/-0.6),34.4,(+/-0.3),29.6,(+/-0.5),32.8,(+/-0.5),33.3,(+/-0.8),35.8,(+/-0.2),36,(+/-0.8),37.3,(+/-0.5),41.4,(+/-0.8),39.5,(+/-0.7),33.8,(+/-0.6),38.6,(+/-0.7),32.3,(+/-0.7),36.6,(+/-0.9),40.8,(+/-0.8),34.2,(+/-0.6),31.6,(+/-0.7),39.6,(+/-1.0),35.2,(+/-0.7),36.9,(+/-0.9),39.2,(+/-0.8),30.8,(+/-0.6),30.9,(+/-0.5),35.8,(+/-0.7),34.7,(+/-0.6),32.3,(+/-0.8),39.5,(+/-0.7),31.7,(+/-0.5),37.1,(+/-0.8),42,(+/-1.0),37.8,(+/-1.1),36.9,(+/-0.9),32.5,(+/-0.6),36.3,(+/-0.7),35,(+/-0.6)
People,"Sex and Age","18 years and over",566345,"(+/-3,751)",576985,"(+/-4,190)",553904,"(+/-4,832)",575973,"(+/-4,906)",580827,"(+/-7,084)",563689,"(+/-8,148)",568870,"(+/-7,597)",522163,"(+/-9,226)",543043,"(+/-7,193)",540066,"(+/-4,319)",584633,"(+/-7,069)",651421,"(+/-6,442)",612938,"(+/-5,689)",606543,"(+/-7,425)",582588,"(+/-8,126)",511725,"(+/-8,060)",599445,"(+/-9,030)",571036,"(+/-10,018)",585596,"(+/-9,590)",553523,"(+/-4,123)",492720,"(+/-9,854)",540482,"(+/-9,136)",530386,"(+/-8,542)",584552,"(+/-1,741)",534604,"(+/-8,762)",550702,"(+/-2,923)",586336,"(+/-10,684)",602829,"(+/-12,544)",545917,"(+/-14,248)",618960,"(+/-13,060)",542381,"(+/-9,376)",567115,"(+/-9,488)",580665,"(+/-10,917)",577224,"(+/-13,434)",539052,"(+/-9,016)",570370,"(+/-9,373)",581708,"(+/-13,025)",559484,"(+/-8,965)",570745,"(+/-10,524)",514583,"(+/-11,634)",547679,"(+/-7,056)",564295,"(+/-10,424)",560875,"(+/-14,271)",519457,"(+/-11,118)",608497,"(+/-7,649)",542649,"(+/-8,892)",557914,"(+/-8,531)",582535,"(+/-7,297)",570366,"(+/-10,699)",571827,"(+/-9,036)",535930,"(+/-10,948)",607725,"(+/-11,378)",616523,"(+/-13,661)"
People,"Sex and Age","65 years and over",141697,"(+/-2,045)",135939,"(+/-2,777)",97677,"(+/-3,104)",146310,"(+/-2,688)",122805,"(+/-3,955)",91621,"(+/-3,435)",105092,"(+/-3,191)",99400,"(+/-4,218)",93933,"(+/-3,942)",88689,"(+/-2,260)",115277,"(+/-3,415)",109186,"(+/-2,325)",100370,"(+/-3,691)",112297,"(+/-2,829)",93817,"(+/-4,445)",71285,"(+/-2,775)",91959,"(+/-4,180)",105964,"(+/-4,893)",91111,"(+/-3,498)",93231,"(+/-1,601)",61354,"(+/-2,878)",92406,"(+/-3,019)",85699,"(+/-2,579)",116575,"(+/-1,030)",81060,"(+/-5,062)",104505,"(+/-1,932)",123525,"(+/-5,803)",102116,"(+/-5,232)",72077,"(+/-3,868)",109768,"(+/-4,760)",74770,"(+/-4,149)",100444,"(+/-4,715)",120195,"(+/-5,996)",79050,"(+/-3,721)",60093,"(+/-3,887)",151020,"(+/-4,729)",87556,"(+/-4,670)",97122,"(+/-4,795)",104476,"(+/-4,201)",57872,"(+/-3,693)",70658,"(+/-3,584)",88194,"(+/-4,301)",85000,"(+/-5,415)",71754,"(+/-4,753)",110362,"(+/-4,826)",67687,"(+/-3,808)",93076,"(+/-4,804)",120215,"(+/-4,728)",110431,"(+/-5,392)",104585,"(+/-5,302)",83013,"(+/-3,204)",101844,"(+/-4,808)",93396,"(+/-5,198)"
People,Race,"Total population",710344,"(+/-4,748)",720346,"(+/-5,233)",731775,"(+/-5,429)",722313,"(+/-6,568)",733412,"(+/-9,071)",750843,"(+/-9,303)",739069,"(+/-8,923)",716399,"(+/-8,325)",746779,"(+/-7,406)",739784,"(+/-4,352)",752786,"(+/-8,266)",749688,"(+/-7,820)",755776,"(+/-3,696)",757062,"(+/-8,892)",771800,"(+/-7,580)",740625,"(+/-11,694)",760444,"(+/-10,793)",738774,"(+/-12,163)",765143,"(+/-10,941)",733752,"(+/-4,879)",716371,"(+/-14,053)",741313,"(+/-13,139)",738690,"(+/-13,204)",736757,"(+/-2,061)",720316,"(+/-11,543)",725084,"(+/-3,314)",733239,"(+/-10,386)",714897,"(+/-13,079)",720532,"(+/-19,280)",771108,"(+/-16,509)",738482,"(+/-10,287)",732927,"(+/-11,676)",718273,"(+/-14,275)",735150,"(+/-20,179)",739819,"(+/-9,168)",750645,"(+/-10,362)",722781,"(+/-16,719)",725433,"(+/-10,017)",731324,"(+/-11,092)",721037,"(+/-15,662)",745630,"(+/-6,134)",772860,"(+/-11,306)",744444,"(+/-18,177)",712204,"(+/-15,593)",771550,"(+/-7,076)",738410,"(+/-10,894)",718339,"(+/-11,974)",724082,"(+/-7,131)",735828,"(+/-10,954)",753486,"(+/-10,836)",724812,"(+/-15,586)",755498,"(+/-12,685)",776583,"(+/-17,981)"
People,Race,"One race",678386,"(+/-5,452)",683559,"(+/-6,359)",686393,"(+/-7,617)",688115,"(+/-6,504)",687984,"(+/-9,261)",699147,"(+/-10,250)",689527,"(+/-10,162)",684279,"(+/-10,293)",673015,"(+/-9,826)",700416,"(+/-5,195)",711344,"(+/-9,149)",715583,"(+/-8,354)",706241,"(+/-6,116)",719559,"(+/-10,140)",725394,"(+/-10,109)",711919,"(+/-11,932)",731238,"(+/-11,182)",701631,"(+/-12,370)",726811,"(+/-11,479)",699776,"(+/-6,300)",699860,"(+/-14,472)",715707,"(+/-13,643)",709244,"(+/-13,613)",710501,"(+/-4,254)",682546,"(+/-11,038)",697168,"(+/-5,263)",708044,"(+/-10,774)",687058,"(+/-13,010)",704915,"(+/-18,841)",739172,"(+/-16,155)",705896,"(+/-10,765)",709787,"(+/-12,072)",679489,"(+/-14,635)",714250,"(+/-20,448)",702468,"(+/-11,196)",727907,"(+/-10,715)",694130,"(+/-16,541)",702353,"(+/-10,518)",705426,"(+/-11,703)",710027,"(+/-15,581)",716078,"(+/-7,840)",731496,"(+/-12,279)",715068,"(+/-17,830)",691161,"(+/-15,187)",734802,"(+/-8,154)",725306,"(+/-11,196)",688561,"(+/-11,990)",693309,"(+/-7,209)",707270,"(+/-11,370)",716252,"(+/-11,061)",700436,"(+/-15,212)",713324,"(+/-13,422)",731719,"(+/-18,124)"
People,Race,White,612664,"(+/-7,401)",573424,"(+/-8,266)",481053,"(+/-8,050)",614717,"(+/-7,855)",471405,"(+/-12,138)",405317,"(+/-14,852)",476982,"(+/-10,586)",559209,"(+/-11,469)",417932,"(+/-12,123)",542001,"(+/-8,998)",442808,"(+/-9,986)",372531,"(+/-6,412)",330572,"(+/-10,611)",339046,"(+/-9,008)",353731,"(+/-10,654)",446767,"(+/-13,820)",235635,"(+/-8,927)",471316,"(+/-10,179)",331665,"(+/-13,900)",516247,"(+/-10,391)",525154,"(+/-15,807)",545036,"(+/-13,025)",560410,"(+/-12,950)",597579,"(+/-6,597)",471893,"(+/-13,670)",584983,"(+/-7,352)",281509,"(+/-11,010)",481697,"(+/-13,159)",403201,"(+/-16,033)",502195,"(+/-15,543)",454523,"(+/-13,798)",360923,"(+/-14,155)",515373,"(+/-14,224)",298677,"(+/-12,857)",334892,"(+/-12,764)",521032,"(+/-14,257)",299635,"(+/-13,172)",328116,"(+/-11,544)",392002,"(+/-13,860)",435825,"(+/-13,958)",394462,"(+/-15,193)",505655,"(+/-13,056)",239159,"(+/-13,177)",329929,"(+/-14,877)",476766,"(+/-10,851)",439954,"(+/-17,067)",395061,"(+/-11,924)",487071,"(+/-11,214)",592527,"(+/-15,124)",588334,"(+/-13,626)",463937,"(+/-14,723)",521966,"(+/-14,502)",499756,"(+/-16,140)"
People,Race,"Black or African American",10022,"(+/-1,240)",11406,"(+/-1,273)",46197,"(+/-3,895)",11853,"(+/-1,259)",42831,"(+/-3,941)",91066,"(+/-6,084)",56435,"(+/-5,327)",57427,"(+/-6,595)",66283,"(+/-5,680)",23843,"(+/-2,629)",64008,"(+/-5,297)",39718,"(+/-2,312)",131230,"(+/-6,837)",21961,"(+/-2,279)",46607,"(+/-5,538)",38331,"(+/-4,928)",19034,"(+/-3,586)",13265,"(+/-2,760)",22390,"(+/-2,680)",12566,"(+/-1,435)",27358,"(+/-3,921)",25338,"(+/-3,707)",52168,"(+/-5,699)",14973,"(+/-1,303)",59429,"(+/-6,986)",13160,"(+/-1,967)",35072,"(+/-4,729)",21766,"(+/-3,245)",28394,"(+/-4,756)",33276,"(+/-5,280)",80575,"(+/-7,590)",13948,"(+/-2,468)",26893,"(+/-5,553)",34643,"(+/-4,155)",45776,"(+/-5,697)",36124,"(+/-5,346)",171348,"(+/-8,673)",28174,"(+/-4,064)",12735,"(+/-2,728)",34772,"(+/-5,001)",69366,"(+/-6,378)",40577,"(+/-5,346)",168304,"(+/-9,662)",107704,"(+/-8,237)",17483,"(+/-4,012)",14315,"(+/-3,322)",50888,"(+/-5,450)",9316,"(+/-2,407)",18940,"(+/-4,001)",18985,"(+/-3,723)",44446,"(+/-5,047)",22208,"(+/-3,868)",72302,"(+/-6,552)"
People,Race,"American Indian and Alaska Native",15985,"(+/-2,811)",15647,"(+/-2,283)",6808,"(+/-1,365)",5433,"(+/-1,373)",5648,"(+/-2,067)",5265,"(+/-1,698)",3350,"(+/-1,006)",9391,"(+/-2,350)",4309,"(+/-1,533)",4742,"(+/-1,363)",3603,"(+/-1,615)",2704,"(+/-1,419)",5401,"(+/-1,494)",2349,"(+/-1,003)",5056,"(+/-2,343)",7475,"(+/-1,670)",2500,(+/-874),1825,"(+/-1,041)",4438,"(+/-1,491)",5879,"(+/-2,255)",8395,"(+/-2,539)",4992,"(+/-1,600)",5523,"(+/-1,608)",5511,"(+/-1,389)",3850,"(+/-1,507)",7595,"(+/-2,998)",2055,(+/-848),2021,"(+/-1,168)",3583,"(+/-1,572)",2484,"(+/-1,060)",3915,"(+/-1,428)",4202,"(+/-1,711)",2739,"(+/-1,276)",11250,"(+/-3,393)",5362,"(+/-1,628)",9177,"(+/-3,061)",5216,"(+/-2,648)",5614,"(+/-1,804)",2925,"(+/-1,149)",3574,"(+/-1,734)",4784,"(+/-1,817)",3948,"(+/-1,250)",3289,"(+/-1,804)",11521,"(+/-3,482)",738,(+/-376),3907,"(+/-1,803)",10921,"(+/-3,132)",4480,"(+/-1,794)",3373,"(+/-1,125)",7597,"(+/-1,848)",4824,"(+/-1,356)",2562,"(+/-1,994)",3042,"(+/-1,072)"
People,Race,Asian,21233,"(+/-1,863)",29271,"(+/-2,377)",80476,"(+/-4,344)",34703,"(+/-2,043)",86669,"(+/-5,937)",115260,"(+/-7,682)",119759,"(+/-7,382)",21009,"(+/-3,649)",106748,"(+/-5,975)",51717,"(+/-4,408)",104430,"(+/-7,002)",243713,"(+/-6,969)",153406,"(+/-7,689)",256559,"(+/-8,388)",260823,"(+/-9,970)",72400,"(+/-5,758)",402466,"(+/-11,170)",168606,"(+/-8,135)",207126,"(+/-9,410)",37766,"(+/-2,234)",22610,"(+/-3,716)",56057,"(+/-5,263)",39169,"(+/-3,801)",35289,"(+/-1,830)",65485,"(+/-5,929)",51575,"(+/-3,314)",279772,"(+/-10,501)",96803,"(+/-7,719)",55351,"(+/-6,140)",102064,"(+/-7,471)",60055,"(+/-5,651)",124006,"(+/-8,323)",102178,"(+/-8,169)",144019,"(+/-8,404)",52484,"(+/-5,937)",23831,"(+/-3,823)",70936,"(+/-5,153)",111809,"(+/-7,830)",226345,"(+/-10,962)",18011,"(+/-3,280)",38244,"(+/-4,961)",78811,"(+/-6,847)",94330,"(+/-7,583)",47455,"(+/-6,110)",189250,"(+/-9,596)",89598,"(+/-7,166)",158377,"(+/-10,109)",132088,"(+/-8,256)",51249,"(+/-6,054)",47545,"(+/-6,780)",65149,"(+/-6,896)",145039,"(+/-7,612)",99812,"(+/-8,445)"
People,Race,"Native Hawaiian and Other Pacific Islander",1027,(+/-578),1450,"(+/-1,160)",2765,(+/-916),1449,(+/-611),3350,"(+/-1,212)",9187,"(+/-2,429)",7593,"(+/-2,352)",2249,"(+/-1,667)",4204,"(+/-2,914)",5432,"(+/-1,310)",3207,"(+/-2,167)",3400,(+/-855),3488,"(+/-1,401)",10508,(+/-989),8888,"(+/-1,869)",1675,"(+/-1,154)",7927,"(+/-4,299)",1119,(+/-574),2978,"(+/-1,613)",2352,(+/-425),1716,"(+/-1,318)",1087,(+/-523),1973,(+/-855),1614,"(+/-1,098)",865,(+/-875),1563,(+/-843),1608,"(+/-1,039)",973,(+/-556),532,(+/-374),968,(+/-576),3927,"(+/-2,266)",1454,(+/-886),3229,"(+/-2,377)",745,(+/-498),1042,(+/-802),1372,(+/-832),1311,(+/-972),1890,"(+/-1,160)",788,(+/-512),759,(+/-692),3038,"(+/-1,243)",1977,(+/-833),3757,"(+/-2,553)",6930,"(+/-2,398)",1009,(+/-680),2314,"(+/-1,304)",7053,"(+/-2,771)",2970,"(+/-1,624)",2457,"(+/-1,339)",2864,"(+/-1,431)",1672,"(+/-1,278)",3376,"(+/-1,906)",4473,"(+/-1,882)"
People,Race,"Some other race",17455,"(+/-3,288)",52361,"(+/-6,960)",69094,"(+/-8,471)",19960,"(+/-4,069)",78081,"(+/-8,537)",73052,"(+/-8,238)",25408,"(+/-3,910)",34994,"(+/-5,539)",73539,"(+/-9,099)",72681,"(+/-7,135)",93288,"(+/-8,370)",53517,"(+/-5,848)",82144,"(+/-8,498)",89136,"(+/-8,050)",50289,"(+/-7,492)",145271,"(+/-9,629)",63676,"(+/-10,226)",45500,"(+/-7,345)",158214,"(+/-12,615)",124966,"(+/-9,310)",114627,"(+/-11,076)",83197,"(+/-8,787)",50001,"(+/-8,494)",55535,"(+/-6,235)",81024,"(+/-9,053)",38292,"(+/-6,012)",108028,"(+/-10,171)",83798,"(+/-9,339)",213854,"(+/-14,917)",98185,"(+/-10,789)",102901,"(+/-8,739)",205254,"(+/-14,380)",29077,"(+/-5,441)",224916,"(+/-13,593)",262912,"(+/-13,388)",136371,"(+/-8,836)",145684,"(+/-13,353)",226750,"(+/-13,126)",70631,"(+/-8,736)",217086,"(+/-12,948)",206184,"(+/-14,851)",100528,"(+/-11,540)",206229,"(+/-16,134)",187622,"(+/-12,721)",49556,"(+/-7,135)",175218,"(+/-13,363)",66261,"(+/-7,883)",57384,"(+/-9,302)",38724,"(+/-8,218)",50927,"(+/-6,822)",120408,"(+/-10,196)",18173,"(+/-5,030)",52334,"(+/-8,423)"
People,Race,"Two or more races",31958,"(+/-3,098)",36787,"(+/-4,031)",45382,"(+/-4,936)",34198,"(+/-3,701)",45428,"(+/-4,997)",51696,"(+/-5,465)",49542,"(+/-6,273)",32120,"(+/-5,361)",73764,"(+/-7,769)",39368,"(+/-4,524)",41442,"(+/-4,595)",34105,"(+/-3,856)",49535,"(+/-4,710)",37503,"(+/-3,417)",46406,"(+/-5,800)",28706,"(+/-3,693)",29206,"(+/-3,795)",37143,"(+/-4,179)",38332,"(+/-4,756)",33976,"(+/-3,775)",16511,"(+/-3,319)",25606,"(+/-3,607)",29446,"(+/-4,350)",26256,"(+/-3,565)",37770,"(+/-4,903)",27916,"(+/-3,940)",25195,"(+/-4,483)",27839,"(+/-3,593)",15617,"(+/-2,925)",31936,"(+/-3,833)",32586,"(+/-4,125)",23140,"(+/-2,930)",38784,"(+/-4,319)",20900,"(+/-3,115)",37351,"(+/-5,040)",22738,"(+/-3,679)",28651,"(+/-2,954)",23080,"(+/-3,392)",25898,"(+/-3,871)",11010,"(+/-2,326)",29552,"(+/-4,660)",41364,"(+/-5,368)",29376,"(+/-3,813)",21043,"(+/-3,543)",36748,"(+/-4,827)",13104,"(+/-2,485)",29778,"(+/-3,105)",30773,"(+/-3,589)",28558,"(+/-3,951)",37234,"(+/-5,015)",24376,"(+/-3,264)",42174,"(+/-4,774)",44864,"(+/-5,456)"
