Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE","District 09 Value","District 09 MOE","District 10 Value","District 10 MOE","District 11 Value","District 11 MOE","District 12 Value","District 12 MOE","District 13 Value","District 13 MOE","District 14 Value","District 14 MOE","District 15 Value","District 15 MOE","District 16 Value","District 16 MOE","District 17 Value","District 17 MOE","District 18 Value","District 18 MOE","District 19 Value","District 19 MOE","District 20 Value","District 20 MOE","District 21 Value","District 21 MOE","District 22 Value","District 22 MOE","District 23 Value","District 23 MOE","District 24 Value","District 24 MOE","District 25 Value","District 25 MOE","District 26 Value","District 26 MOE","District 27 Value","District 27 MOE"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",3255,(+/-954),7065,"(+/-1,571)",5805,"(+/-1,984)",1745,(+/-797),3500,"(+/-1,174)",2650,"(+/-1,159)",580,(+/-400),3310,"(+/-1,413)",3335,"(+/-1,227)",2105,(+/-970),3270,"(+/-1,169)",1730,(+/-682),1680,(+/-814),670,(+/-341),6155,"(+/-1,859)",5455,"(+/-1,615)",11650,"(+/-2,043)",3645,"(+/-1,334)",2500,(+/-862),2945,(+/-903),3535,"(+/-1,269)",580,(+/-442),2565,"(+/-2,821)",1245,(+/-838),11505,"(+/-3,115)",7355,"(+/-1,807)",2085,"(+/-1,047)"
Workers,Industry,Construction,22935,"(+/-3,121)",19685,"(+/-2,693)",17130,"(+/-2,235)",18370,"(+/-3,026)",16700,"(+/-2,409)",22170,"(+/-2,124)",19435,"(+/-3,282)",21050,"(+/-3,147)",22220,"(+/-3,309)",26390,"(+/-3,778)",16370,"(+/-2,256)",21535,"(+/-2,516)",20680,"(+/-2,670)",26960,"(+/-3,406)",24105,"(+/-3,325)",27445,"(+/-3,489)",21430,"(+/-2,511)",28715,"(+/-4,100)",33445,"(+/-2,828)",26350,"(+/-3,874)",25420,"(+/-3,257)",25195,"(+/-3,674)",20000,"(+/-2,828)",23150,"(+/-2,747)",34690,"(+/-3,420)",28935,"(+/-3,134)",30915,"(+/-3,849)"
Workers,Industry,Manufacturing,14070,"(+/-2,157)",14050,"(+/-2,202)",15905,"(+/-2,576)",27480,"(+/-3,646)",15785,"(+/-2,587)",19785,"(+/-2,545)",18445,"(+/-2,570)",25555,"(+/-2,362)",16440,"(+/-2,373)",17225,"(+/-2,786)",14030,"(+/-2,187)",17430,"(+/-1,916)",24170,"(+/-2,198)",15835,"(+/-1,835)",16200,"(+/-1,823)",21130,"(+/-2,891)",15290,"(+/-2,846)",13895,"(+/-2,223)",12775,"(+/-2,600)",14530,"(+/-2,292)",12815,"(+/-1,793)",17940,"(+/-2,172)",17130,"(+/-2,849)",14385,"(+/-2,451)",24165,"(+/-2,805)",13070,"(+/-2,138)",12005,"(+/-1,939)"
Workers,Industry,"Wholesale trade",6195,"(+/-1,421)",4245,"(+/-1,329)",7050,"(+/-1,691)",10340,"(+/-1,804)",7630,"(+/-1,669)",6530,"(+/-1,539)",9630,"(+/-1,861)",6490,"(+/-1,510)",9185,"(+/-2,055)",11910,"(+/-2,153)",5915,"(+/-1,575)",9120,"(+/-1,440)",7700,"(+/-1,348)",10675,"(+/-2,026)",10530,"(+/-1,550)",8760,"(+/-1,541)",6145,"(+/-1,786)",7685,"(+/-1,490)",6390,"(+/-1,293)",11285,"(+/-2,317)",10065,"(+/-1,710)",12330,"(+/-2,152)",15005,"(+/-2,601)",8600,"(+/-1,525)",16590,"(+/-2,455)",11415,"(+/-1,844)",14390,"(+/-2,213)"
Workers,Industry,"Retail trade",46705,"(+/-3,377)",35295,"(+/-3,258)",33995,"(+/-3,489)",43385,"(+/-4,445)",45135,"(+/-3,574)",40200,"(+/-4,266)",42730,"(+/-4,399)",40800,"(+/-3,699)",47790,"(+/-4,307)",50040,"(+/-4,541)",35775,"(+/-3,475)",43930,"(+/-3,771)",45915,"(+/-3,934)",40440,"(+/-3,217)",44920,"(+/-3,519)",41770,"(+/-3,350)",41810,"(+/-3,805)",39325,"(+/-4,406)",47575,"(+/-5,171)",52495,"(+/-5,650)",44865,"(+/-4,075)",49650,"(+/-3,841)",50735,"(+/-4,770)",42210,"(+/-4,052)",43615,"(+/-3,847)",48550,"(+/-4,650)",36450,"(+/-4,105)"
Workers,Industry,"Transportation and warehousing, and utilities",15210,"(+/-2,540)",11790,"(+/-1,595)",15425,"(+/-2,342)",19685,"(+/-2,926)",19910,"(+/-2,654)",14200,"(+/-2,026)",16705,"(+/-2,286)",12205,"(+/-2,219)",21395,"(+/-3,282)",17350,"(+/-3,402)",11535,"(+/-1,970)",15140,"(+/-2,352)",11730,"(+/-1,546)",16125,"(+/-2,669)",16805,"(+/-2,753)",12580,"(+/-2,090)",15295,"(+/-2,683)",12950,"(+/-1,929)",11135,"(+/-1,828)",21830,"(+/-3,211)",12140,"(+/-1,999)",15690,"(+/-2,272)",22140,"(+/-2,811)",27920,"(+/-3,160)",27610,"(+/-2,917)",26015,"(+/-3,169)",21840,"(+/-2,921)"
Workers,Industry,Information,4100,"(+/-1,090)",4895,"(+/-1,290)",5620,"(+/-1,557)",6735,"(+/-1,590)",4285,(+/-956),5640,"(+/-1,535)",9705,"(+/-1,710)",5020,"(+/-1,463)",4415,"(+/-1,472)",10130,"(+/-2,080)",3080,(+/-926),7130,"(+/-1,689)",6835,"(+/-1,184)",10160,"(+/-1,869)",4910,"(+/-1,300)",4010,"(+/-1,023)",4280,"(+/-1,474)",5840,"(+/-1,388)",5805,"(+/-1,442)",9665,"(+/-1,936)",6575,"(+/-1,201)",8440,"(+/-1,638)",8415,"(+/-1,501)",6315,"(+/-1,460)",5085,"(+/-1,383)",5790,"(+/-1,322)",10660,"(+/-1,779)"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",25325,"(+/-2,629)",15905,"(+/-2,206)",17055,"(+/-2,358)",47355,"(+/-3,778)",24045,"(+/-2,807)",21875,"(+/-2,980)",37065,"(+/-3,269)",15830,"(+/-2,177)",18370,"(+/-2,539)",28395,"(+/-3,920)",18075,"(+/-2,948)",28880,"(+/-2,827)",31495,"(+/-2,516)",36950,"(+/-3,355)",31605,"(+/-3,331)",26560,"(+/-2,626)",17475,"(+/-2,574)",23740,"(+/-3,059)",26205,"(+/-2,960)",20655,"(+/-2,714)",28415,"(+/-2,997)",34250,"(+/-3,410)",32280,"(+/-3,168)",18910,"(+/-2,386)",19720,"(+/-2,939)",26535,"(+/-3,101)",36675,"(+/-3,157)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",39715,"(+/-3,553)",29685,"(+/-2,974)",32645,"(+/-3,579)",45585,"(+/-3,926)",33115,"(+/-2,609)",32685,"(+/-2,849)",57045,"(+/-4,217)",40415,"(+/-3,589)",45165,"(+/-5,000)",53120,"(+/-4,166)",24420,"(+/-3,088)",42605,"(+/-3,122)",49305,"(+/-3,674)",57850,"(+/-3,653)",39480,"(+/-3,537)",42700,"(+/-3,736)",28815,"(+/-3,080)",51265,"(+/-5,170)",39325,"(+/-3,343)",44310,"(+/-4,473)",49285,"(+/-3,326)",57740,"(+/-4,026)",53960,"(+/-4,922)",41265,"(+/-4,134)",38010,"(+/-3,718)",39475,"(+/-3,838)",55190,"(+/-4,359)"
Workers,Industry,"Educational services, and health care and social assistance",60685,"(+/-3,852)",63675,"(+/-5,074)",90580,"(+/-4,985)",77335,"(+/-5,111)",73200,"(+/-5,090)",62810,"(+/-4,429)",81110,"(+/-5,359)",66905,"(+/-4,774)",70435,"(+/-7,618)",67330,"(+/-4,709)",50195,"(+/-4,444)",70690,"(+/-4,272)",70870,"(+/-4,468)",86285,"(+/-4,695)",68810,"(+/-4,825)",68385,"(+/-4,218)",52290,"(+/-3,816)",68045,"(+/-4,330)",57910,"(+/-3,924)",79760,"(+/-4,963)",71645,"(+/-4,813)",65645,"(+/-4,062)",78810,"(+/-5,557)",64765,"(+/-4,045)",53230,"(+/-4,444)",76890,"(+/-4,522)",74840,"(+/-5,173)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",41975,"(+/-3,642)",30995,"(+/-3,160)",27920,"(+/-3,317)",36535,"(+/-3,814)",38215,"(+/-4,027)",37745,"(+/-4,342)",48780,"(+/-4,732)",34355,"(+/-3,976)",69490,"(+/-5,967)",89610,"(+/-7,693)",30455,"(+/-3,361)",33690,"(+/-3,309)",35900,"(+/-3,632)",41185,"(+/-4,022)",38900,"(+/-3,393)",38100,"(+/-4,011)",25055,"(+/-2,481)",43635,"(+/-4,851)",42790,"(+/-5,185)",41390,"(+/-4,369)",39975,"(+/-3,639)",48825,"(+/-4,804)",37575,"(+/-4,182)",45860,"(+/-4,910)",34415,"(+/-3,944)",45060,"(+/-4,360)",50485,"(+/-5,806)"
Workers,Industry,"Other services, except public administration",20750,"(+/-2,901)",11280,"(+/-1,897)",15350,"(+/-2,304)",15795,"(+/-2,378)",16135,"(+/-2,318)",15875,"(+/-2,323)",15110,"(+/-2,325)",15470,"(+/-2,256)",15190,"(+/-2,514)",16470,"(+/-2,864)",11845,"(+/-2,235)",14155,"(+/-1,936)",20175,"(+/-2,102)",16930,"(+/-1,720)",13600,"(+/-1,822)",16005,"(+/-2,323)",14220,"(+/-2,523)",17905,"(+/-2,728)",15000,"(+/-2,626)",20255,"(+/-2,977)",17695,"(+/-2,267)",21155,"(+/-2,680)",21195,"(+/-2,743)",19490,"(+/-2,517)",25400,"(+/-3,293)",22070,"(+/-2,453)",24090,"(+/-2,654)"
Workers,Industry,"Public administration",24570,"(+/-2,903)",28200,"(+/-2,809)",15725,"(+/-2,598)",16190,"(+/-2,606)",23995,"(+/-2,685)",12680,"(+/-1,924)",10570,"(+/-1,992)",14640,"(+/-2,178)",11590,"(+/-1,981)",11660,"(+/-2,401)",9690,"(+/-1,717)",10935,"(+/-1,434)",11645,"(+/-1,810)",11635,"(+/-1,612)",15580,"(+/-2,341)",13125,"(+/-2,083)",10760,"(+/-1,970)",13635,"(+/-2,214)",8625,"(+/-1,506)",13715,"(+/-2,295)",9575,"(+/-1,633)",12915,"(+/-2,051)",15775,"(+/-2,345)",13870,"(+/-2,175)",9485,"(+/-1,588)",15915,"(+/-2,329)",10340,"(+/-2,008)"
Workers,"Class of Worker","Civilian employed population 16 years and over",325495,"(+/-7,619)",276760,"(+/-8,478)",300210,"(+/-7,591)",366545,"(+/-8,380)",321655,"(+/-8,663)",294850,"(+/-6,895)",366905,"(+/-9,407)",302035,"(+/-7,071)",355015,"(+/-11,905)",401735,"(+/-11,851)",234655,"(+/-7,976)",316970,"(+/-8,039)",338100,"(+/-7,181)",371700,"(+/-8,092)",331610,"(+/-10,029)",326015,"(+/-7,864)",264510,"(+/-8,472)",330275,"(+/-8,203)",309475,"(+/-9,285)",359180,"(+/-9,806)",332010,"(+/-9,017)",370360,"(+/-8,714)",375600,"(+/-8,409)",327980,"(+/-9,744)",343520,"(+/-10,260)",367075,"(+/-9,184)",379980,"(+/-9,736)"
Workers,"Class of Worker","Private wage and salary workers",250520,"(+/-7,154)",196210,"(+/-7,020)",227660,"(+/-6,844)",308450,"(+/-8,594)",250090,"(+/-7,378)",245510,"(+/-6,594)",312525,"(+/-8,709)",250755,"(+/-6,665)",301620,"(+/-11,338)",354655,"(+/-11,754)",189755,"(+/-7,826)",259810,"(+/-7,179)",280510,"(+/-7,391)",314810,"(+/-7,552)",275540,"(+/-9,830)",270975,"(+/-7,123)",216810,"(+/-7,453)",274360,"(+/-8,339)",258020,"(+/-8,583)",297490,"(+/-9,727)",278240,"(+/-8,775)",307765,"(+/-8,508)",311850,"(+/-8,643)",265130,"(+/-9,349)",291615,"(+/-11,044)",298835,"(+/-9,362)",317635,"(+/-9,253)"
Workers,"Class of Worker","Government workers",50835,"(+/-3,258)",60485,"(+/-4,852)",56775,"(+/-3,835)",42635,"(+/-4,477)",59420,"(+/-4,628)",32505,"(+/-2,992)",36180,"(+/-3,476)",35750,"(+/-3,683)",35950,"(+/-4,495)",27935,"(+/-2,960)",27715,"(+/-2,420)",38520,"(+/-3,049)",35755,"(+/-3,020)",39735,"(+/-2,984)",41210,"(+/-3,898)",33670,"(+/-3,183)",29525,"(+/-2,971)",36345,"(+/-3,516)",28195,"(+/-2,956)",39310,"(+/-4,078)",32545,"(+/-2,965)",32015,"(+/-2,946)",41025,"(+/-3,934)",38815,"(+/-3,294)",24175,"(+/-2,677)",42190,"(+/-4,288)",31310,"(+/-3,748)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",23890,"(+/-2,491)",19450,"(+/-2,311)",15165,"(+/-2,442)",15290,"(+/-2,379)",11540,"(+/-1,991)",16470,"(+/-2,263)",17500,"(+/-2,354)",14965,"(+/-2,428)",16995,"(+/-2,757)",18170,"(+/-2,616)",16160,"(+/-3,225)",17560,"(+/-2,081)",20995,"(+/-2,905)",16765,"(+/-2,628)",14590,"(+/-2,343)",20755,"(+/-2,553)",17965,"(+/-2,542)",18950,"(+/-2,890)",22700,"(+/-3,041)",22150,"(+/-3,421)",20905,"(+/-2,159)",30160,"(+/-3,111)",21905,"(+/-2,980)",23650,"(+/-3,320)",27210,"(+/-3,284)",25540,"(+/-3,606)",29960,"(+/-3,687)"
Workers,"Class of Worker","Unpaid family workers",255,(+/-218),615,(+/-397),610,(+/-458),170,(+/-172),605,(+/-435),360,(+/-246),695,(+/-355),570,(+/-324),445,(+/-317),975,(+/-633),1030,(+/-612),1080,(+/-529),845,(+/-518),390,(+/-237),270,(+/-181),615,(+/-473),215,(+/-237),620,(+/-532),560,(+/-452),235,(+/-238),320,(+/-354),420,(+/-291),815,(+/-427),385,(+/-328),520,(+/-378),510,(+/-304),1075,(+/-672)
Housing,"Housing Occupancy","Total housing units",357450,"(+/-1,523)",338910,"(+/-3,927)",309805,"(+/-3,388)",331145,"(+/-4,433)",318860,"(+/-4,673)",362125,"(+/-3,098)",314190,"(+/-4,395)",357130,"(+/-1,186)",343460,"(+/-5,071)",310155,"(+/-5,094)",380620,"(+/-4,005)",356630,"(+/-3,961)",387545,"(+/-3,942)",329160,"(+/-4,170)",303770,"(+/-6,061)",392655,"(+/-4,584)",379045,"(+/-4,072)",361935,"(+/-3,998)",459395,"(+/-3,653)",288955,"(+/-5,878)",363625,"(+/-5,148)",374015,"(+/-7,006)",352110,"(+/-6,099)",272625,"(+/-5,959)",268590,"(+/-5,608)",256850,"(+/-4,149)",339525,"(+/-5,433)"
Housing,"Housing Occupancy","Occupied housing units",284945,"(+/-5,342)",256275,"(+/-4,791)",259555,"(+/-4,980)",288115,"(+/-5,073)",266155,"(+/-4,968)",293185,"(+/-4,578)",274865,"(+/-5,110)",287065,"(+/-4,224)",268460,"(+/-6,163)",275275,"(+/-5,905)",304555,"(+/-6,347)",294260,"(+/-4,735)",302700,"(+/-5,146)",294770,"(+/-4,786)",262970,"(+/-6,197)",302780,"(+/-5,844)",285405,"(+/-5,680)",289335,"(+/-6,794)",303535,"(+/-5,616)",249355,"(+/-5,801)",290495,"(+/-4,568)",295795,"(+/-5,869)",269085,"(+/-5,389)",237590,"(+/-5,541)",230850,"(+/-5,032)",221415,"(+/-4,312)",274390,"(+/-5,741)"
Housing,"Housing Occupancy","Vacant housing units",72510,"(+/-4,804)",82635,"(+/-4,507)",50255,"(+/-3,820)",43030,"(+/-4,776)",52705,"(+/-4,094)",68940,"(+/-4,670)",39325,"(+/-3,986)",70065,"(+/-3,982)",74995,"(+/-4,828)",34880,"(+/-4,112)",76065,"(+/-6,427)",62370,"(+/-3,908)",84845,"(+/-5,017)",34390,"(+/-3,502)",40800,"(+/-4,420)",89870,"(+/-5,294)",93640,"(+/-5,357)",72605,"(+/-5,854)",155860,"(+/-5,760)",39600,"(+/-3,109)",73130,"(+/-5,149)",78220,"(+/-4,819)",83025,"(+/-5,915)",35035,"(+/-3,296)",37740,"(+/-3,707)",35430,"(+/-2,701)",65135,"(+/-4,035)"
Housing,"Housing Occupancy","Homeowner vacancy rate",2,(+/-0.5),3.6,(+/-1.0),3.4,(+/-0.8),2.1,(+/-0.8),3.2,(+/-0.9),2.2,(+/-0.6),3.9,(+/-0.9),2.4,(+/-0.6),2.9,(+/-0.9),2.8,(+/-0.8),3,(+/-0.7),3.1,(+/-0.7),2.8,(+/-0.7),2,(+/-0.7),2.4,(+/-0.7),2.8,(+/-0.8),3.1,(+/-0.7),1.9,(+/-0.6),2.9,(+/-0.6),2.8,(+/-1.1),1.8,(+/-0.6),2.4,(+/-0.6),2.3,(+/-0.9),2,(+/-0.7),1.2,(+/-0.6),2.6,(+/-0.8),2.4,(+/-0.9)
Housing,"Housing Occupancy","Rental vacancy rate",10.5,(+/-1.9),14.2,(+/-1.8),8.3,(+/-1.9),6.4,(+/-1.9),8.9,(+/-1.5),6.6,(+/-1.7),10.1,(+/-1.9),12.3,(+/-2.0),5.4,(+/-1.3),7.7,(+/-1.7),9.6,(+/-2.7),7.1,(+/-1.6),7.2,(+/-1.3),6.6,(+/-1.4),6.7,(+/-1.7),10.6,(+/-1.8),7.6,(+/-2.0),6.9,(+/-1.9),8,(+/-1.6),5.4,(+/-1.2),5.6,(+/-1.5),7,(+/-1.7),7.3,(+/-1.7),7.2,(+/-1.3),4.2,(+/-1.4),7.7,(+/-1.7),6.9,(+/-1.2)
Housing,"Housing Tenure","Occupied housing units",284945,"(+/-5,342)",256275,"(+/-4,791)",259555,"(+/-4,980)",288115,"(+/-5,073)",266155,"(+/-4,968)",293185,"(+/-4,578)",274865,"(+/-5,110)",287065,"(+/-4,224)",268460,"(+/-6,163)",275275,"(+/-5,905)",304555,"(+/-6,347)",294260,"(+/-4,735)",302700,"(+/-5,146)",294770,"(+/-4,786)",262970,"(+/-6,197)",302780,"(+/-5,844)",285405,"(+/-5,680)",289335,"(+/-6,794)",303535,"(+/-5,616)",249355,"(+/-5,801)",290495,"(+/-4,568)",295795,"(+/-5,869)",269085,"(+/-5,389)",237590,"(+/-5,541)",230850,"(+/-5,032)",221415,"(+/-4,312)",274390,"(+/-5,741)"
Housing,"Housing Tenure",Owner-occupied,182880,"(+/-3,980)",178360,"(+/-4,658)",163220,"(+/-4,766)",190520,"(+/-5,275)",142175,"(+/-4,571)",209235,"(+/-4,387)",158450,"(+/-4,198)",205250,"(+/-4,669)",167365,"(+/-5,649)",147520,"(+/-5,695)",248140,"(+/-6,023)",207225,"(+/-4,542)",189450,"(+/-4,353)",150240,"(+/-4,584)",167110,"(+/-5,150)",209825,"(+/-5,792)",216755,"(+/-5,151)",211545,"(+/-6,398)",212125,"(+/-4,897)",133265,"(+/-4,913)",204865,"(+/-4,649)",187420,"(+/-5,646)",173750,"(+/-5,297)",109525,"(+/-3,914)",132020,"(+/-5,252)",134150,"(+/-4,325)",127695,"(+/-4,630)"
Housing,"Housing Tenure",Renter-occupied,102065,"(+/-5,521)",77915,"(+/-4,046)",96335,"(+/-4,509)",97600,"(+/-5,744)",123975,"(+/-5,593)",83950,"(+/-3,947)",116415,"(+/-5,084)",81810,"(+/-4,340)",101095,"(+/-4,975)",127755,"(+/-5,584)",56415,"(+/-4,295)",87035,"(+/-3,999)",113250,"(+/-5,102)",144530,"(+/-4,082)",95865,"(+/-4,818)",92955,"(+/-4,538)",68650,"(+/-3,984)",77790,"(+/-4,485)",91410,"(+/-4,295)",116090,"(+/-4,581)",85625,"(+/-4,131)",108375,"(+/-5,049)",95335,"(+/-3,990)",128070,"(+/-4,595)",98830,"(+/-4,550)",87270,"(+/-3,717)",146695,"(+/-5,730)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.52,(+/-0.06),2.57,(+/-0.05),2.74,(+/-0.06),2.65,(+/-0.05),2.6,(+/-0.07),2.44,(+/-0.04),2.71,(+/-0.06),2.49,(+/-0.05),2.92,(+/-0.07),2.89,(+/-0.08),2.32,(+/-0.05),2.46,(+/-0.06),2.32,(+/-0.04),2.61,(+/-0.06),2.77,(+/-0.06),2.45,(+/-0.05),2.43,(+/-0.05),2.5,(+/-0.06),2.39,(+/-0.04),2.97,(+/-0.09),2.45,(+/-0.05),2.48,(+/-0.06),2.77,(+/-0.06),3.37,(+/-0.10),3.16,(+/-0.10),3.52,(+/-0.09),2.85,(+/-0.08)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.52,(+/-0.09),2.57,(+/-0.10),2.52,(+/-0.09),2.39,(+/-0.08),2.71,(+/-0.08),2.55,(+/-0.09),2.47,(+/-0.07),2.6,(+/-0.10),3.17,(+/-0.12),2.75,(+/-0.09),2.7,(+/-0.15),2.56,(+/-0.10),2.36,(+/-0.07),2.43,(+/-0.06),2.76,(+/-0.10),2.79,(+/-0.10),2.91,(+/-0.13),2.73,(+/-0.13),2.78,(+/-0.11),3.19,(+/-0.11),2.72,(+/-0.09),2.46,(+/-0.07),2.63,(+/-0.10),2.76,(+/-0.09),3.29,(+/-0.11),3.54,(+/-0.12),2.48,(+/-0.07)
Housing,"Year Householder Moved into Unit","Occupied housing units",284945,"(+/-5,342)",256275,"(+/-4,791)",259555,"(+/-4,980)",288115,"(+/-5,073)",266155,"(+/-4,968)",293185,"(+/-4,578)",274865,"(+/-5,110)",287065,"(+/-4,224)",268460,"(+/-6,163)",275275,"(+/-5,905)",304555,"(+/-6,347)",294260,"(+/-4,735)",302700,"(+/-5,146)",294770,"(+/-4,786)",262970,"(+/-6,197)",302780,"(+/-5,844)",285405,"(+/-5,680)",289335,"(+/-6,794)",303535,"(+/-5,616)",249355,"(+/-5,801)",290495,"(+/-4,568)",295795,"(+/-5,869)",269085,"(+/-5,389)",237590,"(+/-5,541)",230850,"(+/-5,032)",221415,"(+/-4,312)",274390,"(+/-5,741)"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",27010,"(+/-3,187)",20725,"(+/-2,523)",20125,"(+/-2,854)",25880,"(+/-3,240)",24430,"(+/-2,702)",20770,"(+/-2,392)",28055,"(+/-3,577)",22645,"(+/-2,808)",26295,"(+/-3,191)",27475,"(+/-2,883)",19815,"(+/-2,371)",22390,"(+/-2,405)",23895,"(+/-2,554)",35495,"(+/-3,010)",25980,"(+/-2,714)",24780,"(+/-3,048)",20510,"(+/-2,560)",21800,"(+/-2,807)",23815,"(+/-2,346)",23360,"(+/-2,772)",21925,"(+/-2,696)",26465,"(+/-2,888)",21495,"(+/-2,609)",17520,"(+/-2,380)",15295,"(+/-2,203)",13265,"(+/-1,916)",21150,"(+/-2,931)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",108625,"(+/-4,802)",85420,"(+/-4,109)",98270,"(+/-5,603)",116835,"(+/-6,228)",108345,"(+/-4,702)",112050,"(+/-5,231)",118755,"(+/-5,153)",104765,"(+/-4,613)",117650,"(+/-5,899)",125765,"(+/-6,057)",101875,"(+/-4,331)",112015,"(+/-4,209)",118540,"(+/-4,747)",129345,"(+/-4,563)",104570,"(+/-5,239)",124990,"(+/-5,033)",101485,"(+/-4,492)",111140,"(+/-5,861)",131145,"(+/-5,070)",108330,"(+/-4,762)",111790,"(+/-4,119)",119955,"(+/-5,128)",103510,"(+/-5,004)",102615,"(+/-4,775)",90740,"(+/-4,048)",87130,"(+/-3,927)",119205,"(+/-5,784)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",74545,"(+/-3,940)",75260,"(+/-3,883)",77620,"(+/-4,454)",80900,"(+/-4,076)",66610,"(+/-3,300)",91225,"(+/-4,360)",64000,"(+/-3,580)",87960,"(+/-4,189)",83330,"(+/-4,479)",69765,"(+/-4,603)",118175,"(+/-4,814)",93250,"(+/-3,749)",80045,"(+/-3,938)",69880,"(+/-4,010)",75365,"(+/-3,894)",90170,"(+/-4,370)",98400,"(+/-4,730)",89910,"(+/-4,663)",90820,"(+/-4,228)",65390,"(+/-4,150)",91765,"(+/-3,510)",76165,"(+/-4,076)",80065,"(+/-3,814)",59025,"(+/-3,709)",73105,"(+/-3,901)",67305,"(+/-4,019)",73180,"(+/-4,325)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",38930,"(+/-2,576)",39450,"(+/-2,438)",35355,"(+/-2,712)",38380,"(+/-3,247)",31250,"(+/-2,638)",42710,"(+/-3,157)",36200,"(+/-2,885)",41465,"(+/-3,035)",26250,"(+/-2,410)",31875,"(+/-2,540)",43010,"(+/-3,718)",41690,"(+/-2,652)",40825,"(+/-2,652)",32450,"(+/-2,356)",32195,"(+/-2,479)",37580,"(+/-2,767)",42110,"(+/-2,935)",44685,"(+/-3,473)",36565,"(+/-2,624)",30770,"(+/-2,920)",43405,"(+/-3,072)",46745,"(+/-2,905)",43580,"(+/-2,743)",27750,"(+/-2,656)",33205,"(+/-2,847)",32855,"(+/-2,398)",30460,"(+/-2,703)"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",17125,"(+/-1,813)",18750,"(+/-2,078)",16790,"(+/-1,939)",15430,"(+/-1,883)",16810,"(+/-1,690)",17770,"(+/-1,985)",15945,"(+/-1,716)",18995,"(+/-2,262)",7845,(+/-998),13000,"(+/-1,713)",15820,"(+/-2,114)",17730,"(+/-1,688)",23045,"(+/-1,977)",12915,"(+/-1,502)",13215,"(+/-1,649)",15400,"(+/-1,798)",14880,"(+/-1,674)",14800,"(+/-2,073)",14010,"(+/-1,697)",11780,"(+/-1,563)",15985,"(+/-1,768)",16775,"(+/-1,652)",14315,"(+/-1,758)",16875,"(+/-1,670)",11605,"(+/-1,463)",13830,"(+/-1,609)",15885,"(+/-1,930)"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",18710,"(+/-1,976)",16670,"(+/-1,764)",11390,"(+/-1,316)",10685,"(+/-1,409)",18710,"(+/-1,688)",8660,"(+/-1,222)",11910,"(+/-1,188)",11235,"(+/-1,253)",7090,"(+/-1,447)",7395,"(+/-1,313)",5860,"(+/-1,057)",7190,"(+/-1,222)",16350,"(+/-1,728)",14690,"(+/-1,517)",11645,"(+/-1,239)",9860,"(+/-1,544)",8020,"(+/-1,211)",7000,"(+/-1,472)",7180,"(+/-1,090)",9725,"(+/-1,387)",5615,(+/-803),9690,"(+/-1,372)",6120,"(+/-1,162)",13810,"(+/-1,536)",6895,"(+/-1,132)",7030,"(+/-1,211)",14510,"(+/-1,817)"
Housing,Value,"Owner-occupied units",182880,"(+/-3,980)",178360,"(+/-4,658)",163220,"(+/-4,766)",190520,"(+/-5,275)",142175,"(+/-4,571)",209235,"(+/-4,387)",158450,"(+/-4,198)",205250,"(+/-4,669)",167365,"(+/-5,649)",147520,"(+/-5,695)",248140,"(+/-6,023)",207225,"(+/-4,542)",189450,"(+/-4,353)",150240,"(+/-4,584)",167110,"(+/-5,150)",209825,"(+/-5,792)",216755,"(+/-5,151)",211545,"(+/-6,398)",212125,"(+/-4,897)",133265,"(+/-4,913)",204865,"(+/-4,649)",187420,"(+/-5,646)",173750,"(+/-5,297)",109525,"(+/-3,914)",132020,"(+/-5,252)",134150,"(+/-4,325)",127695,"(+/-4,630)"
Housing,Value,"Less than $50,000",15700,"(+/-1,970)",23775,"(+/-2,667)",16210,"(+/-1,881)",7410,"(+/-1,374)",19900,"(+/-1,946)",19195,"(+/-1,644)",7365,"(+/-1,355)",16185,"(+/-2,129)",18225,"(+/-1,926)",8180,"(+/-1,483)",30975,"(+/-2,619)",26745,"(+/-1,932)",20975,"(+/-1,979)",8380,"(+/-1,406)",19460,"(+/-1,783)",19250,"(+/-1,967)",25250,"(+/-1,995)",16595,"(+/-1,657)",12610,"(+/-1,644)",12250,"(+/-1,694)",13060,"(+/-1,727)",9355,"(+/-1,361)",8270,"(+/-1,303)",5610,"(+/-1,096)",7265,"(+/-1,084)",3385,(+/-786),1605,(+/-596)
