Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE","District 09 Value","District 09 MOE","District 10 Value","District 10 MOE","District 11 Value","District 11 MOE","District 12 Value","District 12 MOE","District 13 Value","District 13 MOE","District 14 Value","District 14 MOE"
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",18.1,(+/-3.7),13.9,(+/-4.3),14.8,(+/-3.7),18.9,(+/-4.1),36.5,(+/-6.5),17.7,(+/-4.4),16.5,(+/-5.7),11.1,(+/-4.6),17.9,(+/-4.9),10.5,(+/-3.9),10.2,(+/-4.9),15.3,(+/-4.6),42.4,(+/-6.0),31.9,(+/-5.4)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",4.5,(+/-0.6),3.7,(+/-0.6),4.7,(+/-0.9),5,(+/-0.7),6.5,(+/-1.0),4.1,(+/-0.7),3.8,(+/-0.7),3.2,(+/-0.7),5.7,(+/-1.1),4,(+/-0.6),2,(+/-0.5),6.4,(+/-1.1),13.4,(+/-2.1),8.7,(+/-1.5)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",6.5,(+/-1.4),4,(+/-1.0),7.3,(+/-1.7),8.5,(+/-1.6),12.3,(+/-2.2),6.4,(+/-1.6),7.4,(+/-1.7),3.8,(+/-1.1),8.8,(+/-2.2),5.3,(+/-1.2),2.2,(+/-0.8),10.6,(+/-2.0),23.4,(+/-3.9),14.6,(+/-2.8)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",4.1,(+/-2.4),2.5,(+/-1.9),5.5,(+/-2.6),8.4,(+/-2.7),14.9,(+/-7.1),5.4,(+/-3.0),4.1,(+/-3.5),2.3,(+/-1.8),9.5,(+/-4.5),2.2,(+/-1.7),4.1,(+/-2.8),8.1,(+/-3.2),18.8,(+/-10.3),8,(+/-5.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",31.3,(+/-3.1),34.1,(+/-4.2),31.8,(+/-3.7),35.3,(+/-3.7),35.8,(+/-3.9),32,(+/-3.9),30.7,(+/-4.2),27.4,(+/-5.3),26,(+/-3.5),24.9,(+/-3.5),20.7,(+/-4.9),26,(+/-3.9),43.1,(+/-2.9),38.6,(+/-3.0)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",43.1,(+/-4.7),45,(+/-5.6),43.1,(+/-5.0),46.2,(+/-5.1),48.9,(+/-4.7),41.8,(+/-4.8),41.8,(+/-5.5),32.6,(+/-6.6),39.8,(+/-5.1),35.4,(+/-5.9),27.5,(+/-7.1),38.4,(+/-5.9),58,(+/-3.5),49.3,(+/-4.0)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",50.4,(+/-11.3),44.5,(+/-14.3),46.4,(+/-12.9),45.1,(+/-13.4),64.3,(+/-9.9),41.6,(+/-12.4),52.1,(+/-12.3),37,(+/-19.0),37.9,(+/-12.9),38.2,(+/-12.9),30.3,(+/-20.3),32.8,(+/-16.3),58.9,(+/-8.1),58.9,(+/-9.9)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","All people",13.8,(+/-0.7),12.9,(+/-0.8),14.6,(+/-1.0),16.3,(+/-1.0),20.1,(+/-1.1),15.1,(+/-1.0),12.8,(+/-0.9),12.1,(+/-0.9),13.2,(+/-1.3),10.2,(+/-0.8),6.6,(+/-0.7),17.1,(+/-1.2),32.2,(+/-1.8),25.2,(+/-1.6)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",18.8,(+/-1.8),17,(+/-1.7),19.8,(+/-2.5),21.9,(+/-2.3),30.6,(+/-2.4),20.3,(+/-2.2),20.2,(+/-2.3),13.3,(+/-2.3),21.7,(+/-3.3),13.4,(+/-1.9),6.9,(+/-1.4),24.2,(+/-2.7),48.4,(+/-3.1),37.3,(+/-3.5)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",18.1,(+/-1.8),16.4,(+/-1.7),19.4,(+/-2.5),21.6,(+/-2.3),30.3,(+/-2.4),19.8,(+/-2.2),19.4,(+/-2.2),12.6,(+/-2.2),21.3,(+/-3.3),13.1,(+/-1.8),6.7,(+/-1.4),23.7,(+/-2.7),48.2,(+/-3.1),37,(+/-3.5)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",21.3,(+/-2.5),15.9,(+/-2.7),20.3,(+/-3.6),22.6,(+/-3.6),38.4,(+/-4.6),20.2,(+/-3.4),22.3,(+/-3.9),14.8,(+/-4.2),25.8,(+/-5.2),15.5,(+/-3.2),8.5,(+/-3.0),27.1,(+/-3.7),50.5,(+/-4.2),41.6,(+/-5.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",17,(+/-1.9),16.7,(+/-1.9),19.1,(+/-2.7),21.3,(+/-2.5),27.5,(+/-2.8),19.7,(+/-2.4),18.4,(+/-2.3),12,(+/-2.1),19.6,(+/-3.4),12.4,(+/-1.8),6,(+/-1.3),22.3,(+/-3.1),47.3,(+/-3.5),35.1,(+/-3.6)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",12.7,(+/-0.6),11.5,(+/-0.8),12.9,(+/-0.8),14.8,(+/-0.9),17.1,(+/-1.0),13.6,(+/-0.9),10.6,(+/-0.7),11.8,(+/-0.8),11,(+/-1.0),9.3,(+/-0.7),6.4,(+/-0.6),15.2,(+/-0.9),27.1,(+/-1.5),21.5,(+/-1.3)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",7.8,(+/-0.8),6.3,(+/-1.1),8.2,(+/-1.3),7.6,(+/-1.0),7.6,(+/-1.2),7.8,(+/-1.2),7,(+/-1.1),6.2,(+/-1.3),7,(+/-1.0),5.8,(+/-0.9),4.9,(+/-1.0),7.9,(+/-1.4),15.6,(+/-1.6),11.3,(+/-1.4)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","People in families",9.9,(+/-0.8),9.7,(+/-0.9),11.3,(+/-1.2),11.7,(+/-1.1),17,(+/-1.3),11.4,(+/-1.1),10,(+/-1.1),7.7,(+/-1.1),11.7,(+/-1.5),7.9,(+/-0.9),4.5,(+/-0.8),13.3,(+/-1.5),30.4,(+/-2.2),22.9,(+/-2.0)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",28,(+/-1.4),27.6,(+/-2.3),27.7,(+/-1.9),34.1,(+/-1.9),31.3,(+/-2.0),29.6,(+/-2.1),25.1,(+/-1.6),29.6,(+/-1.8),18.5,(+/-1.6),22.2,(+/-1.6),17.4,(+/-1.6),29.1,(+/-1.7),38.4,(+/-2.1),33.3,(+/-2.0)
Education,"School Enrollment","Population 3 years and over enrolled in school",143419,"(+/-3,162)",186221,"(+/-4,641)",189278,"(+/-4,481)",175846,"(+/-3,966)",161213,"(+/-3,473)",190864,"(+/-3,512)",163292,"(+/-3,832)",212285,"(+/-5,117)",156429,"(+/-5,779)",171326,"(+/-4,992)",181273,"(+/-5,071)",208824,"(+/-4,920)",179499,"(+/-6,438)",175972,"(+/-7,149)"
Education,"School Enrollment","Nursery school, preschool",6703,(+/-838),10392,"(+/-1,697)",12463,"(+/-1,609)",9075,"(+/-1,107)",9533,"(+/-1,281)",10572,"(+/-1,302)",8414,(+/-882),9495,"(+/-1,161)",9402,"(+/-1,652)",9742,"(+/-1,307)",12153,"(+/-1,521)",10829,"(+/-1,544)",8586,"(+/-1,519)",10251,"(+/-1,633)"
Education,"School Enrollment",Kindergarten,7189,(+/-906),10010,"(+/-1,333)",8358,"(+/-1,299)",7558,"(+/-1,052)",8119,"(+/-1,504)",8576,"(+/-1,273)",8701,"(+/-1,217)",9107,"(+/-1,247)",6594,"(+/-1,178)",9130,"(+/-1,442)",6958,"(+/-1,094)",8284,"(+/-1,198)",7888,"(+/-1,589)",8808,"(+/-1,433)"
Education,"School Enrollment","Elementary school (grades 1-8)",59145,"(+/-1,559)",78449,"(+/-2,962)",83175,"(+/-2,918)",66378,"(+/-2,521)",68444,"(+/-1,930)",75267,"(+/-1,761)",68185,"(+/-2,358)",72261,"(+/-2,878)",63826,"(+/-3,819)",72671,"(+/-3,352)",71045,"(+/-3,564)",66087,"(+/-3,168)",74087,"(+/-4,366)",72234,"(+/-4,173)"
Education,"School Enrollment","High school (grades 9-12)",33908,"(+/-1,289)",41569,"(+/-2,365)",40994,"(+/-1,969)",34710,"(+/-1,772)",37380,"(+/-1,931)",39874,"(+/-1,832)",38160,"(+/-1,881)",42554,"(+/-2,484)",33586,"(+/-2,233)",41573,"(+/-1,829)",40810,"(+/-2,427)",34426,"(+/-2,317)",39898,"(+/-2,536)",38323,"(+/-3,091)"
Education,"School Enrollment","College or graduate school",36474,"(+/-2,512)",45801,"(+/-3,271)",44288,"(+/-2,979)",58125,"(+/-3,112)",37737,"(+/-2,916)",56575,"(+/-2,919)",39832,"(+/-2,454)",78868,"(+/-3,905)",43021,"(+/-2,746)",38210,"(+/-2,886)",50307,"(+/-3,606)",89198,"(+/-3,513)",49040,"(+/-3,590)",46356,"(+/-3,709)"
Education,"Educational Attainment","Population 25 years and over",506404,"(+/-1,489)",476339,"(+/-3,842)",485093,"(+/-3,876)",475992,"(+/-2,851)",470032,"(+/-3,060)",471771,"(+/-1,805)",483768,"(+/-3,155)",476341,"(+/-4,434)",515299,"(+/-5,907)",496858,"(+/-4,445)",504151,"(+/-5,975)",460334,"(+/-5,680)",442439,"(+/-7,170)",463526,"(+/-7,764)"
Education,"Educational Attainment","Less than 9th grade",9835,(+/-942),16008,"(+/-2,180)",14156,"(+/-1,874)",13059,"(+/-1,281)",13474,"(+/-1,816)",12889,"(+/-1,571)",11145,"(+/-1,376)",7883,"(+/-1,360)",18680,"(+/-2,684)",14591,"(+/-1,832)",8911,"(+/-1,947)",16449,"(+/-1,729)",25123,"(+/-2,536)",18936,"(+/-1,928)"
Education,"Educational Attainment","9th to 12th grade, no diploma",31036,"(+/-2,316)",32919,"(+/-2,664)",31403,"(+/-2,677)",33677,"(+/-2,025)",36918,"(+/-3,182)",29525,"(+/-2,196)",31554,"(+/-2,432)",20225,"(+/-1,969)",36260,"(+/-2,751)",31235,"(+/-2,510)",18109,"(+/-1,894)",32195,"(+/-2,323)",55315,"(+/-3,920)",41390,"(+/-3,351)"
Education,"Educational Attainment","High school graduate (includes equivalency)",169397,"(+/-4,019)",151382,"(+/-5,160)",139066,"(+/-4,835)",170575,"(+/-3,929)",157782,"(+/-4,437)",139550,"(+/-4,579)",162304,"(+/-4,547)",105331,"(+/-4,394)",142135,"(+/-4,688)",162688,"(+/-5,401)",95633,"(+/-4,562)",117597,"(+/-5,237)",148659,"(+/-4,828)",117373,"(+/-4,788)"
Education,"Educational Attainment","Some college, no degree",122204,"(+/-3,763)",111188,"(+/-4,668)",110105,"(+/-4,178)",114575,"(+/-3,894)",120506,"(+/-4,754)",110741,"(+/-4,383)",117497,"(+/-4,449)",112381,"(+/-3,895)",122304,"(+/-5,014)",120014,"(+/-4,271)",108105,"(+/-5,272)",98520,"(+/-4,418)",110931,"(+/-4,644)",114342,"(+/-5,100)"
Education,"Educational Attainment","Associate's degree",47861,"(+/-2,304)",45493,"(+/-2,323)",43939,"(+/-3,271)",45649,"(+/-2,592)",49628,"(+/-3,259)",46627,"(+/-2,807)",48240,"(+/-2,557)",44630,"(+/-2,719)",47371,"(+/-3,100)",54993,"(+/-3,231)",41376,"(+/-3,169)",37815,"(+/-2,855)",34732,"(+/-3,032)",33735,"(+/-2,679)"
Education,"Educational Attainment","Bachelor's degree",78341,"(+/-2,679)",82141,"(+/-3,917)",97475,"(+/-4,118)",61701,"(+/-2,866)",59424,"(+/-3,462)",80573,"(+/-3,606)",71884,"(+/-3,347)",110661,"(+/-5,358)",90309,"(+/-3,229)",71908,"(+/-4,285)",132576,"(+/-4,730)",84524,"(+/-4,089)",45405,"(+/-2,981)",78624,"(+/-3,693)"
Education,"Educational Attainment","Graduate or professional degree",47730,"(+/-2,373)",37208,"(+/-2,706)",48949,"(+/-3,086)",36756,"(+/-2,294)",32300,"(+/-2,393)",51866,"(+/-2,943)",41144,"(+/-2,589)",75230,"(+/-4,190)",58240,"(+/-2,721)",41429,"(+/-2,898)",99441,"(+/-4,045)",73234,"(+/-3,646)",22274,"(+/-1,802)",59126,"(+/-3,272)"
Education,"Educational Attainment","Percent high school graduate or higher",91.9,(+/-0.4),89.7,(+/-0.7),90.6,(+/-0.6),90.2,(+/-0.5),89.3,(+/-0.8),91,(+/-0.6),91.2,(+/-0.6),94.1,(+/-0.5),89.3,(+/-0.7),90.8,(+/-0.6),94.6,(+/-0.5),89.4,(+/-0.6),81.8,(+/-1.0),87,(+/-0.8)
Education,"Educational Attainment","Percent bachelor's degree or higher",24.9,(+/-0.7),25.1,(+/-0.9),30.2,(+/-1.0),20.7,(+/-0.7),19.5,(+/-0.9),28.1,(+/-0.9),23.4,(+/-0.9),39,(+/-1.1),28.8,(+/-0.8),22.8,(+/-0.9),46,(+/-1.2),34.3,(+/-0.9),15.3,(+/-0.7),29.7,(+/-1.0)
Topic,Subject,Title,"District 01 Value","District 01 Flag","District 02 Value","District 02 Flag","District 03 Value","District 03 Flag","District 04 Value","District 04 Flag","District 05 Value","District 05 Flag","District 06 Value","District 06 Flag","District 07 Value","District 07 Flag","District 08 Value","District 08 Flag","District 09 Value","District 09 Flag","District 10 Value","District 10 Flag","District 11 Value","District 11 Flag","District 12 Value","District 12 Flag","District 13 Value","District 13 Flag","District 14 Value","District 14 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",207722,G,308107,G,306448,G,186742,G,211943,G,229008,G,198618,G,218396,G,268424,G,203021,G,453544,G,290233,G,201538,G,326210,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",1462,G,293,J,269,H,609,G,44,G,300,H,151,H,462,J,a,D,110,G,21,G,56,J,a,D,6,J
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",3023,H,153,J,144,H,693,G,318,H,133,H,149,J,211,G,27,G,96,H,b,D,b,D,82,J,a,D
Business,"Paid employees for pay period including March 12",Utilities,1475,G,1438,J,573,H,1033,J,g,D,2451,H,2859,J,f,D,f,D,1212,J,g,D,1000,J,h,D,h,D
Business,"Paid employees for pay period including March 12",Construction,11374,G,11625,G,10892,G,8868,G,7145,G,8626,G,6802,G,9783,G,8902,G,10834,G,15795,G,7096,G,5225,G,9219,G
Business,"Paid employees for pay period including March 12",Manufacturing,27259,G,83255,G,59067,G,31114,G,25565,H,49667,G,43444,G,25963,G,42195,G,53588,G,43770,G,34099,G,28362,G,19445,H
Business,"Paid employees for pay period including March 12","Wholesale trade",6157,G,19836,G,19163,G,6658,G,8837,G,9630,G,7033,G,7384,G,12695,G,6385,G,32980,G,12945,H,9064,G,14639,G
Business,"Paid employees for pay period including March 12","Retail trade",36875,G,39877,G,27397,G,32945,G,33258,G,30043,G,27495,G,33283,G,34094,G,32510,G,56415,G,38930,G,18127,G,24660,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",4486,G,10392,G,8026,G,4682,G,6575,G,4987,G,9667,G,6200,H,5560,G,3849,G,8791,G,11472,G,21703,H,5679,G
Business,"Paid employees for pay period including March 12",Information,3041,G,2893,G,5112,G,2465,G,3231,G,2257,G,3536,H,3442,G,5421,G,1352,G,12138,G,7606,G,2575,G,13694,G
Business,"Paid employees for pay period including March 12","Finance and insurance",7673,G,7795,H,13954,H,6493,H,6624,H,8130,H,7697,H,13556,G,7405,G,4414,G,21876,G,9738,G,2456,G,29976,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2467,G,3723,G,3419,G,2776,G,2440,G,3538,H,1803,G,3322,G,6599,H,1899,G,5982,G,3848,G,2371,H,7533,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",6800,G,10266,G,13743,G,4349,G,7280,G,9208,G,9037,G,13310,G,26038,H,14614,G,66333,G,23407,G,5241,G,39020,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",1539,G,10091,H,10921,G,5005,H,3400,H,7981,G,4022,G,2914,H,2785,H,1688,G,30304,G,10817,H,5079,G,23617,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",6960,G,23193,G,21181,G,8904,G,17027,H,12267,G,9691,G,11645,G,18380,G,12718,H,38955,G,18459,G,12974,G,31679,G
Business,"Paid employees for pay period including March 12","Educational services",2512,G,6286,H,15167,G,3392,H,3252,H,5412,G,6032,G,3788,G,3442,H,1510,G,7051,G,3859,G,4316,G,6447,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",41451,G,33391,H,51494,G,30794,G,50077,G,35659,G,28657,G,38537,G,51753,G,26162,G,51371,G,58829,H,46070,G,55166,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",2994,G,3222,G,4091,H,2189,G,1963,G,3331,G,2158,G,4316,G,2412,G,1885,G,6161,H,4515,G,3063,G,4173,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",30434,G,26523,G,28310,G,25003,G,23678,G,24941,G,19663,G,25477,G,28339,G,20780,G,38786,G,31485,G,23583,G,23704,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",9707,G,13814,G,13468,G,8478,G,9923,G,10407,G,8687,G,14103,G,11443,G,7324,G,15692,G,12016,G,8494,G,13922,G
Business,"Paid employees for pay period including March 12","Industries not classified",33,J,41,H,57,J,292,J,55,G,40,H,35,J,41,J,127,H,91,J,23,J,17,J,32,J,38,H
Business,"Annual payroll ($1,000)","Total for all sectors",7733183,G,12704559,G,13819745,G,7267457,G,8438136,G,10017930,G,8392373,G,9166576,G,12883972,G,8529370,G,26494902,G,15666605,G,9838200,G,20292207,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",60723,G,8522,H,8625,H,21423,G,1434,H,17568,H,4121,G,20298,J,D,D,3200,G,254,H,2883,J,D,D,111,J
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",223561,H,7770,H,10843,H,39777,G,19043,H,11842,H,12262,G,12965,H,1071,H,6858,G,D,D,D,D,8256,J,D,D
Business,"Annual payroll ($1,000)",Utilities,129810,G,139823,J,47523,H,98658,H,D,D,280194,G,255438,J,D,D,D,D,102771,H,D,D,91186,J,D,D,D,D
Business,"Annual payroll ($1,000)",Construction,625449,G,678690,G,633489,G,487619,G,425138,G,503740,G,387856,G,623093,G,554959,G,661613,G,1152075,G,451948,G,336691,G,665690,G
Business,"Annual payroll ($1,000)",Manufacturing,1280172,G,4163810,G,3265917,G,1740863,G,1586524,H,2569838,G,2330905,G,1528646,G,2619844,H,3025041,G,2737902,G,2423440,H,1786842,G,1218678,H
Business,"Annual payroll ($1,000)","Wholesale trade",287414,G,1142635,G,1078272,G,407197,H,461985,G,623144,G,390026,G,468520,G,842015,G,408254,G,2567200,G,1101575,H,514182,G,1250922,G
Business,"Annual payroll ($1,000)","Retail trade",925639,G,1005380,G,736362,G,792526,G,828818,G,732616,G,690426,G,840968,G,936669,G,829524,G,1576190,G,1001914,G,458903,G,677558,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",193055,G,471031,G,392328,G,207955,G,291400,G,232541,G,398859,G,240495,G,265526,G,174748,G,499655,G,585583,G,1248787,H,281991,H
Business,"Annual payroll ($1,000)",Information,122249,G,135774,G,284517,G,96148,G,165818,G,104539,G,231861,H,196821,G,276600,G,63083,G,978709,G,590844,G,195611,G,1193159,G
Business,"Annual payroll ($1,000)","Finance and insurance",389771,G,440607,H,1021410,H,315059,H,388207,H,500355,H,490068,H,801293,G,442701,G,234601,G,2025629,G,784181,G,139605,G,2899273,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",75183,G,153052,G,125262,G,88465,G,81366,G,124355,H,61056,G,135821,G,235379,G,64408,G,351281,G,191494,G,88384,H,415531,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",319350,G,645791,G,876783,G,213893,G,355880,G,550051,G,548969,G,860271,G,2163406,H,839460,H,5578952,G,2008549,H,273608,G,3334636,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",72488,G,720947,H,978668,G,639919,H,289974,H,933204,G,454432,G,195974,H,263462,H,147701,G,3516664,G,1255125,H,437893,H,2634318,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",246764,G,579262,G,581716,G,299066,G,504174,H,407433,G,300136,G,394515,G,704545,G,441169,G,1475566,G,693223,G,388931,G,1447798,G
Business,"Annual payroll ($1,000)","Educational services",65978,G,139719,H,448543,G,74006,G,93437,G,138669,H,132829,G,116685,G,101114,H,29173,H,242116,G,109850,H,164262,H,194310,G
Business,"Annual payroll ($1,000)","Health care and social assistance",1805583,G,1469881,H,2390432,G,1125849,G,2233648,G,1577644,G,1152963,G,1747341,G,2534644,H,988441,G,2215902,H,3241720,H,2487626,G,2495643,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",86797,G,58719,G,91192,G,45099,G,43644,G,58534,G,45598,G,82438,G,59503,G,38519,G,233824,H,225338,H,293788,J,194090,H
Business,"Annual payroll ($1,000)","Accommodation and food services",576175,G,387118,G,478256,G,377913,G,316553,G,373117,G,280888,G,381748,G,448061,G,285499,G,652439,G,513129,G,523110,H,458485,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",246524,G,355558,G,368946,G,192935,G,235598,G,277602,G,223100,G,460858,G,363798,G,184219,G,500391,G,391595,H,249157,G,459519,G
Business,"Annual payroll ($1,000)","Industries not classified",498,G,470,G,661,G,3087,G,739,G,944,G,580,G,780,H,1953,G,1088,G,533,G,390,H,329,G,1052,G
Business,"Total Establishments","Total for all sectors",19613,X,16309,X,15561,X,13743,X,13682,X,14418,X,12547,X,15794,X,17510,X,14691,X,23820,X,15264,X,9949,X,16104,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",293,X,31,X,31,X,72,X,13,X,32,X,26,X,21,X,2,X,28,X,10,X,6,X,3,X,3,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",129,X,13,X,18,X,59,X,19,X,25,X,20,X,16,X,6,X,14,X,5,X,3,X,8,X,1,X
Business,"Total Establishments",Utilities,76,X,26,X,19,X,34,X,17,X,47,X,28,X,16,X,8,X,30,X,12,X,23,X,19,X,17,X
Business,"Total Establishments",Construction,2327,X,1610,X,1329,X,1429,X,993,X,1313,X,1212,X,1505,X,1230,X,1860,X,1677,X,850,X,511,X,717,X
Business,"Total Establishments",Manufacturing,995,X,1428,X,943,X,651,X,597,X,1044,X,863,X,707,X,1259,X,1168,X,1246,X,566,X,487,X,483,X
Business,"Total Establishments","Wholesale trade",659,X,1048,X,853,X,476,X,549,X,681,X,563,X,780,X,939,X,628,X,1821,X,605,X,514,X,811,X
Business,"Total Establishments","Retail trade",3411,X,2641,X,2102,X,2451,X,2470,X,2328,X,1968,X,2196,X,2504,X,2268,X,3057,X,2591,X,2224,X,2497,X
Business,"Total Establishments","Transportation and warehousing",541,X,470,X,378,X,375,X,320,X,370,X,378,X,297,X,485,X,488,X,494,X,703,X,612,X,308,X
Business,"Total Establishments",Information,333,X,242,X,264,X,331,X,214,X,198,X,197,X,274,X,281,X,157,X,420,X,285,X,131,X,396,X
Business,"Total Establishments","Finance and insurance",1064,X,889,X,1123,X,783,X,815,X,878,X,735,X,979,X,870,X,801,X,1639,X,755,X,355,X,1039,X
Business,"Total Establishments","Real estate and rental and leasing",648,X,539,X,591,X,434,X,467,X,479,X,424,X,576,X,653,X,450,X,876,X,575,X,313,X,746,X
Business,"Total Establishments","Professional, scientific, and technical services",1400,X,1178,X,1639,X,823,X,1049,X,1157,X,966,X,1948,X,2026,X,1097,X,3516,X,1705,X,512,X,2395,X
Business,"Total Establishments","Management of companies and enterprises",71,X,142,X,137,X,65,X,99,X,88,X,65,X,78,X,92,X,65,X,329,X,118,X,64,X,176,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",888,X,792,X,867,X,561,X,614,X,681,X,648,X,950,X,923,X,854,X,1621,X,764,X,482,X,930,X
Business,"Total Establishments","Educational services",158,X,167,X,202,X,100,X,131,X,134,X,123,X,234,X,173,X,127,X,291,X,221,X,105,X,197,X
Business,"Total Establishments","Health care and social assistance",1975,X,1525,X,1662,X,1608,X,2197,X,1506,X,1473,X,1984,X,2583,X,1751,X,2708,X,2013,X,1202,X,2436,X
Business,"Total Establishments","Arts, entertainment, and recreation",430,X,266,X,246,X,243,X,190,X,254,X,248,X,263,X,188,X,206,X,322,X,219,X,82,X,174,X
Business,"Total Establishments","Accommodation and food services",2107,X,1376,X,1270,X,1236,X,1318,X,1470,X,1170,X,1288,X,1517,X,1225,X,1845,X,1641,X,1020,X,1284,X
Business,"Total Establishments","Other services (except public administration)",2076,X,1880,X,1826,X,1594,X,1554,X,1692,X,1400,X,1655,X,1683,X,1408,X,1908,X,1598,X,1289,X,1468,X
Business,"Total Establishments","Industries not classified",32,X,46,X,61,X,418,X,56,X,41,X,40,X,27,X,88,X,66,X,23,X,23,X,16,X,26,X
"Source: 2015 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."
"Source: 2015 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
