Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE","District 09 Value","District 09 MOE","District 10 Value","District 10 MOE","District 11 Value","District 11 MOE","District 12 Value","District 12 MOE","District 13 Value","District 13 MOE","District 14 Value","District 14 MOE","District 15 Value","District 15 MOE","District 16 Value","District 16 MOE","District 17 Value","District 17 MOE","District 18 Value","District 18 MOE"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",17269,"(+/-1,880)",10936,"(+/-1,821)",19209,"(+/-1,984)",13935,"(+/-1,609)",24926,"(+/-1,860)",29825,"(+/-2,045)",13339,"(+/-1,557)",19269,"(+/-1,803)",20742,"(+/-1,849)",18675,"(+/-1,920)",20819,"(+/-2,168)",6688,"(+/-1,357)",7437,"(+/-1,157)",33303,"(+/-2,684)",4830,(+/-869),8618,"(+/-1,123)",3933,(+/-968),9324,"(+/-1,234)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",6808,"(+/-1,179)",3550,(+/-892),9923,"(+/-1,457)",5420,"(+/-1,134)",14210,"(+/-1,467)",19816,"(+/-1,657)",8781,"(+/-1,616)",8924,"(+/-1,301)",14662,"(+/-1,364)",12466,"(+/-1,370)",10612,"(+/-1,549)",2932,(+/-780),2376,(+/-721),18008,"(+/-2,141)",1863,(+/-444),3882,(+/-817),1598,(+/-490),4322,"(+/-1,012)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",5639,(+/-947),2761,(+/-734),9966,"(+/-1,171)",4184,(+/-854),27860,"(+/-2,002)",31131,"(+/-1,813)",17178,"(+/-2,547)",8185,"(+/-1,118)",24702,"(+/-1,543)",27122,"(+/-1,524)",7904,"(+/-1,106)",2142,(+/-564),2629,(+/-675),20454,"(+/-2,046)",1347,(+/-392),2764,(+/-721),1308,(+/-333),5679,"(+/-1,143)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1587,(+/-29),1388,(+/-29),1729,(+/-38),1755,(+/-42),2230,(+/-38),2138,(+/-38),1920,(+/-47),1686,(+/-33),2142,(+/-45),2030,(+/-62),1681,(+/-30),1105,(+/-25),1144,(+/-24),1959,(+/-36),1027,(+/-21),1260,(+/-27),1010,(+/-20),1249,(+/-21)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",50321,"(+/-3,338)",53375,"(+/-2,954)",62958,"(+/-3,152)",31852,"(+/-2,396)",53305,"(+/-2,527)",61254,"(+/-2,778)",36207,"(+/-2,974)",49268,"(+/-2,750)",62275,"(+/-2,893)",54897,"(+/-3,282)",47280,"(+/-3,058)",82450,"(+/-2,956)",77749,"(+/-2,942)",51589,"(+/-2,933)",99096,"(+/-2,791)",74665,"(+/-2,816)",82087,"(+/-2,922)",85995,"(+/-2,903)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",2179,(+/-577),3318,(+/-742),1820,(+/-661),527,(+/-321),713,(+/-288),993,(+/-321),828,(+/-296),1085,(+/-379),1993,(+/-722),1640,(+/-517),1208,(+/-481),13617,"(+/-1,667)",8746,"(+/-1,270)",1054,(+/-418),16405,"(+/-1,211)",5479,"(+/-1,084)",9854,"(+/-1,035)",9071,"(+/-1,121)"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",5288,(+/-944),10039,"(+/-1,546)",5210,(+/-995),3296,(+/-685),2716,(+/-696),1785,(+/-737),3187,(+/-799),3128,(+/-718),2564,(+/-569),2649,(+/-649),4127,(+/-716),27144,"(+/-2,110)",21092,"(+/-1,917)",3449,"(+/-1,039)",30424,"(+/-2,273)",14538,"(+/-1,379)",25990,"(+/-1,959)",22095,"(+/-1,820)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",14555,"(+/-1,799)",15538,"(+/-1,742)",17800,"(+/-1,758)",10350,"(+/-1,235)",10418,"(+/-1,342)",7865,"(+/-1,201)",7937,"(+/-1,289)",11332,"(+/-1,264)",8584,"(+/-1,353)",9050,"(+/-1,170)",11579,"(+/-1,408)",25677,"(+/-1,985)",26907,"(+/-2,021)",9966,"(+/-1,385)",31847,"(+/-1,932)",27975,"(+/-2,064)",29542,"(+/-1,931)",29314,"(+/-2,095)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",14361,"(+/-1,548)",12214,"(+/-1,512)",19299,"(+/-2,037)",10186,"(+/-1,424)",14504,"(+/-1,657)",14688,"(+/-1,334)",6786,"(+/-1,226)",16228,"(+/-1,564)",14155,"(+/-1,596)",10931,"(+/-1,358)",13270,"(+/-1,536)",10516,"(+/-1,326)",12008,"(+/-1,347)",13001,"(+/-1,748)",12974,"(+/-1,208)",16950,"(+/-1,626)",10182,"(+/-1,277)",15245,"(+/-1,423)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",7764,"(+/-1,234)",6244,"(+/-1,328)",10031,"(+/-1,381)",4181,(+/-788),10451,"(+/-1,567)",13044,"(+/-1,414)",5173,"(+/-1,128)",10477,"(+/-1,422)",14060,"(+/-1,642)",9860,"(+/-1,331)",8816,"(+/-1,112)",3544,(+/-723),4854,"(+/-1,000)",11424,"(+/-1,712)",5004,(+/-944),5812,(+/-980),4137,(+/-766),6004,(+/-888)
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",6174,"(+/-1,127)",6022,"(+/-1,380)",8798,"(+/-1,255)",3312,(+/-661),14503,"(+/-1,513)",22879,"(+/-1,799)",12296,"(+/-1,822)",7018,"(+/-1,073)",20919,"(+/-1,742)",20767,"(+/-2,061)",8280,"(+/-1,127)",1952,(+/-461),4142,(+/-792),12695,"(+/-1,582)",2442,(+/-512),3911,(+/-765),2382,(+/-644),4266,(+/-819)
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",641,(+/-18),570,(+/-20),663,(+/-14),634,(+/-20),778,(+/-20),872,(+/-19),781,(+/-40),711,(+/-18),853,(+/-21),863,(+/-28),694,(+/-17),403,(+/-13),461,(+/-11),778,(+/-20),414,(+/-10),518,(+/-12),433,(+/-9),482,(+/-12)
Housing,"Gross Rent","Occupied units paying rent",105005,"(+/-3,985)",99175,"(+/-5,362)",63466,"(+/-3,668)",120742,"(+/-4,375)",131204,"(+/-4,369)",53731,"(+/-3,036)",166829,"(+/-4,994)",82298,"(+/-3,813)",114535,"(+/-5,283)",74379,"(+/-4,061)",71883,"(+/-3,802)",81735,"(+/-4,188)",95384,"(+/-3,966)",48425,"(+/-3,535)",65373,"(+/-2,802)",71120,"(+/-3,503)",82686,"(+/-3,730)",65012,"(+/-2,941)"
Housing,"Gross Rent","Less than $500",12764,"(+/-1,605)",13582,"(+/-1,705)",1880,(+/-563),6052,"(+/-1,281)",5613,"(+/-1,077)",1686,(+/-632),21860,"(+/-2,141)",2995,(+/-848),11078,"(+/-1,878)",4317,(+/-968),3653,(+/-829),17702,"(+/-1,913)",14211,"(+/-1,707)",2862,(+/-835),18486,"(+/-1,500)",10235,"(+/-1,492)",21708,"(+/-1,989)",11736,"(+/-1,273)"
Housing,"Gross Rent","$500 to $999",50968,"(+/-3,510)",47903,"(+/-4,072)",35603,"(+/-3,029)",67670,"(+/-3,503)",38209,"(+/-3,202)",15848,"(+/-1,884)",55337,"(+/-3,581)",27737,"(+/-2,370)",43235,"(+/-3,420)",24312,"(+/-2,292)",22356,"(+/-2,364)",48443,"(+/-3,185)",55477,"(+/-2,851)",16056,"(+/-1,820)",40115,"(+/-2,408)",42847,"(+/-3,374)",50741,"(+/-3,371)",38945,"(+/-2,706)"
Housing,"Gross Rent","$1,000 to $1,499",30178,"(+/-2,846)",26413,"(+/-2,871)",17955,"(+/-2,052)",36251,"(+/-2,978)",46023,"(+/-3,220)",19758,"(+/-2,417)",42276,"(+/-2,735)",35732,"(+/-2,444)",37458,"(+/-3,212)",28576,"(+/-2,641)",29067,"(+/-2,651)",12085,"(+/-1,787)",18987,"(+/-2,288)",17577,"(+/-2,374)",4982,"(+/-1,029)",15020,"(+/-2,039)",8223,"(+/-1,461)",10332,"(+/-1,551)"
Housing,"Gross Rent","$1,500 to $1,999",8128,"(+/-1,237)",8910,"(+/-1,386)",5438,"(+/-1,297)",8124,"(+/-1,238)",24285,"(+/-2,242)",11139,"(+/-1,287)",24919,"(+/-3,036)",12253,"(+/-1,684)",14208,"(+/-1,720)",10517,"(+/-1,433)",13551,"(+/-1,949)",2428,(+/-985),3901,(+/-971),8435,"(+/-2,009)",680,(+/-416),2452,(+/-850),1034,(+/-448),1963,(+/-731)
Housing,"Gross Rent","$2,000 to $2,499",2458,(+/-963),1821,(+/-801),1760,(+/-718),1845,(+/-619),9554,"(+/-1,386)",3076,(+/-999),12507,"(+/-1,933)",2678,(+/-834),5594,"(+/-1,299)",2995,(+/-866),2499,(+/-955),874,(+/-419),1798,(+/-750),2175,(+/-864),285,(+/-228),524,(+/-405),585,(+/-308),1244,(+/-579)
Housing,"Gross Rent","$2,500 to $2,999",246,(+/-224),234,(+/-209),285,(+/-188),666,(+/-447),4439,(+/-882),779,(+/-367),6008,"(+/-1,637)",501,(+/-442),1354,(+/-533),2209,(+/-637),342,(+/-197),0,(+/-182),400,(+/-273),884,(+/-661),357,(+/-258),42,(+/-69),169,(+/-149),339,(+/-249)
Housing,"Gross Rent","$3,000 or more",263,(+/-198),312,(+/-235),545,(+/-442),134,(+/-136),3081,(+/-849),1445,(+/-651),3922,"(+/-1,243)",402,(+/-447),1608,(+/-666),1453,(+/-579),415,(+/-308),203,(+/-160),610,(+/-375),436,(+/-346),468,(+/-374),0,(+/-182),226,(+/-193),453,(+/-393)
Housing,"Gross Rent","Median (dollars)",907,(+/-21),890,(+/-26),940,(+/-21),922,(+/-16),1209,(+/-25),1185,(+/-29),1055,(+/-24),1124,(+/-22),1035,(+/-27),1111,(+/-23),1138,(+/-25),722,(+/-21),774,(+/-19),1129,(+/-41),628,(+/-15),777,(+/-26),648,(+/-15),724,(+/-15)
Housing,"Gross Rent","No rent paid",3591,(+/-856),2433,(+/-682),2719,(+/-803),2993,(+/-766),4513,"(+/-1,165)",2503,(+/-717),4980,"(+/-1,231)",2942,(+/-765),3579,"(+/-1,166)",3258,(+/-927),3096,(+/-823),5531,"(+/-1,037)",4388,(+/-911),1833,(+/-810),8048,"(+/-1,138)",4820,(+/-894),6071,(+/-883),4602,(+/-873)
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Total households",265639,"(+/-5,856)",256770,"(+/-5,277)",244331,"(+/-4,847)",224870,"(+/-4,505)",300085,"(+/-5,175)",262604,"(+/-3,582)",293365,"(+/-5,976)",248243,"(+/-4,389)",288843,"(+/-5,567)",246829,"(+/-3,891)",243200,"(+/-4,442)",272726,"(+/-3,885)",283286,"(+/-4,120)",252094,"(+/-4,621)",275717,"(+/-3,319)",273120,"(+/-3,545)",280510,"(+/-3,962)",282291,"(+/-3,348)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Less than $10,000",30951,"(+/-2,586)",29082,"(+/-2,775)",9866,"(+/-1,467)",16135,"(+/-1,953)",14033,"(+/-1,903)",9865,"(+/-1,583)",36032,"(+/-2,961)",9367,"(+/-1,817)",21966,"(+/-2,387)",9028,"(+/-1,297)",10926,"(+/-1,864)",23642,"(+/-2,147)",28055,"(+/-2,545)",5972,"(+/-1,193)",18159,"(+/-1,406)",15579,"(+/-2,079)",25281,"(+/-2,204)",12760,"(+/-1,408)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$10,000 to $14,999",18118,"(+/-2,038)",15064,"(+/-1,972)",8952,"(+/-1,394)",10525,"(+/-1,496)",9788,"(+/-1,556)",5884,"(+/-1,041)",17306,"(+/-2,147)",5493,"(+/-1,137)",11948,"(+/-2,027)",6456,(+/-998),7207,"(+/-1,421)",15239,"(+/-1,800)",14498,"(+/-1,831)",5693,"(+/-1,327)",14563,"(+/-1,731)",11524,"(+/-1,529)",15028,"(+/-1,595)",11927,"(+/-1,641)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$15,000 to $24,999",29227,"(+/-2,997)",32486,"(+/-2,686)",23567,"(+/-2,281)",30320,"(+/-2,850)",22129,"(+/-2,535)",13495,"(+/-1,660)",35492,"(+/-2,764)",20864,"(+/-2,206)",25715,"(+/-2,450)",16614,"(+/-2,150)",20918,"(+/-2,144)",33411,"(+/-2,830)",29876,"(+/-2,598)",13782,"(+/-2,073)",32439,"(+/-2,166)",27891,"(+/-2,367)",34243,"(+/-2,565)",25610,"(+/-2,143)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$25,000 to $34,999",24962,"(+/-2,301)",29690,"(+/-2,303)",23751,"(+/-2,407)",28228,"(+/-2,340)",18560,"(+/-2,022)",13252,"(+/-1,834)",22813,"(+/-2,085)",21929,"(+/-2,163)",25078,"(+/-2,615)",21148,"(+/-2,322)",18300,"(+/-1,899)",30391,"(+/-2,785)",28260,"(+/-1,984)",15767,"(+/-2,257)",31841,"(+/-1,891)",26091,"(+/-1,971)",31183,"(+/-2,086)",26187,"(+/-2,166)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$35,000 to $49,999",32770,"(+/-2,646)",33474,"(+/-2,546)",31976,"(+/-2,802)",32669,"(+/-2,409)",29652,"(+/-2,646)",24824,"(+/-2,432)",31160,"(+/-3,209)",29943,"(+/-2,500)",31396,"(+/-2,585)",27803,"(+/-2,560)",31617,"(+/-2,411)",39953,"(+/-2,765)",40271,"(+/-2,215)",23762,"(+/-2,642)",42578,"(+/-2,355)",39713,"(+/-2,805)",45342,"(+/-2,342)",36241,"(+/-2,258)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$50,000 to $74,999",41941,"(+/-2,809)",43238,"(+/-2,962)",45510,"(+/-2,688)",40669,"(+/-2,820)",51473,"(+/-2,481)",38738,"(+/-2,900)",40965,"(+/-2,594)",49905,"(+/-3,030)",39848,"(+/-2,696)",39746,"(+/-2,992)",44016,"(+/-3,101)",48888,"(+/-2,879)",53796,"(+/-3,137)",44763,"(+/-3,845)",52098,"(+/-2,701)",54240,"(+/-2,714)",56604,"(+/-3,420)",53015,"(+/-2,785)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$75,000 to $99,999",32077,"(+/-2,344)",29400,"(+/-2,497)",30757,"(+/-2,238)",27219,"(+/-2,512)",39281,"(+/-2,948)",31763,"(+/-2,196)",28060,"(+/-2,788)",38429,"(+/-3,039)",35754,"(+/-2,748)",30519,"(+/-2,386)",31298,"(+/-2,773)",32928,"(+/-2,511)",32810,"(+/-2,203)",35975,"(+/-2,782)",36339,"(+/-1,996)",37984,"(+/-2,323)",33474,"(+/-2,532)",43408,"(+/-2,683)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$100,000 to $149,999",33499,"(+/-2,802)",28555,"(+/-2,223)",38375,"(+/-2,855)",25104,"(+/-2,011)",50768,"(+/-2,543)",57332,"(+/-3,076)",34903,"(+/-2,953)",43851,"(+/-2,866)",44435,"(+/-2,737)",42738,"(+/-2,840)",43665,"(+/-2,840)",29999,"(+/-2,367)",33742,"(+/-2,246)",53587,"(+/-3,829)",33039,"(+/-1,885)",38511,"(+/-2,602)",28085,"(+/-2,343)",43256,"(+/-2,460)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$150,000 to $199,000",12621,"(+/-1,505)",9892,"(+/-1,578)",17138,"(+/-1,963)",7819,"(+/-1,220)",26864,"(+/-2,068)",29474,"(+/-2,636)",17964,"(+/-2,340)",16839,"(+/-1,821)",20186,"(+/-1,760)",20346,"(+/-1,830)",17865,"(+/-1,873)",10141,"(+/-1,368)",12112,"(+/-1,718)",29251,"(+/-2,803)",9039,"(+/-1,224)",13753,"(+/-1,572)",6541,"(+/-1,112)",15087,"(+/-1,713)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$200,000 or more",9473,"(+/-1,452)",5889,"(+/-1,004)",14439,"(+/-1,726)",6182,"(+/-1,000)",37537,"(+/-2,172)",37977,"(+/-2,228)",28670,"(+/-3,096)",11623,"(+/-1,696)",32517,"(+/-2,015)",32431,"(+/-2,072)",17388,"(+/-2,310)",8134,"(+/-1,030)",9866,"(+/-1,387)",23542,"(+/-2,191)",5622,(+/-865),7834,"(+/-1,050)",4729,(+/-958),14800,"(+/-1,719)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Median household income (dollars)",48295,"(+/-1,915)",44353,"(+/-2,173)",61772,"(+/-1,598)",46805,"(+/-1,670)",76963,"(+/-1,756)",93474,"(+/-3,174)",51346,"(+/-1,474)",67079,"(+/-1,509)",66202,"(+/-3,003)",77031,"(+/-2,917)",67065,"(+/-2,191)",46803,"(+/-1,604)",50211,"(+/-1,227)",86050,"(+/-2,574)",49136,"(+/-1,315)",56180,"(+/-1,477)",45731,(+/-981),61544,"(+/-1,100)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Mean household income (dollars)",66090,"(+/-1,869)",60567,"(+/-2,007)",82810,"(+/-2,462)",62818,"(+/-1,879)",110821,"(+/-2,835)",120559,"(+/-3,053)",89259,"(+/-4,025)",82147,"(+/-1,912)",100780,"(+/-3,193)",114741,"(+/-3,529)",87794,"(+/-2,784)",63816,"(+/-1,740)",67542,"(+/-2,102)",105650,"(+/-2,944)",62841,"(+/-1,555)",70286,"(+/-1,483)",58314,"(+/-1,840)",80447,"(+/-1,800)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",713577,"(+/-17,373)",696453,"(+/-11,212)",719255,"(+/-14,411)",706152,"(+/-17,716)",731149,"(+/-15,527)",721875,"(+/-10,727)",708088,"(+/-18,194)",706752,"(+/-10,100)",712929,"(+/-14,650)",696898,"(+/-8,170)",725013,"(+/-8,896)",679592,"(+/-4,485)",693404,"(+/-7,616)",725161,"(+/-9,452)",682115,"(+/-5,888)",687914,"(+/-6,534)",675949,"(+/-7,521)",697584,"(+/-7,885)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",665248,"(+/-15,820)",637842,"(+/-10,655)",654792,"(+/-13,968)",577656,"(+/-17,391)",683753,"(+/-14,738)",688207,"(+/-11,073)",650569,"(+/-17,070)",642162,"(+/-10,125)",662861,"(+/-13,190)",635867,"(+/-8,589)",666874,"(+/-10,071)",642628,"(+/-5,467)",661347,"(+/-8,606)",694331,"(+/-10,454)",648451,"(+/-6,378)",653601,"(+/-7,011)",639796,"(+/-7,886)",673586,"(+/-8,121)"
Socioeconomic,"Health Insurance Coverage","With private health insurance",450841,"(+/-14,717)",407897,"(+/-11,202)",483985,"(+/-13,289)",333110,"(+/-13,721)",566564,"(+/-11,831)",605618,"(+/-10,856)",414757,"(+/-12,931)",503000,"(+/-11,794)",529016,"(+/-11,103)",498098,"(+/-10,649)",517006,"(+/-13,117)",460237,"(+/-8,274)",506720,"(+/-9,944)",598327,"(+/-11,667)",476427,"(+/-6,373)",507838,"(+/-8,844)",443599,"(+/-9,163)",547734,"(+/-9,890)"
Socioeconomic,"Health Insurance Coverage","With public coverage",289905,"(+/-12,712)",302313,"(+/-9,318)",237372,"(+/-10,462)",272835,"(+/-11,000)",173305,"(+/-9,464)",159406,"(+/-6,662)",284211,"(+/-13,547)",203562,"(+/-8,532)",206984,"(+/-9,962)",203248,"(+/-8,423)",214172,"(+/-9,182)",272992,"(+/-8,307)",247323,"(+/-7,946)",168817,"(+/-10,283)",280167,"(+/-6,411)",242785,"(+/-7,028)",298214,"(+/-6,962)",230104,"(+/-7,375)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",48329,"(+/-5,669)",58611,"(+/-6,213)",64463,"(+/-5,867)",128496,"(+/-6,948)",47396,"(+/-4,700)",33668,"(+/-5,115)",57519,"(+/-5,900)",64590,"(+/-6,422)",50068,"(+/-6,055)",61031,"(+/-5,453)",58139,"(+/-5,594)",36964,"(+/-3,441)",32057,"(+/-3,980)",30830,"(+/-4,809)",33664,"(+/-3,373)",34313,"(+/-3,849)",36153,"(+/-3,248)",23998,"(+/-3,478)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 18 years",168876,"(+/-8,628)",166628,"(+/-6,504)",181545,"(+/-8,143)",184524,"(+/-7,604)",141800,"(+/-7,257)",171323,"(+/-5,106)",143811,"(+/-7,734)",165638,"(+/-6,585)",145112,"(+/-6,278)",179222,"(+/-4,808)",193813,"(+/-6,220)",155318,"(+/-2,761)",141561,"(+/-3,944)",185959,"(+/-6,226)",158103,"(+/-3,529)",159286,"(+/-3,909)",152826,"(+/-3,745)",160917,"(+/-3,902)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",4381,"(+/-1,510)",5069,"(+/-1,814)",4861,"(+/-1,769)",5568,"(+/-1,768)",3390,"(+/-1,328)",3177,"(+/-1,453)",4374,"(+/-1,471)",5218,"(+/-1,485)",2222,"(+/-1,126)",4691,"(+/-1,165)",5474,"(+/-1,519)",4752,"(+/-1,376)",3298,"(+/-1,316)",4368,"(+/-1,897)",4019,"(+/-1,371)",4207,"(+/-1,253)",3726,"(+/-1,374)",2477,"(+/-1,012)"
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","All families",14.6,(+/-1.2),16.4,(+/-1.6),8,(+/-1.2),17.6,(+/-1.5),6.5,(+/-0.9),4.9,(+/-0.8),17.7,(+/-1.6),6.5,(+/-0.8),8.4,(+/-1.0),8.1,(+/-1.0),8.7,(+/-1.0),11.6,(+/-1.1),10.9,(+/-1.1),4.6,(+/-0.9),9.9,(+/-0.8),8.6,(+/-1.0),11.4,(+/-1.1),6.4,(+/-0.8)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",21.5,(+/-2.6),25.6,(+/-2.8),13.2,(+/-2.1),24.8,(+/-2.4),10.1,(+/-1.9),7.3,(+/-1.5),28.5,(+/-2.7),10.5,(+/-1.4),12.8,(+/-2.1),12.2,(+/-1.5),13.5,(+/-1.6),20,(+/-2.2),19.2,(+/-2.0),7,(+/-1.6),17.1,(+/-1.6),16.5,(+/-2.0),20.3,(+/-2.0),11.5,(+/-1.6)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",22.7,(+/-6.0),26.5,(+/-6.6),14.8,(+/-4.7),18.2,(+/-5.3),6.2,(+/-3.6),4.1,(+/-2.9),24.3,(+/-6.2),10.8,(+/-4.0),7.2,(+/-3.1),11.8,(+/-4.4),13.5,(+/-4.6),18.5,(+/-4.2),21.1,(+/-5.1),9.4,(+/-4.1),20.8,(+/-4.6),19.7,(+/-5.7),28.2,(+/-5.6),14,(+/-3.6)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",6,(+/-1.4),6.5,(+/-1.5),4.6,(+/-1.0),12,(+/-1.6),4,(+/-0.8),2.7,(+/-0.7),7,(+/-1.3),4.3,(+/-0.7),5,(+/-0.9),4.8,(+/-1.0),4.7,(+/-0.9),4.3,(+/-0.8),4,(+/-0.8),2.6,(+/-0.7),4.4,(+/-0.6),4.3,(+/-0.8),4,(+/-0.7),2.2,(+/-0.5)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",8.8,(+/-2.7),8.8,(+/-2.7),7.4,(+/-1.7),17.3,(+/-2.6),6,(+/-1.7),2.9,(+/-1.1),10.5,(+/-2.2),6.2,(+/-1.4),7.2,(+/-1.8),7.4,(+/-1.6),7.2,(+/-1.4),5.9,(+/-1.5),6.3,(+/-1.7),3.7,(+/-1.2),6.3,(+/-1.1),8.3,(+/-1.8),6,(+/-1.7),3,(+/-0.9)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",5.5,(+/-4.0),8.2,(+/-6.5),6.5,(+/-4.5),7.5,(+/-4.4),2.8,(+/-2.2),0.9,(+/-1.1),5.7,(+/-4.6),7.4,(+/-3.9),5.4,(+/-2.9),2.1,(+/-1.4),6.7,(+/-3.6),4.2,(+/-3.6),6,(+/-4.7),3.9,(+/-3.7),5.3,(+/-2.2),13.2,(+/-6.7),3.6,(+/-3.7),2.7,(+/-1.7)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",28,(+/-3.1),30.4,(+/-3.0),20,(+/-4.0),33.7,(+/-4.5),18.7,(+/-3.7),20.6,(+/-4.6),33.6,(+/-3.6),17.6,(+/-4.1),24.1,(+/-4.4),24,(+/-4.2),27.1,(+/-3.8),35.6,(+/-3.6),35.5,(+/-3.5),17.9,(+/-5.0),35.3,(+/-4.1),28.2,(+/-3.9),34.6,(+/-3.2),30.8,(+/-4.9)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",37.5,(+/-4.5),41.1,(+/-4.2),31.4,(+/-6.9),44.5,(+/-5.5),27.4,(+/-5.9),33.5,(+/-7.0),44.2,(+/-4.3),28.1,(+/-6.6),32.2,(+/-6.5),30.5,(+/-5.5),35.8,(+/-4.9),45.4,(+/-4.8),45.3,(+/-5.0),24.8,(+/-7.1),48.5,(+/-5.1),37.3,(+/-5.4),44.7,(+/-4.2),40.5,(+/-6.4)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",39.9,(+/-11.6),40.4,(+/-10.9),39,(+/-17.8),52.6,(+/-12.4),39,(+/-26.0),33.9,(+/-23.0),48.2,(+/-11.2),30.4,(+/-18.3),16.4,(+/-11.8),43.6,(+/-15.9),39,(+/-16.3),47.7,(+/-12.8),49.9,(+/-11.1),29.7,(+/-14.6),61.9,(+/-12.2),42.3,(+/-12.7),62,(+/-10.4),51.2,(+/-15.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","All people",18.7,(+/-1.3),20,(+/-1.5),11,(+/-1.3),20.5,(+/-1.5),9.2,(+/-0.9),6.5,(+/-0.9),23.3,(+/-1.6),8.3,(+/-0.9),13,(+/-1.3),10.2,(+/-1.1),11.5,(+/-1.2),16.5,(+/-1.1),18.6,(+/-1.0),6.3,(+/-0.9),13.6,(+/-0.8),12.4,(+/-0.9),16,(+/-0.9),9.7,(+/-0.8)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",24.2,(+/-3.2),30.8,(+/-3.4),15.5,(+/-2.7),30.7,(+/-3.0),11.9,(+/-2.2),9,(+/-2.0),35.7,(+/-3.4),12.8,(+/-1.9),15.2,(+/-3.1),14.8,(+/-2.2),17.8,(+/-2.3),25.1,(+/-2.6),22.4,(+/-2.2),8.6,(+/-1.7),19.2,(+/-1.8),18,(+/-1.9),23.4,(+/-2.1),12.5,(+/-1.5)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",23.8,(+/-3.2),30.6,(+/-3.4),15.1,(+/-2.7),30.6,(+/-3.0),11.8,(+/-2.2),8.6,(+/-2.0),35.3,(+/-3.5),12.7,(+/-1.9),15.1,(+/-3.0),14.7,(+/-2.2),17.7,(+/-2.3),24.8,(+/-2.6),22.1,(+/-2.2),8.5,(+/-1.7),18.8,(+/-1.8),17.3,(+/-1.9),22.9,(+/-2.1),12,(+/-1.6)
