Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE","District 09 Value","District 09 MOE","District 10 Value","District 10 MOE","District 11 Value","District 11 MOE","District 12 Value","District 12 MOE","District 13 Value","District 13 MOE","District 14 Value","District 14 MOE","District 15 Value","District 15 MOE","District 16 Value","District 16 MOE","District 17 Value","District 17 MOE","District 18 Value","District 18 MOE"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",16060,"(+/-1,728)",12730,"(+/-1,468)",17250,"(+/-1,720)",29394,"(+/-2,044)",14625,"(+/-1,527)",35891,"(+/-2,620)",35898,"(+/-2,318)",32776,"(+/-2,532)",15085,"(+/-1,375)",21767,"(+/-2,193)",22732,"(+/-2,124)",23526,"(+/-2,057)",32050,"(+/-2,822)",12494,"(+/-1,501)",31959,"(+/-2,016)",26692,"(+/-2,232)",22398,"(+/-2,639)",25518,"(+/-1,832)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",7015,"(+/-1,222)",7566,"(+/-1,060)",7621,"(+/-1,103)",16934,"(+/-1,806)",4790,(+/-868),25280,"(+/-2,249)",25706,"(+/-1,824)",30207,"(+/-2,357)",4735,(+/-901),9102,"(+/-1,285)",9001,"(+/-1,149)",13572,"(+/-1,674)",17208,"(+/-1,745)",4168,(+/-818),16347,"(+/-1,753)",14198,"(+/-1,791)",11112,"(+/-1,644)",13662,"(+/-1,537)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",4581,(+/-884),3507,(+/-803),3363,(+/-765),6123,(+/-869),2080,(+/-638),14697,"(+/-1,642)",16515,"(+/-1,529)",18003,"(+/-1,530)",2745,(+/-663),4167,(+/-915),3763,"(+/-1,046)",5159,"(+/-1,230)",10113,"(+/-1,412)",2035,(+/-488),7494,"(+/-1,322)",6758,"(+/-1,038)",5120,"(+/-1,237)",6436,"(+/-1,048)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",4584,(+/-984),10372,"(+/-1,101)",3318,(+/-730),5371,(+/-843),2311,(+/-680),17478,"(+/-1,487)",21626,"(+/-1,903)",23563,"(+/-2,449)",1527,(+/-552),3081,(+/-700),2713,(+/-539),6171,"(+/-1,011)",8193,"(+/-1,080)",2323,(+/-627),7279,"(+/-1,138)",4924,(+/-919),3947,(+/-906),6875,"(+/-1,053)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1269,(+/-38),1377,(+/-40),1145,(+/-22),1445,(+/-21),1075,(+/-19),1813,(+/-33),1960,(+/-26),2065,(+/-37),1091,(+/-21),1261,(+/-26),1259,(+/-25),1284,(+/-32),1659,(+/-33),1080,(+/-20),1538,(+/-31),1481,(+/-31),1327,(+/-33),1335,(+/-25)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",53757,"(+/-3,607)",61907,"(+/-3,350)",87008,"(+/-2,378)",70473,"(+/-2,956)",90344,"(+/-2,705)",65151,"(+/-3,330)",68822,"(+/-3,233)",63624,"(+/-2,695)",96262,"(+/-2,939)",88707,"(+/-3,058)",82105,"(+/-2,988)",92152,"(+/-3,382)",54937,"(+/-2,613)",73876,"(+/-2,895)",67081,"(+/-3,113)",62664,"(+/-2,524)",75580,"(+/-3,313)",87968,"(+/-3,225)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",5398,"(+/-1,300)",9346,"(+/-1,319)",9272,(+/-975),3549,(+/-754),10646,"(+/-1,041)",1699,(+/-545),2209,(+/-783),1112,(+/-445),12802,"(+/-1,330)",6626,(+/-920),4980,(+/-757),6433,(+/-904),2217,(+/-591),7402,"(+/-1,040)",2640,(+/-759),3218,(+/-837),3681,(+/-608),6203,(+/-890)
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",16004,"(+/-1,879)",15579,"(+/-1,994)",27890,"(+/-1,862)",13954,"(+/-1,511)",32009,"(+/-1,751)",5687,(+/-989),4914,(+/-861),3648,(+/-991),34377,"(+/-1,843)",22243,"(+/-1,571)",21687,"(+/-1,737)",22491,"(+/-1,796)",7601,"(+/-1,139)",20572,"(+/-1,772)",8181,"(+/-1,260)",9792,"(+/-1,264)",14353,"(+/-1,479)",20538,"(+/-1,525)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",17622,"(+/-1,959)",15842,"(+/-1,977)",32389,"(+/-1,885)",26805,"(+/-2,085)",32107,"(+/-1,601)",17479,"(+/-1,784)",15447,"(+/-1,597)",11004,"(+/-1,248)",33377,"(+/-1,898)",32554,"(+/-2,118)",33343,"(+/-2,145)",36153,"(+/-2,694)",18576,"(+/-1,827)",28404,"(+/-1,926)",23584,"(+/-1,912)",22764,"(+/-2,028)",28714,"(+/-2,385)",31633,"(+/-2,321)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",7249,"(+/-1,325)",9862,"(+/-1,331)",12497,"(+/-1,300)",16739,"(+/-1,720)",10064,"(+/-1,136)",17280,"(+/-1,757)",17736,"(+/-1,887)",19107,"(+/-1,976)",10989,"(+/-1,325)",16543,"(+/-1,441)",13756,"(+/-1,281)",16455,"(+/-1,643)",13291,"(+/-1,556)",10604,"(+/-1,353)",18079,"(+/-1,681)",16763,"(+/-1,753)",18641,"(+/-1,834)",16258,"(+/-1,577)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",3321,(+/-768),3454,(+/-744),3192,(+/-743),5521,"(+/-1,003)",3257,(+/-622),11527,"(+/-1,373)",11857,"(+/-1,382)",15493,"(+/-1,339)",3270,(+/-671),6371,"(+/-1,068)",5088,(+/-750),6829,"(+/-1,169)",5929,(+/-962),3563,(+/-786),8865,"(+/-1,183)",5174,(+/-858),6004,"(+/-1,179)",7674,"(+/-1,015)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",4163,(+/-830),7824,"(+/-1,036)",1768,(+/-411),3905,(+/-851),2261,(+/-638),11479,"(+/-1,263)",16659,"(+/-1,585)",13260,"(+/-1,497)",1447,(+/-448),4370,(+/-854),3251,(+/-643),3791,(+/-736),7323,"(+/-1,105)",3331,(+/-657),5732,"(+/-1,004)",4953,(+/-864),4187,(+/-780),5662,(+/-864)
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",454,(+/-17),470,(+/-19),435,(+/-10),526,(+/-13),413,(+/-8),681,(+/-18),740,(+/-17),768,(+/-16),404,(+/-8),489,(+/-9),484,(+/-10),484,(+/-9),591,(+/-18),458,(+/-11),594,(+/-14),565,(+/-12),536,(+/-12),505,(+/-11)
Housing,"Gross Rent","Occupied units paying rent",111347,"(+/-4,828)",135618,"(+/-5,034)",73057,"(+/-3,121)",75322,"(+/-3,003)",73573,"(+/-3,151)",63656,"(+/-3,835)",51496,"(+/-2,801)",64089,"(+/-3,073)",67804,"(+/-3,497)",61872,"(+/-3,131)",76947,"(+/-3,551)",61537,"(+/-3,369)",94989,"(+/-3,954)",137953,"(+/-4,339)",81941,"(+/-3,802)",90658,"(+/-3,800)",73372,"(+/-3,623)",66324,"(+/-3,430)"
Housing,"Gross Rent","Less than $500",10353,"(+/-1,574)",19178,"(+/-1,810)",15656,"(+/-1,437)",6706,"(+/-1,184)",16234,"(+/-1,535)",4169,"(+/-1,157)",1924,(+/-619),4130,(+/-771),16474,"(+/-2,207)",10994,"(+/-1,216)",13066,"(+/-1,753)",13573,"(+/-1,431)",8014,"(+/-1,490)",24880,"(+/-2,688)",8642,"(+/-1,324)",7678,"(+/-1,399)",12305,"(+/-1,516)",10124,"(+/-1,501)"
Housing,"Gross Rent","$500 to $999",46129,"(+/-3,956)",57338,"(+/-3,448)",44983,"(+/-2,862)",42671,"(+/-3,149)",40114,"(+/-2,803)",20295,"(+/-2,266)",16795,"(+/-2,061)",16952,"(+/-1,668)",40068,"(+/-3,015)",36043,"(+/-2,568)",44124,"(+/-3,096)",34907,"(+/-2,524)",37128,"(+/-2,668)",76316,"(+/-3,911)",35192,"(+/-3,043)",47780,"(+/-2,862)",41607,"(+/-3,392)",40440,"(+/-3,123)"
Housing,"Gross Rent","$1,000 to $1,499",38645,"(+/-3,117)",35545,"(+/-2,927)",9476,"(+/-1,399)",21828,"(+/-1,962)",12681,"(+/-1,566)",24460,"(+/-2,555)",18475,"(+/-1,950)",24868,"(+/-2,462)",9781,"(+/-1,778)",11721,"(+/-1,285)",16700,"(+/-2,233)",9791,"(+/-1,496)",36486,"(+/-2,920)",25440,"(+/-2,405)",28868,"(+/-2,589)",27067,"(+/-2,762)",15110,"(+/-1,776)",12399,"(+/-1,755)"
Housing,"Gross Rent","$1,500 to $1,999",11264,"(+/-1,797)",14078,"(+/-1,739)",1370,(+/-556),3102,(+/-860),2204,(+/-735),9223,"(+/-1,396)",8197,"(+/-1,545)",12896,"(+/-1,808)",1167,(+/-518),2381,(+/-742),2155,(+/-760),1722,(+/-631),9880,"(+/-1,536)",8084,"(+/-1,523)",6914,"(+/-1,362)",5479,"(+/-1,282)",3183,(+/-994),1982,(+/-594)
Housing,"Gross Rent","$2,000 to $2,499",2802,(+/-750),5708,"(+/-1,018)",577,(+/-284),627,(+/-481),1542,(+/-646),3900,"(+/-1,021)",3149,(+/-790),3364,(+/-790),263,(+/-203),321,(+/-296),560,(+/-301),895,(+/-470),2651,(+/-681),2113,(+/-630),1644,(+/-638),1543,(+/-567),494,(+/-337),679,(+/-347)
Housing,"Gross Rent","$2,500 to $2,999",1416,(+/-528),2026,(+/-692),374,(+/-342),159,(+/-131),683,(+/-463),1006,(+/-440),1068,(+/-523),735,(+/-320),51,(+/-82),412,(+/-428),280,(+/-383),156,(+/-188),638,(+/-362),326,(+/-180),430,(+/-256),657,(+/-330),74,(+/-126),438,(+/-390)
Housing,"Gross Rent","$3,000 or more",738,(+/-335),1745,(+/-583),621,(+/-299),229,(+/-246),115,(+/-131),603,(+/-437),1888,(+/-634),1144,(+/-470),0,(+/-168),0,(+/-168),62,(+/-103),493,(+/-315),192,(+/-159),794,(+/-492),251,(+/-217),454,(+/-215),599,(+/-430),262,(+/-215)
Housing,"Gross Rent","Median (dollars)",993,(+/-25),933,(+/-21),680,(+/-16),890,(+/-21),714,(+/-24),1140,(+/-32),1159,(+/-39),1174,(+/-24),685,(+/-21),748,(+/-20),791,(+/-23),709,(+/-21),1026,(+/-22),773,(+/-14),965,(+/-30),915,(+/-19),778,(+/-21),768,(+/-23)
Housing,"Gross Rent","No rent paid",4717,(+/-988),5459,"(+/-1,284)",7308,"(+/-1,051)",3975,(+/-949),7230,(+/-985),2759,(+/-873),3397,"(+/-1,081)",1888,(+/-468),6599,(+/-899),6769,"(+/-1,127)",6245,"(+/-1,027)",5449,(+/-959),3094,(+/-870),5120,(+/-842),3935,(+/-964),3135,(+/-836),6035,"(+/-1,077)",5612,(+/-967)
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Total households",262548,"(+/-5,015)",280331,"(+/-5,454)",280874,"(+/-3,230)",276101,"(+/-3,646)",270136,"(+/-3,429)",272195,"(+/-4,246)",257416,"(+/-4,224)",265273,"(+/-2,623)",278585,"(+/-2,975)",268635,"(+/-3,996)",282386,"(+/-4,260)",287314,"(+/-4,022)",267087,"(+/-3,916)",313503,"(+/-4,173)",273750,"(+/-3,826)",264427,"(+/-2,916)",264661,"(+/-4,573)",290815,"(+/-4,113)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Less than $10,000",27364,"(+/-2,440)",42820,"(+/-3,743)",20806,"(+/-2,017)",10700,"(+/-1,358)",18521,"(+/-1,696)",9218,"(+/-1,416)",8206,"(+/-1,390)",8686,"(+/-1,366)",21162,"(+/-1,712)",16096,"(+/-1,592)",19038,"(+/-1,807)",16165,"(+/-1,957)",20181,"(+/-2,569)",32173,"(+/-2,559)",13092,"(+/-1,932)",15492,"(+/-2,389)",16177,"(+/-1,901)",14034,"(+/-1,816)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$10,000 to $14,999",14978,"(+/-1,722)",20208,"(+/-2,434)",15465,"(+/-1,758)",11743,"(+/-1,666)",14961,"(+/-1,492)",8278,"(+/-1,301)",4708,(+/-956),7706,"(+/-1,475)",17098,"(+/-1,914)",12449,"(+/-1,356)",13823,"(+/-1,495)",11998,"(+/-1,327)",13713,"(+/-1,986)",23660,"(+/-2,659)",9997,"(+/-1,402)",12636,"(+/-1,876)",18133,"(+/-1,900)",10829,"(+/-1,622)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$15,000 to $24,999",32129,"(+/-2,908)",36456,"(+/-3,213)",32643,"(+/-2,013)",25529,"(+/-2,124)",32150,"(+/-2,254)",18337,"(+/-1,927)",16691,"(+/-2,123)",16729,"(+/-1,884)",32571,"(+/-1,821)",30952,"(+/-2,324)",27762,"(+/-2,209)",31486,"(+/-2,412)",25265,"(+/-2,418)",41471,"(+/-2,911)",24989,"(+/-2,480)",26092,"(+/-2,585)",31394,"(+/-2,697)",27030,"(+/-2,350)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$25,000 to $34,999",30242,"(+/-2,511)",28177,"(+/-2,619)",31960,"(+/-2,158)",27227,"(+/-2,446)",30849,"(+/-2,224)",18415,"(+/-1,964)",16300,"(+/-1,989)",19656,"(+/-1,912)",32535,"(+/-2,358)",28614,"(+/-1,912)",31878,"(+/-2,366)",29924,"(+/-2,315)",22786,"(+/-2,350)",34107,"(+/-2,447)",25590,"(+/-2,431)",26896,"(+/-2,440)",28598,"(+/-2,183)",27247,"(+/-2,399)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$35,000 to $49,999",35006,"(+/-3,103)",32682,"(+/-2,847)",38835,"(+/-2,440)",38896,"(+/-2,815)",41781,"(+/-2,686)",29014,"(+/-2,221)",27144,"(+/-2,164)",29000,"(+/-2,677)",41662,"(+/-2,369)",37574,"(+/-2,485)",40220,"(+/-2,860)",37389,"(+/-2,417)",34828,"(+/-2,684)",41509,"(+/-2,377)",40388,"(+/-3,375)",37661,"(+/-3,074)",37041,"(+/-2,694)",36921,"(+/-2,652)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$50,000 to $74,999",44632,"(+/-2,824)",41438,"(+/-2,994)",53327,"(+/-2,953)",57574,"(+/-3,836)",53442,"(+/-2,916)",44070,"(+/-3,108)",40851,"(+/-2,808)",43061,"(+/-2,910)",52130,"(+/-2,672)",56452,"(+/-2,875)",58571,"(+/-2,827)",52123,"(+/-2,734)",46922,"(+/-3,267)",54324,"(+/-3,128)",53374,"(+/-3,105)",50883,"(+/-3,000)",53606,"(+/-2,974)",55481,"(+/-2,964)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$75,000 to $99,999",28429,"(+/-2,510)",24681,"(+/-2,836)",35163,"(+/-2,248)",39884,"(+/-2,739)",33763,"(+/-2,434)",41324,"(+/-2,875)",35731,"(+/-2,446)",35041,"(+/-2,672)",37410,"(+/-2,093)",35334,"(+/-1,946)",36941,"(+/-2,483)",38918,"(+/-2,276)",31293,"(+/-2,411)",34639,"(+/-2,655)",39095,"(+/-2,643)",38982,"(+/-3,216)",31231,"(+/-2,532)",38295,"(+/-2,586)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$100,000 to $149,999",28093,"(+/-2,761)",25852,"(+/-2,111)",35321,"(+/-2,132)",42043,"(+/-2,673)",29849,"(+/-2,296)",48543,"(+/-3,493)",50512,"(+/-3,201)",49036,"(+/-2,380)",29687,"(+/-2,171)",31838,"(+/-2,001)",35675,"(+/-2,509)",40498,"(+/-2,408)",40300,"(+/-2,534)",31784,"(+/-2,332)",37619,"(+/-2,184)",32052,"(+/-2,156)",32478,"(+/-2,260)",46101,"(+/-3,228)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$150,000 to $199,000",10909,"(+/-1,364)",11607,"(+/-1,468)",8761,"(+/-1,087)",13623,"(+/-1,700)",8122,"(+/-1,108)",24481,"(+/-2,278)",26214,"(+/-2,002)",26006,"(+/-2,015)",8497,"(+/-1,137)",10891,"(+/-1,532)",10935,"(+/-1,137)",14303,"(+/-1,472)",16433,"(+/-1,347)",9935,"(+/-1,414)",16480,"(+/-1,868)",13594,"(+/-1,508)",9170,"(+/-1,519)",16649,"(+/-1,969)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","$200,000 or more",10766,"(+/-1,277)",16410,"(+/-1,692)",8593,(+/-990),8882,"(+/-1,332)",6698,"(+/-1,053)",30515,"(+/-2,060)",31059,"(+/-2,278)",30352,"(+/-2,254)",5833,(+/-842),8435,"(+/-1,161)",7543,"(+/-1,229)",14510,"(+/-1,663)",15366,"(+/-1,845)",9901,"(+/-1,176)",13126,"(+/-1,357)",10139,"(+/-1,038)",6833,"(+/-1,238)",18228,"(+/-1,800)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Median household income (dollars)",45968,"(+/-1,186)",40244,"(+/-1,367)",50231,"(+/-1,298)",58510,"(+/-1,851)",48610,"(+/-1,491)",80129,"(+/-2,183)",84406,"(+/-2,464)",80032,"(+/-2,477)",47413,"(+/-1,289)",53520,"(+/-1,704)",52367,"(+/-1,384)",57186,"(+/-1,848)",57367,"(+/-1,984)",43763,"(+/-1,852)",58867,"(+/-2,182)",55802,"(+/-1,728)",50329,"(+/-1,253)",62254,"(+/-1,389)"
Socioeconomic,"Income and Benefits (In 2015 inflation-adjusted dollars)","Mean household income (dollars)",65377,"(+/-1,778)",69693,"(+/-2,315)",65344,"(+/-1,305)",74070,"(+/-1,861)",62822,"(+/-1,642)",105332,"(+/-2,677)",111496,"(+/-2,901)",106122,"(+/-3,018)",61063,"(+/-1,151)",67395,"(+/-1,642)",66173,"(+/-1,557)",77703,"(+/-2,327)",79643,"(+/-2,754)",61454,"(+/-1,666)",78072,"(+/-1,757)",72299,"(+/-2,062)",63827,"(+/-1,902)",84310,"(+/-1,973)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",713354,"(+/-16,305)",719105,"(+/-15,551)",688375,"(+/-5,317)",713864,"(+/-4,411)",672344,"(+/-5,105)",711764,"(+/-11,007)",697680,"(+/-11,338)",700622,"(+/-5,534)",686437,"(+/-5,176)",688225,"(+/-8,288)",688891,"(+/-8,043)",689489,"(+/-7,789)",721539,"(+/-13,420)",689704,"(+/-7,525)",720232,"(+/-9,398)",725044,"(+/-8,862)",671888,"(+/-10,147)",700860,"(+/-9,288)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",641535,"(+/-15,567)",662558,"(+/-14,661)",649156,"(+/-5,622)",670739,"(+/-5,238)",634825,"(+/-6,363)",680660,"(+/-10,532)",660568,"(+/-10,375)",668415,"(+/-6,175)",639042,"(+/-5,901)",635359,"(+/-9,328)",652935,"(+/-8,565)",663271,"(+/-7,742)",661898,"(+/-13,237)",645503,"(+/-8,152)",675051,"(+/-9,299)",652595,"(+/-9,580)",627278,"(+/-10,923)",676102,"(+/-9,487)"
Socioeconomic,"Health Insurance Coverage","With private health insurance",399273,"(+/-12,806)",448569,"(+/-11,777)",495682,"(+/-8,054)",541894,"(+/-7,634)",501026,"(+/-7,396)",591682,"(+/-10,755)",580976,"(+/-11,513)",582456,"(+/-8,556)",494678,"(+/-8,601)",502942,"(+/-10,039)",521918,"(+/-9,348)",546097,"(+/-9,041)",494062,"(+/-11,218)",489786,"(+/-9,546)",534558,"(+/-9,188)",484757,"(+/-11,070)",481235,"(+/-11,035)",569953,"(+/-9,104)"
Socioeconomic,"Health Insurance Coverage","With public coverage",303218,"(+/-14,520)",299701,"(+/-11,795)",265005,"(+/-6,152)",233673,"(+/-7,987)",244009,"(+/-6,676)",182249,"(+/-7,636)",179559,"(+/-7,284)",184127,"(+/-5,885)",260889,"(+/-7,708)",249144,"(+/-5,341)",243270,"(+/-7,254)",236525,"(+/-6,591)",250876,"(+/-12,009)",256107,"(+/-7,668)",242808,"(+/-8,018)",256666,"(+/-10,672)",254346,"(+/-9,064)",226202,"(+/-7,294)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",71819,"(+/-4,833)",56547,"(+/-5,068)",39219,"(+/-3,378)",43125,"(+/-3,477)",37519,"(+/-4,045)",31104,"(+/-4,008)",37112,"(+/-4,429)",32207,"(+/-3,853)",47395,"(+/-4,293)",52866,"(+/-4,814)",35956,"(+/-3,852)",26218,"(+/-3,157)",59641,"(+/-5,137)",44201,"(+/-3,667)",45181,"(+/-4,131)",72449,"(+/-6,378)",44610,"(+/-5,286)",24758,"(+/-2,626)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 18 years",170210,"(+/-7,576)",142296,"(+/-7,603)",146051,"(+/-3,118)",158411,"(+/-2,630)",128012,"(+/-2,988)",156604,"(+/-6,205)",152231,"(+/-5,686)",150204,"(+/-2,677)",140945,"(+/-2,628)",143990,"(+/-3,892)",140764,"(+/-4,501)",140308,"(+/-4,856)",170356,"(+/-7,523)",119108,"(+/-4,422)",162021,"(+/-4,880)",183452,"(+/-4,692)",136865,"(+/-5,334)",143476,"(+/-4,721)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",5089,"(+/-1,564)",3929,"(+/-1,706)",5023,"(+/-1,088)",4422,"(+/-1,239)",6864,"(+/-1,652)",5295,"(+/-1,548)",7732,"(+/-1,801)",4138,"(+/-1,386)",9834,"(+/-2,133)",10220,"(+/-1,960)",6017,"(+/-1,743)",2286,"(+/-1,089)",6258,"(+/-1,889)",3332,"(+/-1,164)",6094,"(+/-1,624)",17822,"(+/-3,419)",5787,"(+/-1,848)",1222,(+/-533)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","All families",19.3,(+/-1.4),21.1,(+/-1.7),11,(+/-1.0),7.5,(+/-1.0),8.6,(+/-0.9),4.2,(+/-0.8),3.6,(+/-0.7),4,(+/-0.7),10.4,(+/-1.0),8.2,(+/-0.9),7.9,(+/-0.9),7.1,(+/-1.0),11.1,(+/-1.3),11.8,(+/-1.2),7.8,(+/-1.0),9.8,(+/-1.1),9.3,(+/-1.1),5.6,(+/-0.9)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",29.5,(+/-2.7),32.7,(+/-2.7),20.1,(+/-1.9),12.4,(+/-2.0),17.1,(+/-1.9),6.3,(+/-1.4),5.9,(+/-1.4),6.4,(+/-1.4),18.1,(+/-2.1),16.2,(+/-2.0),15.7,(+/-2.0),13.7,(+/-2.2),17.1,(+/-2.3),21.9,(+/-2.3),13.2,(+/-2.1),17.1,(+/-2.1),16.3,(+/-2.1),10,(+/-1.8)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",23.7,(+/-4.8),27.2,(+/-6.3),17.8,(+/-4.0),8.9,(+/-3.2),19.7,(+/-5.0),6.9,(+/-3.9),6.6,(+/-3.3),5,(+/-2.7),20.6,(+/-4.5),21.2,(+/-5.0),15.1,(+/-5.0),13.4,(+/-5.1),20.7,(+/-5.6),17.1,(+/-4.1),13.6,(+/-5.2),11,(+/-4.0),14.8,(+/-5.1),11.5,(+/-4.3)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",8.7,(+/-1.8),6.9,(+/-1.7),4.1,(+/-0.6),2.8,(+/-0.6),3.8,(+/-0.8),2.3,(+/-0.6),2.1,(+/-0.6),2.3,(+/-0.7),5.9,(+/-0.8),4.4,(+/-0.8),3.1,(+/-0.7),2.9,(+/-0.6),6.2,(+/-1.1),4,(+/-0.9),3.3,(+/-0.7),4.3,(+/-0.9),3.9,(+/-0.9),3.1,(+/-0.7)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",12.9,(+/-3.3),7.6,(+/-2.1),5.9,(+/-1.4),3.1,(+/-1.0),7.1,(+/-1.7),2.5,(+/-1.1),3.1,(+/-1.1),3,(+/-1.3),8.6,(+/-1.8),7.7,(+/-1.9),5.3,(+/-1.8),3.8,(+/-1.0),8.1,(+/-1.7),6.1,(+/-2.2),4.6,(+/-1.3),7.1,(+/-1.9),6,(+/-1.8),4.5,(+/-1.5)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",7.1,(+/-4.6),4.5,(+/-3.4),3.5,(+/-2.2),2.1,(+/-2.6),6.5,(+/-3.2),0.3,(+/-0.6),1.9,(+/-1.2),0.3,(+/-0.4),6.8,(+/-3.6),9.1,(+/-5.8),1.9,(+/-2.1),4.5,(+/-3.8),9.9,(+/-4.4),4.9,(+/-3.5),3.3,(+/-2.7),2.2,(+/-1.9),4.3,(+/-3.3),3.3,(+/-2.8)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",33.8,(+/-3.3),36,(+/-3.4),38,(+/-3.8),26.8,(+/-4.1),30,(+/-4.0),15.8,(+/-3.8),12.7,(+/-3.6),14,(+/-3.5),30.4,(+/-3.8),29.5,(+/-3.8),25.3,(+/-3.8),25.9,(+/-4.4),26.9,(+/-4.0),29.7,(+/-4.0),23.6,(+/-4.1),28.9,(+/-3.8),27.5,(+/-4.1),18.3,(+/-3.4)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",45.6,(+/-4.7),47.7,(+/-4.4),51.2,(+/-4.7),35.6,(+/-5.6),41.3,(+/-5.1),23.7,(+/-6.0),19.7,(+/-6.1),20.3,(+/-5.3),44.3,(+/-5.5),43.8,(+/-5.4),38.5,(+/-5.8),43.2,(+/-7.1),37.3,(+/-5.7),43.5,(+/-5.1),30.4,(+/-5.6),40,(+/-5.3),40.8,(+/-5.5),28.7,(+/-5.9)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",46.3,(+/-10.1),50.9,(+/-11.9),47.3,(+/-12.2),36.2,(+/-12.4),46.5,(+/-15.3),43.4,(+/-19.4),28.4,(+/-23.8),22.5,(+/-16.4),56.4,(+/-12.7),62.8,(+/-10.8),48.1,(+/-12.3),35.5,(+/-18.2),41.6,(+/-13.8),38.5,(+/-10.6),38.2,(+/-13.3),41.6,(+/-14.6),43.3,(+/-13.0),40.2,(+/-18.4)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","All people",22.9,(+/-1.3),27.7,(+/-1.7),14.9,(+/-1.0),10.2,(+/-0.9),14.6,(+/-1.0),6.7,(+/-0.9),5.8,(+/-0.9),6,(+/-0.7),14.9,(+/-1.0),12.6,(+/-1.0),11.8,(+/-0.9),10.2,(+/-0.9),14.5,(+/-1.3),18,(+/-1.0),10.8,(+/-0.9),13.5,(+/-1.2),13.3,(+/-1.0),8.6,(+/-1.0)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",35.4,(+/-3.3),40.6,(+/-3.8),23.9,(+/-2.2),15.9,(+/-2.4),20.7,(+/-2.5),8.6,(+/-2.0),7.7,(+/-2.3),7,(+/-1.6),21.7,(+/-2.6),19.4,(+/-2.2),19.1,(+/-2.5),15.4,(+/-2.4),19.2,(+/-2.8),26.7,(+/-2.8),17,(+/-2.4),20.7,(+/-2.7),19.6,(+/-2.3),11.5,(+/-2.4)
