Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE","District 09 Value","District 09 MOE","District 10 Value","District 10 MOE","District 11 Value","District 11 MOE","District 12 Value","District 12 MOE","District 13 Value","District 13 MOE","District 14 Value","District 14 MOE","District 15 Value","District 15 MOE","District 16 Value","District 16 MOE","District 17 Value","District 17 MOE","District 18 Value","District 18 MOE","District 19 Value","District 19 MOE","District 20 Value","District 20 MOE","District 21 Value","District 21 MOE","District 22 Value","District 22 MOE","District 23 Value","District 23 MOE","District 24 Value","District 24 MOE","District 25 Value","District 25 MOE","District 26 Value","District 26 MOE","District 27 Value","District 27 MOE","District 28 Value","District 28 MOE","District 29 Value","District 29 MOE","District 30 Value","District 30 MOE","District 31 Value","District 31 MOE","District 32 Value","District 32 MOE","District 33 Value","District 33 MOE","District 34 Value","District 34 MOE","District 35 Value","District 35 MOE","District 36 Value","District 36 MOE"
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",47.6,(+/-17.7),28.7,(+/-17.6),35.2,(+/-15.9),30,(+/-14.5),49.2,(+/-16.6),13.8,(+/-9.1),47.3,(+/-17.3),21.3,(+/-13.1),42.6,(+/-13.3),36,(+/-18.6),39.5,(+/-15.2),33.4,(+/-15.1),68.4,(+/-13.3),37.3,(+/-16.5),45.5,(+/-13.4),51.6,(+/-13.5),51.7,(+/-14.3),45.3,(+/-13.5),57,(+/-14.3),46.8,(+/-12.9),20.4,(+/-13.4),17.2,(+/-16.3),51.5,(+/-16.4),22.3,(+/-10.3),42.1,(+/-16.0),39.1,(+/-17.7),57.1,(+/-9.1),41.6,(+/-13.6),62.2,(+/-12.7),34.4,(+/-13.8),29.4,(+/-12.3),32.8,(+/-18.8),50.1,(+/-11.1),47.2,(+/-15.9),35.3,(+/-9.8),53.2,(+/-14.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","All people",18.2,(+/-1.3),10.3,(+/-1.4),6.5,(+/-1.0),15.8,(+/-1.4),17.6,(+/-1.5),11.4,(+/-1.2),12.1,(+/-1.7),11.3,(+/-1.5),20,(+/-1.7),10.1,(+/-1.2),12.9,(+/-1.3),11.5,(+/-1.2),15.7,(+/-1.0),14.7,(+/-1.3),27.5,(+/-2.0),18.5,(+/-1.4),18,(+/-1.2),23.6,(+/-1.9),17.3,(+/-1.3),17.8,(+/-1.4),8.9,(+/-1.0),6.8,(+/-1.0),17.5,(+/-1.3),9,(+/-1.0),11.1,(+/-1.2),7.2,(+/-0.8),17.2,(+/-1.3),25.6,(+/-2.1),25.5,(+/-1.7),24.1,(+/-2.0),10.8,(+/-1.1),12.8,(+/-1.2),24.8,(+/-1.6),29.4,(+/-1.8),20.8,(+/-1.3),13.3,(+/-1.2)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",26.8,(+/-2.8),15.2,(+/-2.9),8.5,(+/-2.3),22.9,(+/-2.8),24.9,(+/-3.0),14.9,(+/-2.1),18.2,(+/-3.7),14.3,(+/-2.8),32.3,(+/-3.5),12.6,(+/-2.5),16.2,(+/-2.7),16.3,(+/-2.4),22.7,(+/-2.2),19.7,(+/-2.5),39.5,(+/-3.6),26.8,(+/-2.9),21.6,(+/-3.0),37,(+/-4.0),21.6,(+/-2.6),25.7,(+/-2.6),10.1,(+/-2.3),8,(+/-1.9),24.1,(+/-2.5),13.1,(+/-2.3),13.8,(+/-2.7),7.4,(+/-1.6),26.3,(+/-2.8),38,(+/-3.5),39.2,(+/-3.1),34,(+/-3.7),15.3,(+/-2.1),20.3,(+/-2.5),36,(+/-2.9),42.7,(+/-3.1),30.2,(+/-2.8),17.8,(+/-2.8)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",26.5,(+/-2.8),15.1,(+/-2.9),8.4,(+/-2.3),22.7,(+/-2.8),24.6,(+/-3.0),14.8,(+/-2.1),17.8,(+/-3.7),14.1,(+/-2.8),32.1,(+/-3.6),12.5,(+/-2.5),15.8,(+/-2.7),16.1,(+/-2.4),22.3,(+/-2.2),19.3,(+/-2.5),39.4,(+/-3.6),26.5,(+/-3.0),21.4,(+/-3.0),36.9,(+/-4.0),21.1,(+/-2.6),25.3,(+/-2.6),9.7,(+/-2.3),7.5,(+/-1.9),23.8,(+/-2.5),13,(+/-2.3),13.6,(+/-2.7),7.1,(+/-1.5),26,(+/-2.8),37.7,(+/-3.5),39.1,(+/-3.1),33.8,(+/-3.8),15.1,(+/-2.0),20.2,(+/-2.5),35.7,(+/-2.9),42.5,(+/-3.1),29.8,(+/-2.9),17.3,(+/-2.8)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",30.4,(+/-5.1),14.6,(+/-4.4),9.2,(+/-3.0),24.6,(+/-5.3),28.3,(+/-4.4),14.2,(+/-3.1),19.1,(+/-5.6),14.6,(+/-4.4),32.6,(+/-5.5),13.1,(+/-3.5),18.1,(+/-4.9),18,(+/-4.2),26.6,(+/-4.0),17.7,(+/-3.9),45.2,(+/-4.9),27.1,(+/-4.7),25.3,(+/-4.6),39.9,(+/-5.8),24.2,(+/-4.7),28.9,(+/-4.7),8.8,(+/-2.6),7.4,(+/-2.9),28.2,(+/-4.8),12.7,(+/-3.0),13.6,(+/-3.1),8.5,(+/-2.5),31.9,(+/-4.2),41.8,(+/-4.6),43.5,(+/-4.3),30.9,(+/-4.8),17,(+/-3.4),17.7,(+/-3.4),38.4,(+/-4.3),42.2,(+/-4.8),32.9,(+/-4.2),19.7,(+/-4.5)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",25.1,(+/-3.0),15.2,(+/-3.1),8.1,(+/-2.4),22,(+/-2.8),23.2,(+/-3.1),15,(+/-2.3),17.3,(+/-3.9),14,(+/-3.0),31.9,(+/-3.7),12.2,(+/-2.8),14.8,(+/-2.5),15.3,(+/-2.4),20.7,(+/-2.4),19.9,(+/-2.7),37.1,(+/-3.7),26.2,(+/-3.1),19.8,(+/-3.2),35.6,(+/-4.0),19.8,(+/-2.8),24,(+/-2.8),10.1,(+/-2.7),7.5,(+/-1.8),22.2,(+/-2.7),13.1,(+/-2.8),13.6,(+/-3.0),6.6,(+/-1.6),23.9,(+/-3.0),36.1,(+/-3.9),37.5,(+/-3.3),34.8,(+/-3.9),14.3,(+/-2.1),21.3,(+/-2.9),34.6,(+/-2.9),42.5,(+/-3.4),28.5,(+/-3.1),16.4,(+/-3.0)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",15.3,(+/-1.1),8.8,(+/-1.1),5.8,(+/-0.7),13.4,(+/-1.1),15,(+/-1.2),10.1,(+/-1.1),9.9,(+/-1.2),10.3,(+/-1.3),15.5,(+/-1.2),9.2,(+/-0.9),11.7,(+/-1.0),9.9,(+/-1.0),13.3,(+/-0.8),13,(+/-1.2),22,(+/-1.6),15.2,(+/-1.1),16.8,(+/-1.0),18.7,(+/-1.4),15.8,(+/-1.0),15,(+/-1.3),8.6,(+/-0.9),6.3,(+/-0.9),14.8,(+/-1.2),7.7,(+/-0.8),10.2,(+/-0.9),7.1,(+/-0.7),14.1,(+/-1.0),20,(+/-1.6),19.2,(+/-1.4),20.3,(+/-1.5),9.2,(+/-0.9),10.4,(+/-0.9),19.6,(+/-1.3),23.6,(+/-1.5),17.5,(+/-1.1),11.8,(+/-1.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",9.6,(+/-1.5),7.4,(+/-2.5),6,(+/-1.3),9.2,(+/-1.2),9.5,(+/-1.8),7.2,(+/-1.6),7.6,(+/-1.8),8.3,(+/-2.7),14.2,(+/-2.6),9,(+/-2.0),9.9,(+/-1.5),5.9,(+/-1.4),9.1,(+/-1.1),9.4,(+/-1.7),19.8,(+/-2.8),14.7,(+/-1.8),8.4,(+/-1.6),14.1,(+/-2.4),10,(+/-1.4),11.9,(+/-1.7),5.4,(+/-1.4),6.1,(+/-1.6),17.2,(+/-2.2),6.5,(+/-1.9),6.1,(+/-1.2),4.9,(+/-1.2),10,(+/-1.7),17.3,(+/-2.3),16.7,(+/-2.9),16.4,(+/-2.2),6,(+/-1.1),6.4,(+/-1.5),17.7,(+/-3.1),18.8,(+/-2.2),16.1,(+/-2.3),7.9,(+/-1.7)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","People in families",15.5,(+/-1.4),9.1,(+/-1.6),5.2,(+/-1.1),13.5,(+/-1.5),15.5,(+/-1.7),9.4,(+/-1.3),11.4,(+/-2.0),9.3,(+/-1.7),18.8,(+/-2.0),8.2,(+/-1.4),10,(+/-1.4),9.5,(+/-1.4),13.5,(+/-1.3),12.1,(+/-1.3),26.6,(+/-2.1),16.8,(+/-1.5),12.6,(+/-1.5),23,(+/-2.3),13.3,(+/-1.4),15.6,(+/-1.5),5.3,(+/-1.1),4.9,(+/-0.9),15.9,(+/-1.4),8.1,(+/-1.2),8.4,(+/-1.3),4.8,(+/-0.8),15.3,(+/-1.4),24.9,(+/-2.2),25,(+/-1.9),22.1,(+/-2.3),9.1,(+/-1.1),11.5,(+/-1.3),23.5,(+/-1.8),28.9,(+/-2.0),18.3,(+/-1.6),10.7,(+/-1.4)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",31.3,(+/-2.6),16.1,(+/-2.0),15.2,(+/-2.2),28.7,(+/-2.3),28.2,(+/-2.6),23.7,(+/-2.5),15.1,(+/-1.9),23.3,(+/-2.7),26,(+/-2.4),19.5,(+/-2.2),26.5,(+/-1.9),22.1,(+/-2.3),26,(+/-1.7),27.5,(+/-2.8),36.7,(+/-3.2),30.7,(+/-3.0),36.2,(+/-2.0),26.4,(+/-2.1),33.5,(+/-2.3),28.7,(+/-2.4),19.7,(+/-2.3),23.7,(+/-3.9),30.2,(+/-3.4),12.5,(+/-1.6),23.7,(+/-2.2),22,(+/-2.5),27,(+/-2.3),31.7,(+/-3.0),28.7,(+/-2.4),33.2,(+/-2.7),20.8,(+/-2.4),18.4,(+/-2.2),32.1,(+/-2.3),34,(+/-3.1),30.3,(+/-2.1),27,(+/-2.5)
Education,"School Enrollment","Population 3 years and over enrolled in school",184259,"(+/-4,434)",196630,"(+/-11,588)",234077,"(+/-4,684)",175226,"(+/-4,275)",190144,"(+/-6,654)",212412,"(+/-8,228)",202012,"(+/-11,707)",203653,"(+/-6,503)",218152,"(+/-12,604)",220431,"(+/-9,243)",186413,"(+/-5,277)",203921,"(+/-8,526)",181680,"(+/-4,845)",189921,"(+/-6,172)",238358,"(+/-7,609)",229168,"(+/-8,029)",230233,"(+/-6,445)",212450,"(+/-12,188)",206489,"(+/-5,230)",228669,"(+/-9,905)",188772,"(+/-10,160)",257329,"(+/-9,507)",214361,"(+/-8,909)",201342,"(+/-7,490)",206215,"(+/-9,531)",245524,"(+/-6,334)",183175,"(+/-4,197)",219819,"(+/-7,855)",225844,"(+/-11,317)",205699,"(+/-8,269)",223989,"(+/-5,854)",194899,"(+/-8,316)",214051,"(+/-9,043)",205559,"(+/-6,962)",227749,"(+/-10,259)",182332,"(+/-7,961)"
Education,"School Enrollment","Nursery school, preschool",11180,"(+/-2,148)",11227,"(+/-2,199)",16232,"(+/-1,845)",9358,"(+/-1,631)",8811,"(+/-1,379)",10480,"(+/-1,927)",15372,"(+/-2,113)",12274,"(+/-2,681)",12936,"(+/-3,139)",16378,"(+/-2,648)",10554,"(+/-1,732)",12783,"(+/-2,728)",11219,"(+/-1,485)",14276,"(+/-2,224)",11957,"(+/-1,991)",14467,"(+/-2,776)",10133,"(+/-2,057)",12438,"(+/-2,299)",10302,"(+/-1,659)",12975,"(+/-2,202)",8594,"(+/-1,444)",17372,"(+/-2,829)",12866,"(+/-2,255)",14132,"(+/-2,184)",13010,"(+/-1,685)",16851,"(+/-2,068)",9261,"(+/-1,448)",16077,"(+/-2,547)",13044,"(+/-2,060)",12668,"(+/-2,311)",15700,"(+/-2,222)",13722,"(+/-1,999)",10360,"(+/-1,600)",13736,"(+/-2,314)",10111,"(+/-1,911)",8678,"(+/-1,783)"
Education,"School Enrollment",Kindergarten,12607,"(+/-1,958)",13338,"(+/-2,448)",13872,"(+/-1,902)",9644,"(+/-1,600)",9153,"(+/-1,910)",9554,"(+/-1,741)",9573,"(+/-1,760)",11502,"(+/-2,689)",12256,"(+/-2,043)",10923,"(+/-1,827)",9200,"(+/-1,552)",11643,"(+/-1,628)",9976,"(+/-1,556)",11016,"(+/-2,051)",13977,"(+/-1,862)",10626,"(+/-2,335)",9269,"(+/-1,658)",13892,"(+/-2,654)",11383,"(+/-1,696)",12489,"(+/-2,020)",7713,"(+/-1,550)",14147,"(+/-2,443)",10743,"(+/-1,947)",11201,"(+/-1,724)",10486,"(+/-1,632)",15513,"(+/-2,099)",10969,"(+/-1,801)",11725,"(+/-2,210)",15056,"(+/-2,088)",13474,"(+/-2,250)",13442,"(+/-2,080)",10698,"(+/-1,893)",13411,"(+/-1,760)",11845,"(+/-1,810)",13995,"(+/-2,064)",10126,"(+/-1,561)"
Education,"School Enrollment","Elementary school (grades 1-8)",79034,"(+/-3,596)",78810,"(+/-6,994)",103178,"(+/-3,171)",82185,"(+/-2,598)",87699,"(+/-4,654)",88260,"(+/-4,820)",90456,"(+/-6,512)",91704,"(+/-4,156)",91017,"(+/-7,422)",98664,"(+/-6,498)",85354,"(+/-3,044)",88166,"(+/-4,906)",80586,"(+/-2,707)",81187,"(+/-3,588)",109766,"(+/-5,185)",88806,"(+/-3,791)",75521,"(+/-4,318)",88148,"(+/-7,698)",80708,"(+/-3,196)",92324,"(+/-5,863)",69323,"(+/-5,939)",110261,"(+/-6,257)",97964,"(+/-6,279)",82276,"(+/-4,660)",81754,"(+/-4,439)",103684,"(+/-3,894)",85916,"(+/-3,334)",102354,"(+/-5,001)",114431,"(+/-8,021)",99957,"(+/-5,550)",99891,"(+/-2,995)",78860,"(+/-4,716)",109224,"(+/-6,102)",99548,"(+/-4,155)",93571,"(+/-6,722)",83711,"(+/-4,675)"
Education,"School Enrollment","High school (grades 9-12)",37987,"(+/-2,343)",42113,"(+/-4,571)",50236,"(+/-2,166)",39854,"(+/-2,136)",47795,"(+/-3,411)",47600,"(+/-3,298)",42740,"(+/-4,603)",44214,"(+/-3,404)",42397,"(+/-4,222)",43742,"(+/-2,840)",42053,"(+/-2,916)",41757,"(+/-3,477)",38704,"(+/-2,349)",42712,"(+/-2,893)",56294,"(+/-3,913)",46067,"(+/-2,389)",40441,"(+/-3,138)",39974,"(+/-3,764)",39225,"(+/-2,428)",45145,"(+/-3,712)",37738,"(+/-3,599)",54727,"(+/-3,332)",53203,"(+/-4,197)",40901,"(+/-3,396)",40351,"(+/-2,746)",45945,"(+/-2,889)",44001,"(+/-2,690)",49223,"(+/-3,520)",47170,"(+/-4,517)",41336,"(+/-3,252)",44312,"(+/-2,140)",37110,"(+/-2,997)",49208,"(+/-3,795)",46764,"(+/-3,095)",43369,"(+/-4,039)",42192,"(+/-3,761)"
Education,"School Enrollment","College or graduate school",43451,"(+/-3,232)",51142,"(+/-4,105)",50559,"(+/-4,148)",34185,"(+/-3,125)",36686,"(+/-3,307)",56518,"(+/-4,652)",43871,"(+/-5,226)",43959,"(+/-4,765)",59546,"(+/-6,132)",50724,"(+/-4,721)",39252,"(+/-4,240)",49572,"(+/-4,878)",41195,"(+/-3,090)",40730,"(+/-3,669)",46364,"(+/-3,961)",69202,"(+/-5,894)",94869,"(+/-4,674)",57998,"(+/-5,565)",64871,"(+/-4,039)",65736,"(+/-5,297)",65404,"(+/-5,172)",60822,"(+/-5,128)",39585,"(+/-3,981)",52832,"(+/-4,182)",60614,"(+/-7,235)",63531,"(+/-4,406)",33028,"(+/-2,973)",40440,"(+/-3,654)",36143,"(+/-3,645)",38264,"(+/-4,043)",50644,"(+/-4,203)",54509,"(+/-4,543)",31848,"(+/-2,961)",33666,"(+/-3,232)",66703,"(+/-4,230)",37625,"(+/-4,161)"
Education,"Educational Attainment","Population 25 years and over",465543,"(+/-3,871)",504616,"(+/-14,781)",533973,"(+/-3,157)",484509,"(+/-4,100)",482638,"(+/-9,762)",475887,"(+/-8,469)",514487,"(+/-14,071)",523413,"(+/-7,215)",491055,"(+/-13,217)",525353,"(+/-11,052)",490418,"(+/-3,833)",516263,"(+/-10,415)",458283,"(+/-3,681)",491179,"(+/-4,949)",444120,"(+/-7,712)",453216,"(+/-3,486)",459621,"(+/-7,156)",481194,"(+/-14,581)",441504,"(+/-3,995)",474681,"(+/-10,384)",538423,"(+/-11,476)",548608,"(+/-11,791)",457673,"(+/-10,671)",526707,"(+/-8,325)",502767,"(+/-8,221)",519165,"(+/-8,013)",473689,"(+/-3,587)",420453,"(+/-6,695)",436377,"(+/-15,275)",468291,"(+/-10,895)",512957,"(+/-2,969)",499103,"(+/-8,597)",429223,"(+/-10,971)",431596,"(+/-6,743)",516371,"(+/-11,348)",479505,"(+/-8,415)"
Education,"Educational Attainment","Less than 9th grade",30117,"(+/-3,003)",31217,"(+/-4,858)",20455,"(+/-3,160)",25936,"(+/-2,865)",41763,"(+/-4,215)",26238,"(+/-3,380)",36223,"(+/-4,517)",33956,"(+/-5,088)",66325,"(+/-5,613)",36238,"(+/-3,869)",36901,"(+/-2,848)",24893,"(+/-3,280)",34487,"(+/-2,886)",33214,"(+/-3,301)",81659,"(+/-5,330)",51186,"(+/-3,619)",28009,"(+/-3,537)",62115,"(+/-6,070)",35854,"(+/-2,580)",43205,"(+/-3,613)",19126,"(+/-2,864)",26402,"(+/-3,875)",60882,"(+/-3,924)",25920,"(+/-3,300)",21334,"(+/-2,628)",17518,"(+/-2,627)",40583,"(+/-3,542)",70580,"(+/-4,800)",103470,"(+/-7,117)",54854,"(+/-5,573)",18741,"(+/-2,750)",34419,"(+/-4,093)",107565,"(+/-6,538)",84340,"(+/-4,856)",63571,"(+/-5,092)",30272,"(+/-3,634)"
Education,"Educational Attainment","9th to 12th grade, no diploma",52518,"(+/-3,801)",29054,"(+/-4,154)",15407,"(+/-2,305)",42804,"(+/-3,409)",56009,"(+/-4,542)",34104,"(+/-2,941)",20431,"(+/-3,367)",42088,"(+/-3,961)",42451,"(+/-4,552)",32398,"(+/-4,678)",51108,"(+/-4,040)",35469,"(+/-3,577)",45012,"(+/-3,459)",41124,"(+/-3,440)",58858,"(+/-4,234)",40220,"(+/-3,480)",34432,"(+/-3,006)",57808,"(+/-4,212)",42549,"(+/-3,303)",48042,"(+/-4,278)",21954,"(+/-3,042)",24833,"(+/-3,909)",50144,"(+/-4,791)",25357,"(+/-2,813)",28661,"(+/-2,953)",21420,"(+/-2,331)",49831,"(+/-4,234)",52843,"(+/-4,266)",66593,"(+/-5,769)",59631,"(+/-4,627)",22033,"(+/-2,624)",31190,"(+/-2,909)",74468,"(+/-5,220)",59096,"(+/-4,655)",54603,"(+/-4,503)",47031,"(+/-4,814)"
Education,"Educational Attainment","High school graduate (includes equivalency)",139034,"(+/-4,996)",101292,"(+/-6,776)",76090,"(+/-5,804)",165386,"(+/-5,598)",145264,"(+/-6,323)",115081,"(+/-4,686)",86857,"(+/-7,368)",141332,"(+/-6,925)",123064,"(+/-7,330)",113659,"(+/-6,650)",145740,"(+/-5,342)",136032,"(+/-7,158)",138320,"(+/-4,276)",139770,"(+/-6,298)",108203,"(+/-5,984)",113488,"(+/-6,281)",115253,"(+/-6,281)",132225,"(+/-7,044)",136116,"(+/-4,535)",125185,"(+/-6,074)",99124,"(+/-6,227)",107064,"(+/-9,692)",125936,"(+/-6,484)",95257,"(+/-4,689)",115811,"(+/-5,267)",100324,"(+/-6,597)",146129,"(+/-5,919)",115277,"(+/-5,820)",130939,"(+/-7,699)",128037,"(+/-6,781)",117935,"(+/-5,940)",87226,"(+/-5,308)",120659,"(+/-5,774)",120409,"(+/-6,040)",159451,"(+/-9,138)",158685,"(+/-7,310)"
Education,"Educational Attainment","Some college, no degree",112869,"(+/-5,569)",108664,"(+/-6,524)",103103,"(+/-4,806)",119107,"(+/-5,012)",109372,"(+/-5,412)",120035,"(+/-6,369)",93067,"(+/-6,746)",111251,"(+/-5,413)",108464,"(+/-7,396)",108144,"(+/-5,045)",121767,"(+/-5,620)",127974,"(+/-7,246)",111521,"(+/-4,166)",118041,"(+/-5,435)",86730,"(+/-6,306)",106625,"(+/-5,691)",101209,"(+/-4,673)",100950,"(+/-6,281)",106723,"(+/-4,446)",111044,"(+/-6,141)",120330,"(+/-6,193)",106242,"(+/-7,545)",95004,"(+/-6,059)",108217,"(+/-4,716)",111928,"(+/-5,141)",123864,"(+/-5,883)",109302,"(+/-4,799)",76996,"(+/-4,604)",74554,"(+/-5,347)",105004,"(+/-5,121)",125694,"(+/-5,561)",101694,"(+/-5,463)",66057,"(+/-4,854)",78221,"(+/-5,096)",109971,"(+/-5,706)",116733,"(+/-5,913)"
Education,"Educational Attainment","Associate's degree",36659,"(+/-3,083)",32023,"(+/-3,156)",38306,"(+/-3,283)",36927,"(+/-3,328)",33793,"(+/-3,201)",38517,"(+/-3,268)",27765,"(+/-3,243)",39856,"(+/-4,372)",27295,"(+/-3,649)",33776,"(+/-2,994)",31946,"(+/-3,354)",36304,"(+/-3,221)",34783,"(+/-2,550)",40128,"(+/-3,217)",25771,"(+/-2,599)",31637,"(+/-3,072)",39820,"(+/-3,194)",26998,"(+/-3,193)",29884,"(+/-2,451)",36817,"(+/-4,005)",38002,"(+/-3,980)",38791,"(+/-4,477)",29179,"(+/-3,256)",36755,"(+/-3,838)",38786,"(+/-3,361)",40299,"(+/-3,746)",36493,"(+/-3,358)",27409,"(+/-2,939)",21301,"(+/-2,692)",27114,"(+/-3,041)",48000,"(+/-4,021)",30115,"(+/-2,907)",15719,"(+/-2,013)",26645,"(+/-2,690)",31186,"(+/-3,340)",39421,"(+/-3,256)"
Education,"Educational Attainment","Bachelor's degree",63536,"(+/-3,705)",127884,"(+/-6,532)",181003,"(+/-6,512)",63427,"(+/-4,018)",64987,"(+/-4,205)",99324,"(+/-6,533)",147679,"(+/-6,556)",101192,"(+/-6,657)",80397,"(+/-5,586)",133390,"(+/-7,574)",71946,"(+/-4,756)",105331,"(+/-5,918)",65766,"(+/-3,173)",80320,"(+/-5,739)",56614,"(+/-3,701)",77778,"(+/-5,125)",91284,"(+/-4,993)",65329,"(+/-4,863)",59262,"(+/-3,496)",74606,"(+/-4,858)",155347,"(+/-7,353)",150759,"(+/-7,650)",62725,"(+/-4,070)",149060,"(+/-5,703)",121090,"(+/-5,417)",145858,"(+/-6,918)",62086,"(+/-3,795)",52409,"(+/-4,441)",30015,"(+/-3,063)",63110,"(+/-4,030)",119647,"(+/-5,360)",136704,"(+/-5,078)",33244,"(+/-3,415)",45094,"(+/-3,380)",67728,"(+/-4,838)",60335,"(+/-4,511)"
Education,"Educational Attainment","Graduate or professional degree",30810,"(+/-3,098)",74482,"(+/-5,494)",99609,"(+/-5,658)",30922,"(+/-3,003)",31450,"(+/-3,069)",42588,"(+/-3,024)",102465,"(+/-5,717)",53738,"(+/-4,399)",43059,"(+/-4,148)",67748,"(+/-5,832)",31010,"(+/-3,102)",50260,"(+/-3,409)",28394,"(+/-2,740)",38582,"(+/-3,603)",26285,"(+/-2,972)",32282,"(+/-2,638)",49614,"(+/-3,562)",35769,"(+/-2,978)",31116,"(+/-2,621)",35782,"(+/-2,571)",84540,"(+/-4,943)",94517,"(+/-6,557)",33803,"(+/-2,871)",86141,"(+/-4,230)",65157,"(+/-3,958)",69882,"(+/-4,251)",29265,"(+/-2,873)",24939,"(+/-2,988)",9505,"(+/-1,516)",30541,"(+/-3,233)",60907,"(+/-4,236)",77755,"(+/-3,967)",11511,"(+/-1,532)",17791,"(+/-2,079)",29861,"(+/-3,201)",27028,"(+/-2,468)"
Education,"Educational Attainment","Percent high school graduate or higher",82.2,(+/-0.9),88.1,(+/-1.2),93.3,(+/-0.7),85.8,(+/-0.9),79.7,(+/-1.0),87.3,(+/-1.0),89,(+/-1.1),85.5,(+/-1.1),77.8,(+/-1.4),86.9,(+/-1.2),82.1,(+/-1.0),88.3,(+/-0.9),82.7,(+/-0.9),84.9,(+/-0.9),68.4,(+/-1.5),79.8,(+/-1.1),86.4,(+/-0.9),75.1,(+/-1.1),82.2,(+/-0.9),80.8,(+/-1.1),92.4,(+/-0.7),90.7,(+/-1.0),75.7,(+/-1.2),90.3,(+/-0.9),90.1,(+/-0.9),92.5,(+/-0.6),80.9,(+/-1.1),70.6,(+/-1.4),61,(+/-1.6),75.6,(+/-1.3),92.1,(+/-0.8),86.9,(+/-1.0),57.6,(+/-1.6),66.8,(+/-1.5),77.1,(+/-1.2),83.9,(+/-1.2)
Education,"Educational Attainment","Percent bachelor's degree or higher",20.3,(+/-1.0),40.1,(+/-1.2),52.6,(+/-1.3),19.5,(+/-1.0),20,(+/-1.0),29.8,(+/-1.3),48.6,(+/-1.5),29.6,(+/-1.4),25.1,(+/-1.4),38.3,(+/-1.3),21,(+/-1.1),30.1,(+/-1.2),20.5,(+/-0.9),24.2,(+/-1.2),18.7,(+/-1.1),24.3,(+/-1.2),30.7,(+/-1.0),21,(+/-1.2),20.5,(+/-1.0),23.3,(+/-1.1),44.6,(+/-1.5),44.7,(+/-1.7),21.1,(+/-1.1),44.7,(+/-1.1),37,(+/-1.1),41.6,(+/-1.2),19.3,(+/-1.0),18.4,(+/-1.3),9.1,(+/-0.8),20,(+/-1.0),35.2,(+/-1.3),43,(+/-1.2),10.4,(+/-0.9),14.6,(+/-0.9),18.9,(+/-1.2),18.2,(+/-1.1)
Topic,Subject,Title,"District 01 Value","District 01 Flag","District 02 Value","District 02 Flag","District 03 Value","District 03 Flag","District 04 Value","District 04 Flag","District 05 Value","District 05 Flag","District 06 Value","District 06 Flag","District 07 Value","District 07 Flag","District 08 Value","District 08 Flag","District 09 Value","District 09 Flag","District 10 Value","District 10 Flag","District 11 Value","District 11 Flag","District 12 Value","District 12 Flag","District 13 Value","District 13 Flag","District 14 Value","District 14 Flag","District 15 Value","District 15 Flag","District 16 Value","District 16 Flag","District 17 Value","District 17 Flag","District 18 Value","District 18 Flag","District 19 Value","District 19 Flag","District 20 Value","District 20 Flag","District 21 Value","District 21 Flag","District 22 Value","District 22 Flag","District 23 Value","District 23 Flag","District 24 Value","District 24 Flag","District 25 Value","District 25 Flag","District 26 Value","District 26 Flag","District 27 Value","District 27 Flag","District 28 Value","District 28 Flag","District 29 Value","District 29 Flag","District 30 Value","District 30 Flag","District 31 Value","District 31 Flag","District 32 Value","District 32 Flag","District 33 Value","District 33 Flag","District 34 Value","District 34 Flag","District 35 Value","District 35 Flag","District 36 Value","District 36 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",262046,G,362119,G,361991,G,195050,G,177873,G,222756,G,464626,G,195375,G,323758,G,284812,G,275805,G,308480,G,223170,G,231199,G,185065,G,217989,G,254460,G,422211,G,238280,G,255698,G,413255,G,199423,G,173177,G,677799,G,212230,G,230020,G,248371,G,168357,G,220469,G,324373,G,228876,G,325576,G,270007,G,165791,G,288619,G,246786,G
