Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE","District 09 Value","District 09 MOE","District 10 Value","District 10 MOE","District 11 Value","District 11 MOE","District 12 Value","District 12 MOE","District 13 Value","District 13 MOE","District 14 Value","District 14 MOE","District 15 Value","District 15 MOE","District 16 Value","District 16 MOE","District 17 Value","District 17 MOE","District 18 Value","District 18 MOE","District 19 Value","District 19 MOE","District 20 Value","District 20 MOE","District 21 Value","District 21 MOE","District 22 Value","District 22 MOE","District 23 Value","District 23 MOE","District 24 Value","District 24 MOE","District 25 Value","District 25 MOE","District 26 Value","District 26 MOE","District 27 Value","District 27 MOE"
Workers,Industry,Construction,29392,"(+/-3,019)",25712,"(+/-3,382)",20673,"(+/-3,108)",20415,"(+/-2,650)",27272,"(+/-3,210)",22304,"(+/-2,488)",21568,"(+/-2,422)",13335,"(+/-1,963)",15996,"(+/-2,381)",12908,"(+/-2,094)",24534,"(+/-2,695)",7109,"(+/-1,469)",15402,"(+/-3,030)",25103,"(+/-2,634)",14976,"(+/-2,707)",19908,"(+/-2,399)",21512,"(+/-3,057)",20749,"(+/-2,532)",25911,"(+/-2,537)",18284,"(+/-2,215)",21719,"(+/-2,140)",17639,"(+/-2,146)",17865,"(+/-1,373)",19712,"(+/-2,299)",16293,"(+/-1,986)",13795,"(+/-1,937)",24935,"(+/-2,837)"
Workers,Industry,Manufacturing,20833,"(+/-2,657)",28689,"(+/-2,465)",18411,"(+/-2,302)",15144,"(+/-2,235)",12968,"(+/-1,903)",14790,"(+/-1,981)",16208,"(+/-1,751)",9192,"(+/-1,487)",8062,"(+/-1,375)",12578,"(+/-1,937)",9623,"(+/-1,411)",13611,"(+/-2,213)",11477,"(+/-2,074)",17368,"(+/-2,332)",8482,"(+/-1,493)",12098,"(+/-1,590)",17550,"(+/-2,380)",24867,"(+/-3,166)",23656,"(+/-2,073)",25350,"(+/-2,315)",29212,"(+/-2,788)",35851,"(+/-2,486)",43751,"(+/-2,392)",32027,"(+/-2,289)",37041,"(+/-2,959)",32125,"(+/-2,614)",46388,"(+/-3,335)"
Workers,Industry,"Wholesale trade",10413,"(+/-1,966)",11348,"(+/-1,335)",11976,"(+/-1,883)",12314,"(+/-2,127)",7257,"(+/-1,423)",11847,"(+/-2,014)",8986,"(+/-1,538)",5244,"(+/-1,072)",6153,"(+/-1,203)",10162,"(+/-1,792)",6584,"(+/-1,094)",11571,"(+/-2,226)",8895,"(+/-2,214)",7219,"(+/-1,228)",5880,"(+/-1,222)",7511,"(+/-1,479)",10120,"(+/-1,654)",10160,"(+/-1,410)",8548,"(+/-1,215)",7791,"(+/-1,316)",5284,(+/-986),7609,"(+/-1,122)",5534,"(+/-1,027)",9626,"(+/-1,245)",8472,"(+/-1,640)",9597,"(+/-1,632)",9303,"(+/-1,540)"
Workers,Industry,"Retail trade",40323,"(+/-3,990)",42830,"(+/-3,399)",31925,"(+/-2,999)",39210,"(+/-3,016)",37295,"(+/-3,416)",37040,"(+/-3,335)",37017,"(+/-4,020)",32765,"(+/-3,169)",31825,"(+/-3,229)",25793,"(+/-3,176)",33274,"(+/-3,171)",32411,"(+/-4,028)",34767,"(+/-3,530)",37844,"(+/-2,889)",36353,"(+/-3,011)",35088,"(+/-3,837)",36371,"(+/-3,398)",40525,"(+/-3,356)",37752,"(+/-3,315)",38337,"(+/-3,140)",45056,"(+/-2,871)",41200,"(+/-3,057)",38005,"(+/-2,175)",38622,"(+/-2,633)",41174,"(+/-3,032)",39011,"(+/-2,863)",40162,"(+/-3,191)"
Workers,Industry,"Transportation and warehousing, and utilities",18146,"(+/-2,158)",25175,"(+/-2,690)",18264,"(+/-2,503)",22007,"(+/-2,733)",39646,"(+/-2,467)",22869,"(+/-2,460)",17593,"(+/-2,256)",29565,"(+/-2,668)",23563,"(+/-2,589)",13608,"(+/-2,966)",21877,"(+/-2,284)",10010,"(+/-2,015)",20515,"(+/-3,140)",30194,"(+/-2,947)",22964,"(+/-2,512)",17778,"(+/-2,339)",12504,"(+/-1,770)",18571,"(+/-2,336)",15927,"(+/-2,158)",14479,"(+/-2,099)",12219,"(+/-1,810)",13973,"(+/-2,030)",11989,"(+/-1,427)",17568,"(+/-1,883)",13444,"(+/-1,840)",15176,"(+/-2,066)",15619,"(+/-1,658)"
Workers,Industry,Information,9701,"(+/-1,519)",10908,"(+/-1,458)",12225,"(+/-1,533)",12228,"(+/-2,215)",8683,"(+/-1,387)",8389,"(+/-1,425)",15922,"(+/-1,707)",11698,"(+/-1,820)",18020,"(+/-2,241)",23137,"(+/-2,886)",7567,"(+/-1,544)",34958,"(+/-4,123)",10484,"(+/-1,992)",8168,"(+/-1,505)",3636,(+/-921),10575,"(+/-1,811)",9694,"(+/-1,622)",10374,"(+/-1,604)",6170,"(+/-1,038)",8395,"(+/-1,664)",4859,"(+/-1,029)",4132,(+/-755),4319,(+/-953),6908,"(+/-1,007)",9381,"(+/-1,330)",5353,"(+/-1,063)",4974,(+/-991)
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",21756,"(+/-2,424)",28432,"(+/-2,815)",40570,"(+/-2,767)",32350,"(+/-2,955)",24955,"(+/-2,507)",30426,"(+/-3,076)",24991,"(+/-2,442)",22089,"(+/-2,547)",25545,"(+/-2,284)",63763,"(+/-5,647)",31943,"(+/-2,814)",80628,"(+/-6,129)",24579,"(+/-3,556)",22569,"(+/-2,570)",17006,"(+/-2,235)",34346,"(+/-3,032)",30755,"(+/-2,562)",23619,"(+/-2,428)",16771,"(+/-1,689)",26944,"(+/-2,669)",12245,"(+/-1,566)",14828,"(+/-1,500)",9736,"(+/-1,245)",18457,"(+/-1,813)",17561,"(+/-2,172)",26577,"(+/-2,534)",21337,"(+/-1,984)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",41122,"(+/-3,668)",40062,"(+/-3,209)",48934,"(+/-3,373)",42524,"(+/-3,636)",33477,"(+/-2,681)",44592,"(+/-3,611)",53382,"(+/-3,908)",43364,"(+/-3,806)",46030,"(+/-3,349)",73174,"(+/-6,091)",36456,"(+/-3,166)",104923,"(+/-7,740)",38339,"(+/-3,629)",35488,"(+/-3,293)",24754,"(+/-3,006)",41803,"(+/-3,338)",51153,"(+/-3,488)",33799,"(+/-2,832)",27222,"(+/-2,299)",37664,"(+/-3,085)",21932,"(+/-1,997)",24235,"(+/-2,042)",20918,"(+/-1,802)",31499,"(+/-2,795)",41954,"(+/-3,256)",35286,"(+/-2,882)",30510,"(+/-2,546)"
Workers,Industry,"Educational services, and health care and social assistance",98475,"(+/-5,302)",96278,"(+/-4,319)",93370,"(+/-4,442)",108464,"(+/-5,301)",108102,"(+/-3,839)",85748,"(+/-5,143)",72613,"(+/-3,973)",112810,"(+/-4,929)",122716,"(+/-5,602)",85293,"(+/-6,046)",91989,"(+/-4,417)",83852,"(+/-6,502)",112036,"(+/-5,524)",77014,"(+/-4,269)",87231,"(+/-5,064)",110533,"(+/-5,631)",103794,"(+/-4,052)",87505,"(+/-3,917)",94395,"(+/-4,641)",97903,"(+/-5,108)",85972,"(+/-3,811)",94132,"(+/-4,033)",98591,"(+/-4,030)",97835,"(+/-4,057)",108298,"(+/-5,259)",93089,"(+/-3,632)",91705,"(+/-4,293)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",27778,"(+/-2,935)",28588,"(+/-3,165)",23617,"(+/-2,757)",25606,"(+/-3,028)",31679,"(+/-3,607)",38145,"(+/-3,417)",54593,"(+/-4,012)",30941,"(+/-3,383)",29242,"(+/-2,683)",38720,"(+/-4,143)",26291,"(+/-2,591)",43198,"(+/-5,233)",64034,"(+/-6,172)",55187,"(+/-4,430)",42054,"(+/-4,712)",28231,"(+/-3,325)",31759,"(+/-3,145)",29327,"(+/-3,358)",30305,"(+/-2,540)",32169,"(+/-3,023)",32184,"(+/-3,173)",30529,"(+/-2,752)",29822,"(+/-2,458)",30572,"(+/-2,284)",29945,"(+/-3,030)",36961,"(+/-3,134)",31564,"(+/-3,144)"
Workers,Industry,"Other services, except public administration",18421,"(+/-2,862)",13727,"(+/-1,808)",13653,"(+/-1,955)",18842,"(+/-2,155)",18369,"(+/-2,339)",28622,"(+/-3,337)",20421,"(+/-2,472)",19769,"(+/-2,201)",22148,"(+/-2,196)",15837,"(+/-2,454)",14015,"(+/-1,753)",15912,"(+/-3,351)",20889,"(+/-3,252)",22453,"(+/-2,572)",18874,"(+/-2,588)",19639,"(+/-3,001)",20806,"(+/-2,441)",14766,"(+/-1,977)",14568,"(+/-1,912)",17389,"(+/-1,922)",12649,"(+/-1,797)",14532,"(+/-1,498)",13934,"(+/-1,604)",14256,"(+/-1,725)",18109,"(+/-2,468)",14727,"(+/-2,152)",16030,"(+/-1,788)"
Workers,Industry,"Public administration",17637,"(+/-2,340)",17945,"(+/-1,969)",12881,"(+/-1,896)",15855,"(+/-2,098)",21237,"(+/-2,508)",13211,"(+/-2,059)",9374,"(+/-1,559)",17780,"(+/-2,422)",14618,"(+/-2,038)",8729,"(+/-2,188)",18632,"(+/-2,180)",11104,"(+/-2,069)",9411,"(+/-1,977)",11423,"(+/-1,611)",6456,"(+/-1,473)",14679,"(+/-2,190)",14891,"(+/-1,816)",19661,"(+/-2,190)",17342,"(+/-2,083)",39026,"(+/-2,806)",22089,"(+/-1,732)",16011,"(+/-1,531)",14925,"(+/-2,036)",13973,"(+/-1,795)",11033,"(+/-1,628)",12568,"(+/-1,666)",17180,"(+/-2,328)"
Workers,"Class of Worker","Civilian employed population 16 years and over",356128,"(+/-7,247)",370553,"(+/-7,189)",347032,"(+/-8,621)",365535,"(+/-8,338)",371482,"(+/-10,305)",358596,"(+/-11,154)",353073,"(+/-9,930)",349251,"(+/-9,787)",363918,"(+/-9,012)",384348,"(+/-10,560)",323173,"(+/-6,641)",449491,"(+/-13,719)",370918,"(+/-11,331)",351101,"(+/-11,704)",289011,"(+/-9,957)",352738,"(+/-9,004)",361090,"(+/-6,822)",335488,"(+/-6,719)",325528,"(+/-7,419)",364936,"(+/-6,123)",312500,"(+/-6,279)",319370,"(+/-5,116)",318308,"(+/-5,171)",335712,"(+/-4,485)",353810,"(+/-5,934)",334536,"(+/-5,459)",355711,"(+/-6,800)"
Workers,"Class of Worker","Private wage and salary workers",265948,"(+/-6,806)",294846,"(+/-7,062)",274547,"(+/-7,626)",286088,"(+/-7,856)",286652,"(+/-10,006)",292273,"(+/-9,924)",300157,"(+/-9,560)",263990,"(+/-8,507)",277921,"(+/-7,769)",323884,"(+/-10,371)",245795,"(+/-6,853)",380518,"(+/-12,735)",297285,"(+/-10,089)",286542,"(+/-11,199)",239641,"(+/-9,140)",281250,"(+/-8,906)",286490,"(+/-6,678)",262043,"(+/-6,972)",237951,"(+/-7,107)",266511,"(+/-5,928)",227196,"(+/-6,208)",244776,"(+/-5,546)",246931,"(+/-5,330)",261052,"(+/-4,905)",295559,"(+/-6,136)",274151,"(+/-5,609)",282008,"(+/-6,863)"
Workers,"Class of Worker","Government workers",72045,"(+/-3,939)",64302,"(+/-3,532)",52460,"(+/-3,012)",57009,"(+/-3,776)",64137,"(+/-4,073)",43400,"(+/-3,458)",32124,"(+/-2,935)",65302,"(+/-4,074)",57663,"(+/-3,869)",28219,"(+/-3,104)",60819,"(+/-3,544)",32344,"(+/-3,294)",46501,"(+/-4,863)",39070,"(+/-3,375)",33739,"(+/-3,670)",50252,"(+/-4,113)",51213,"(+/-3,057)",56484,"(+/-3,766)",59795,"(+/-3,557)",82522,"(+/-4,362)",62756,"(+/-3,324)",56124,"(+/-3,341)",50328,"(+/-3,254)",57050,"(+/-3,209)",41918,"(+/-3,038)",48236,"(+/-3,531)",56321,"(+/-3,434)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",17889,"(+/-2,566)",11183,"(+/-1,827)",19373,"(+/-2,141)",21660,"(+/-2,612)",20462,"(+/-2,683)",22362,"(+/-2,396)",20405,"(+/-2,405)",19563,"(+/-2,234)",27997,"(+/-3,046)",31880,"(+/-3,975)",16398,"(+/-2,218)",36057,"(+/-3,899)",26770,"(+/-3,925)",25269,"(+/-2,797)",14987,"(+/-1,984)",20368,"(+/-2,397)",22955,"(+/-3,034)",16628,"(+/-2,122)",26422,"(+/-2,564)",15572,"(+/-1,981)",21864,"(+/-1,826)",18008,"(+/-1,905)",20069,"(+/-1,531)",17254,"(+/-1,713)",16059,"(+/-2,015)",11903,"(+/-1,839)",17258,"(+/-1,850)"
Workers,"Class of Worker","Unpaid family workers",246,(+/-192),222,(+/-161),652,(+/-343),778,(+/-791),231,(+/-173),561,(+/-448),387,(+/-300),396,(+/-333),337,(+/-206),365,(+/-290),161,(+/-173),572,(+/-324),362,(+/-358),220,(+/-275),644,(+/-510),868,(+/-421),432,(+/-461),333,(+/-232),1360,(+/-788),331,(+/-270),684,(+/-285),462,(+/-240),980,(+/-321),356,(+/-340),274,(+/-212),246,(+/-212),124,(+/-135)
Housing,"Housing Occupancy","Total housing units",310953,"(+/-4,168)",235923,"(+/-4,678)",268352,"(+/-5,722)",245624,"(+/-3,954)",239310,"(+/-6,027)",290190,"(+/-5,217)",273338,"(+/-4,723)",311598,"(+/-5,273)",303759,"(+/-5,548)",361126,"(+/-7,608)",279355,"(+/-3,283)",430694,"(+/-8,413)",306558,"(+/-6,339)",264250,"(+/-4,978)",267658,"(+/-4,589)",283211,"(+/-4,404)",262202,"(+/-3,251)",273901,"(+/-2,837)",360528,"(+/-2,799)",328441,"(+/-2,524)",370282,"(+/-2,205)",320029,"(+/-1,715)",338976,"(+/-1,919)",314991,"(+/-1,709)",314407,"(+/-1,386)",340322,"(+/-2,862)",311183,"(+/-3,395)"
Housing,"Housing Occupancy","Occupied housing units",246721,"(+/-4,598)",216567,"(+/-4,644)",245962,"(+/-5,278)",230222,"(+/-4,074)",221213,"(+/-5,752)",265193,"(+/-5,322)",251708,"(+/-4,871)",278959,"(+/-5,272)",281787,"(+/-5,408)",311921,"(+/-6,767)",259983,"(+/-3,642)",364088,"(+/-8,503)",285665,"(+/-5,755)",242909,"(+/-5,043)",253192,"(+/-4,777)",261213,"(+/-4,490)",245245,"(+/-3,261)",246323,"(+/-3,870)",269443,"(+/-4,297)",283768,"(+/-4,303)",272287,"(+/-4,088)",275235,"(+/-3,447)",275077,"(+/-3,843)",276624,"(+/-3,520)",288441,"(+/-3,040)",301958,"(+/-3,607)",281990,"(+/-3,768)"
Housing,"Housing Occupancy","Vacant housing units",64232,"(+/-3,408)",19356,"(+/-2,224)",22390,"(+/-3,226)",15402,"(+/-2,166)",18097,"(+/-1,792)",24997,"(+/-2,511)",21630,"(+/-2,564)",32639,"(+/-2,975)",21972,"(+/-2,212)",49205,"(+/-6,348)",19372,"(+/-2,585)",66606,"(+/-5,429)",20893,"(+/-2,734)",21341,"(+/-2,393)",14466,"(+/-1,558)",21998,"(+/-2,491)",16957,"(+/-2,098)",27578,"(+/-3,085)",91085,"(+/-3,549)",44673,"(+/-3,604)",97995,"(+/-4,000)",44794,"(+/-3,125)",63899,"(+/-3,656)",38367,"(+/-3,423)",25966,"(+/-2,657)",38364,"(+/-3,226)",29193,"(+/-2,482)"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.6,(+/-0.6),1.4,(+/-0.5),1.2,(+/-0.4),1.3,(+/-0.5),1.5,(+/-0.6),1.7,(+/-0.8),1.7,(+/-0.9),2.2,(+/-0.7),1.3,(+/-0.7),1.3,(+/-0.8),1.7,(+/-0.6),1.3,(+/-0.7),2.3,(+/-1.7),4.1,(+/-1.2),3.1,(+/-1.6),2,(+/-0.7),2.4,(+/-0.7),2.7,(+/-0.8),2.4,(+/-0.5),1.8,(+/-0.6),2,(+/-0.5),2,(+/-0.6),2.1,(+/-0.5),2,(+/-0.5),0.8,(+/-0.4),1.4,(+/-0.5),1.4,(+/-0.5)
Housing,"Housing Occupancy","Rental vacancy rate",5.8,(+/-2.0),5.1,(+/-2.2),7.2,(+/-2.5),2.9,(+/-1.3),3.6,(+/-1.0),2.6,(+/-0.6),2.5,(+/-0.6),4.4,(+/-0.8),3.3,(+/-0.6),4.9,(+/-1.0),3.7,(+/-1.1),5.2,(+/-1.1),2.7,(+/-0.6),2.7,(+/-0.7),1.9,(+/-0.4),7.1,(+/-1.2),3.3,(+/-1.1),5.1,(+/-1.3),5.2,(+/-1.2),5.9,(+/-1.2),4.9,(+/-1.5),6.4,(+/-1.4),6.2,(+/-1.4),6.2,(+/-1.4),6.9,(+/-1.3),5.7,(+/-1.0),7.9,(+/-1.5)
Housing,"Housing Tenure","Occupied housing units",246721,"(+/-4,598)",216567,"(+/-4,644)",245962,"(+/-5,278)",230222,"(+/-4,074)",221213,"(+/-5,752)",265193,"(+/-5,322)",251708,"(+/-4,871)",278959,"(+/-5,272)",281787,"(+/-5,408)",311921,"(+/-6,767)",259983,"(+/-3,642)",364088,"(+/-8,503)",285665,"(+/-5,755)",242909,"(+/-5,043)",253192,"(+/-4,777)",261213,"(+/-4,490)",245245,"(+/-3,261)",246323,"(+/-3,870)",269443,"(+/-4,297)",283768,"(+/-4,303)",272287,"(+/-4,088)",275235,"(+/-3,447)",275077,"(+/-3,843)",276624,"(+/-3,520)",288441,"(+/-3,040)",301958,"(+/-3,607)",281990,"(+/-3,768)"
Housing,"Housing Tenure",Owner-occupied,197071,"(+/-5,259)",173777,"(+/-4,306)",198803,"(+/-3,734)",176920,"(+/-3,905)",123488,"(+/-4,055)",118230,"(+/-4,536)",55185,"(+/-2,860)",88805,"(+/-3,840)",80208,"(+/-3,365)",94570,"(+/-5,290)",150673,"(+/-3,579)",103788,"(+/-4,893)",26936,"(+/-2,209)",76006,"(+/-3,342)",22598,"(+/-2,011)",127623,"(+/-3,991)",160460,"(+/-4,608)",171071,"(+/-4,163)",194480,"(+/-4,045)",170271,"(+/-4,756)",190931,"(+/-4,072)",187903,"(+/-3,455)",189463,"(+/-3,849)",184899,"(+/-3,709)",183069,"(+/-3,453)",176027,"(+/-3,914)",215647,"(+/-3,863)"
Housing,"Housing Tenure",Renter-occupied,49650,"(+/-3,632)",42790,"(+/-3,094)",47159,"(+/-3,449)",53302,"(+/-2,969)",97725,"(+/-4,619)",146963,"(+/-5,218)",196523,"(+/-4,716)",190154,"(+/-5,151)",201579,"(+/-5,274)",217351,"(+/-6,863)",109310,"(+/-4,484)",260300,"(+/-8,828)",258729,"(+/-5,799)",166903,"(+/-4,956)",230594,"(+/-5,007)",133590,"(+/-4,664)",84785,"(+/-3,463)",75252,"(+/-3,894)",74963,"(+/-3,177)",113497,"(+/-4,510)",81356,"(+/-3,256)",87332,"(+/-3,330)",85614,"(+/-3,266)",91725,"(+/-3,946)",105372,"(+/-3,104)",125931,"(+/-4,679)",66343,"(+/-3,072)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.93,(+/-0.06),3.43,(+/-0.07),2.97,(+/-0.05),3.2,(+/-0.06),3.71,(+/-0.09),2.95,(+/-0.07),3.15,(+/-0.10),3.14,(+/-0.09),3.04,(+/-0.09),2.43,(+/-0.08),2.92,(+/-0.05),1.99,(+/-0.06),2.4,(+/-0.16),2.97,(+/-0.10),3.3,(+/-0.19),2.98,(+/-0.08),2.99,(+/-0.05),2.93,(+/-0.06),2.54,(+/-0.04),2.7,(+/-0.04),2.53,(+/-0.04),2.57,(+/-0.04),2.52,(+/-0.04),2.55,(+/-0.04),2.53,(+/-0.03),2.42,(+/-0.04),2.54,(+/-0.03)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.54,(+/-0.15),2.77,(+/-0.22),2.52,(+/-0.12),2.74,(+/-0.13),3.13,(+/-0.11),2.65,(+/-0.07),2.88,(+/-0.05),2.49,(+/-0.05),2.51,(+/-0.05),2.2,(+/-0.05),2.49,(+/-0.06),1.92,(+/-0.05),2.75,(+/-0.07),2.87,(+/-0.07),2.91,(+/-0.05),2.63,(+/-0.07),2.84,(+/-0.09),2.55,(+/-0.10),2.27,(+/-0.08),2.08,(+/-0.06),2.29,(+/-0.07),2.24,(+/-0.06),2.2,(+/-0.07),2.26,(+/-0.06),2.23,(+/-0.05),2.13,(+/-0.05),2.14,(+/-0.09)
Housing,"Year Householder Moved into Unit","Occupied housing units",246721,"(+/-4,598)",216567,"(+/-4,644)",245962,"(+/-5,278)",230222,"(+/-4,074)",221213,"(+/-5,752)",265193,"(+/-5,322)",251708,"(+/-4,871)",278959,"(+/-5,272)",281787,"(+/-5,408)",311921,"(+/-6,767)",259983,"(+/-3,642)",364088,"(+/-8,503)",285665,"(+/-5,755)",242909,"(+/-5,043)",253192,"(+/-4,777)",261213,"(+/-4,490)",245245,"(+/-3,261)",246323,"(+/-3,870)",269443,"(+/-4,297)",283768,"(+/-4,303)",272287,"(+/-4,088)",275235,"(+/-3,447)",275077,"(+/-3,843)",276624,"(+/-3,520)",288441,"(+/-3,040)",301958,"(+/-3,607)",281990,"(+/-3,768)"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",7488,"(+/-1,617)",6761,"(+/-1,494)",6244,"(+/-1,207)",8486,"(+/-1,423)",7031,"(+/-1,161)",12489,"(+/-1,765)",15598,"(+/-1,922)",16207,"(+/-2,141)",15839,"(+/-1,827)",25039,"(+/-2,808)",10236,"(+/-1,802)",28615,"(+/-3,038)",15623,"(+/-2,366)",11820,"(+/-1,798)",11037,"(+/-1,983)",9637,"(+/-1,485)",11738,"(+/-1,694)",10047,"(+/-1,680)",13783,"(+/-1,935)",21436,"(+/-2,229)",18713,"(+/-2,050)",15206,"(+/-2,115)",17735,"(+/-1,820)",15871,"(+/-1,765)",20040,"(+/-2,025)",20314,"(+/-2,837)",11628,"(+/-1,609)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",56874,"(+/-3,417)",45756,"(+/-3,377)",54095,"(+/-3,255)",51696,"(+/-3,356)",61952,"(+/-3,621)",88285,"(+/-3,990)",90731,"(+/-3,897)",89430,"(+/-4,184)",92677,"(+/-4,299)",116964,"(+/-5,179)",76057,"(+/-3,446)",157448,"(+/-6,559)",99765,"(+/-4,426)",82809,"(+/-3,981)",94906,"(+/-4,238)",81278,"(+/-4,094)",73061,"(+/-3,516)",70931,"(+/-3,812)",70899,"(+/-3,523)",99006,"(+/-4,386)",78457,"(+/-3,106)",79048,"(+/-3,823)",84492,"(+/-4,075)",90028,"(+/-4,006)",99659,"(+/-3,424)",104407,"(+/-4,396)",76265,"(+/-3,812)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",80937,"(+/-3,786)",61404,"(+/-2,826)",76441,"(+/-4,156)",66496,"(+/-3,263)",69518,"(+/-3,370)",76899,"(+/-4,000)",68895,"(+/-3,361)",87884,"(+/-3,748)",78898,"(+/-3,404)",77953,"(+/-4,471)",82260,"(+/-3,521)",80073,"(+/-4,692)",77494,"(+/-4,836)",75671,"(+/-3,965)",79134,"(+/-3,720)",78601,"(+/-3,899)",70425,"(+/-3,366)",76097,"(+/-3,988)",78773,"(+/-3,691)",74833,"(+/-3,642)",74985,"(+/-3,148)",74701,"(+/-2,992)",73715,"(+/-2,720)",70888,"(+/-3,178)",78899,"(+/-3,940)",75154,"(+/-3,480)",78757,"(+/-4,119)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",46717,"(+/-3,114)",41104,"(+/-2,572)",43414,"(+/-2,228)",41561,"(+/-2,515)",39460,"(+/-2,624)",38965,"(+/-2,459)",34576,"(+/-2,634)",44046,"(+/-2,542)",43590,"(+/-2,683)",41806,"(+/-3,292)",43045,"(+/-2,811)",43336,"(+/-4,602)",42385,"(+/-3,834)",35970,"(+/-2,919)",36465,"(+/-2,638)",44475,"(+/-2,865)",40440,"(+/-2,500)",43110,"(+/-3,257)",43347,"(+/-2,675)",36136,"(+/-2,451)",43001,"(+/-2,408)",43426,"(+/-2,524)",40473,"(+/-2,374)",41197,"(+/-2,411)",37693,"(+/-2,428)",39763,"(+/-2,792)",51893,"(+/-3,119)"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",25146,"(+/-2,068)",25122,"(+/-2,242)",26071,"(+/-2,130)",26430,"(+/-2,182)",18764,"(+/-2,083)",21666,"(+/-2,093)",20381,"(+/-2,316)",19153,"(+/-1,949)",27756,"(+/-2,313)",20182,"(+/-2,621)",19616,"(+/-1,858)",22462,"(+/-3,293)",26496,"(+/-2,598)",15147,"(+/-1,912)",16282,"(+/-1,911)",19739,"(+/-2,087)",23850,"(+/-2,295)",21119,"(+/-1,769)",29524,"(+/-2,116)",22061,"(+/-1,580)",26948,"(+/-2,114)",26260,"(+/-1,947)",26182,"(+/-1,872)",28483,"(+/-2,012)",23896,"(+/-1,900)",24647,"(+/-2,074)",28204,"(+/-2,406)"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",29559,"(+/-2,482)",36420,"(+/-2,346)",39697,"(+/-2,230)",35553,"(+/-2,364)",24488,"(+/-1,955)",26889,"(+/-1,898)",21527,"(+/-2,071)",22239,"(+/-2,178)",23027,"(+/-1,953)",29977,"(+/-2,595)",28769,"(+/-2,172)",32154,"(+/-3,834)",23902,"(+/-2,455)",21492,"(+/-2,039)",15368,"(+/-1,893)",27483,"(+/-2,333)",25731,"(+/-1,981)",25019,"(+/-2,390)",33117,"(+/-2,101)",30296,"(+/-2,195)",30183,"(+/-1,807)",36594,"(+/-1,710)",32480,"(+/-1,450)",30157,"(+/-1,758)",28254,"(+/-1,724)",37673,"(+/-2,245)",35243,"(+/-2,330)"
Housing,Value,"Owner-occupied units",197071,"(+/-5,259)",173777,"(+/-4,306)",198803,"(+/-3,734)",176920,"(+/-3,905)",123488,"(+/-4,055)",118230,"(+/-4,536)",55185,"(+/-2,860)",88805,"(+/-3,840)",80208,"(+/-3,365)",94570,"(+/-5,290)",150673,"(+/-3,579)",103788,"(+/-4,893)",26936,"(+/-2,209)",76006,"(+/-3,342)",22598,"(+/-2,011)",127623,"(+/-3,991)",160460,"(+/-4,608)",171071,"(+/-4,163)",194480,"(+/-4,045)",170271,"(+/-4,756)",190931,"(+/-4,072)",187903,"(+/-3,455)",189463,"(+/-3,849)",184899,"(+/-3,709)",183069,"(+/-3,453)",176027,"(+/-3,914)",215647,"(+/-3,863)"
Housing,Value,"Less than $50,000",2555,(+/-754),2067,(+/-659),1527,(+/-566),1691,(+/-580),3583,(+/-897),1376,(+/-395),1695,(+/-769),2120,(+/-581),987,(+/-357),2147,(+/-809),1782,(+/-541),1761,(+/-743),2798,(+/-782),1735,(+/-448),3018,(+/-761),7207,"(+/-1,593)",1877,(+/-567),3744,(+/-929),9923,"(+/-1,239)",6210,(+/-993),20530,"(+/-1,804)",19359,"(+/-1,597)",26538,"(+/-1,836)",10049,"(+/-1,141)",8019,"(+/-1,092)",17099,"(+/-1,691)",14150,"(+/-1,655)"
Housing,Value,"$50,000 to $99,999",3974,"(+/-1,105)",1406,(+/-584),1462,(+/-578),1810,(+/-569),1719,(+/-574),1506,(+/-472),742,(+/-359),1118,(+/-473),921,(+/-352),1713,(+/-623),905,(+/-326),1171,(+/-551),1006,(+/-453),1494,(+/-642),369,(+/-269),4698,"(+/-1,008)",2823,(+/-766),5053,"(+/-1,047)",22003,"(+/-1,559)",16463,"(+/-1,596)",45107,"(+/-2,685)",59988,"(+/-2,825)",66339,"(+/-3,006)",46687,"(+/-2,143)",34705,"(+/-2,273)",51574,"(+/-2,551)",41962,"(+/-2,725)"
